league,season,n_clubs,entropy,hhi,mco_rate,state_link_rate,prop_member-owned,count_member-owned,prop_investment fund,count_investment fund,prop_corporate-MCO,count_corporate-MCO,prop_domestic private,count_domestic private,prop_hybrid,count_hybrid,prop_foreign private,count_foreign private,prop_unknown,count_unknown,prop_state-linked,count_state-linked
LaLiga,2022,33,1.9542357193389897,0.15335169880624427,0.2727272727272727,0.12121212121212122,0.12121212121212122,4,0.09090909090909091,3,0.12121212121212122,4,0.21212121212121213,7,0.18181818181818182,6,0.18181818181818182,6,0.030303030303030304,1,0.06060606060606061,2
LaLiga,2023,33,1.9542357193389897,0.15335169880624427,0.2727272727272727,0.12121212121212122,0.12121212121212122,4,0.09090909090909091,3,0.12121212121212122,4,0.21212121212121213,7,0.18181818181818182,6,0.18181818181818182,6,0.030303030303030304,1,0.06060606060606061,2
LaLiga,2024,32,1.9597482922681837,0.15234375,0.28125,0.125,0.125,4,0.09375,3,0.125,4,0.21875,7,0.15625,5,0.1875,6,0.03125,1,0.0625,2
LaLiga,2025,33,1.9542357193389897,0.15335169880624427,0.2727272727272727,0.12121212121212122,0.12121212121212122,4,0.09090909090909091,3,0.12121212121212122,4,0.21212121212121213,7,0.18181818181818182,6,0.18181818181818182,6,0.030303030303030304,1,0.06060606060606061,2
Ligue 1,2019,36,1.8479753332840616,0.18981481481481483,0.2777777777777778,0.05555555555555555,0.027777777777777776,1,0.16666666666666666,6,0.05555555555555555,2,0.3333333333333333,12,0.1111111111111111,4,0.1388888888888889,5,0.1111111111111111,4,0.05555555555555555,2
Ligue 1,2020,36,1.8479753332840616,0.18981481481481483,0.2777777777777778,0.05555555555555555,0.027777777777777776,1,0.16666666666666666,6,0.05555555555555555,2,0.3333333333333333,12,0.1111111111111111,4,0.1388888888888889,5,0.1111111111111111,4,0.05555555555555555,2
Ligue 1,2021,36,1.8479753332840616,0.18981481481481483,0.2777777777777778,0.05555555555555555,0.027777777777777776,1,0.16666666666666666,6,0.05555555555555555,2,0.3333333333333333,12,0.1111111111111111,4,0.1388888888888889,5,0.1111111111111111,4,0.05555555555555555,2
Ligue 1,2022,36,1.8479753332840616,0.18981481481481483,0.2777777777777778,0.05555555555555555,0.027777777777777776,1,0.16666666666666666,6,0.05555555555555555,2,0.3333333333333333,12,0.1111111111111111,4,0.1388888888888889,5,0.1111111111111111,4,0.05555555555555555,2
Ligue 1,2023,35,1.8344843698403135,0.19510204081632654,0.2857142857142857,0.05714285714285714,0.02857142857142857,1,0.17142857142857143,6,0.05714285714285714,2,0.34285714285714286,12,0.11428571428571428,4,0.14285714285714285,5,0.08571428571428572,3,0.05714285714285714,2
Ligue 1,2024,32,1.797986563075945,0.2109375,0.28125,0.0625,0.03125,1,0.15625,5,0.0625,2,0.375,12,0.09375,3,0.15625,5,0.0625,2,0.0625,2
Ligue 1,2025,30,1.693096716109988,0.2222222222222222,0.3333333333333333,0.06666666666666667,0.03333333333333333,1,0.2,6,0.06666666666666667,2,0.36666666666666664,11,0.1,3,0.16666666666666666,5,0.0,0,0.06666666666666667,2
Premier League,2019,37,1.6164481903888686,0.23155588020452889,0.4594594594594595,0.05405405405405406,0.0,0,0.10810810810810811,4,0.16216216216216217,6,0.1891891891891892,7,0.10810810810810811,4,0.3783783783783784,14,0.0,0,0.05405405405405406,2
Premier League,2020,37,1.6164481903888686,0.23155588020452889,0.4594594594594595,0.05405405405405406,0.0,0,0.10810810810810811,4,0.16216216216216217,6,0.1891891891891892,7,0.10810810810810811,4,0.3783783783783784,14,0.0,0,0.05405405405405406,2
Premier League,2021,37,1.6164481903888686,0.23155588020452889,0.4594594594594595,0.05405405405405406,0.0,0,0.10810810810810811,4,0.16216216216216217,6,0.1891891891891892,7,0.10810810810810811,4,0.3783783783783784,14,0.0,0,0.05405405405405406,2
Premier League,2022,37,1.6164481903888686,0.23155588020452889,0.4594594594594595,0.05405405405405406,0.0,0,0.10810810810810811,4,0.16216216216216217,6,0.1891891891891892,7,0.10810810810810811,4,0.3783783783783784,14,0.0,0,0.05405405405405406,2
Premier League,2023,37,1.6164481903888686,0.23155588020452889,0.4594594594594595,0.05405405405405406,0.0,0,0.10810810810810811,4,0.16216216216216217,6,0.1891891891891892,7,0.10810810810810811,4,0.3783783783783784,14,0.0,0,0.05405405405405406,2
Premier League,2024,37,1.6164481903888686,0.23155588020452889,0.4594594594594595,0.05405405405405406,0.0,0,0.10810810810810811,4,0.16216216216216217,6,0.1891891891891892,7,0.10810810810810811,4,0.3783783783783784,14,0.0,0,0.05405405405405406,2
Premier League,2025,37,1.6164481903888686,0.23155588020452889,0.4594594594594595,0.05405405405405406,0.0,0,0.10810810810810811,4,0.16216216216216217,6,0.1891891891891892,7,0.10810810810810811,4,0.3783783783783784,14,0.0,0,0.05405405405405406,2
Serie A,2019,39,1.6289496309113132,0.2373438527284681,0.20512820512820512,0.02564102564102564,0.0,0,0.15384615384615385,6,0.07692307692307693,3,0.38461538461538464,15,0.02564102564102564,1,0.20512820512820512,8,0.1282051282051282,5,0.02564102564102564,1
Serie A,2020,39,1.6289496309113132,0.2373438527284681,0.20512820512820512,0.02564102564102564,0.0,0,0.15384615384615385,6,0.07692307692307693,3,0.38461538461538464,15,0.02564102564102564,1,0.20512820512820512,8,0.1282051282051282,5,0.02564102564102564,1
Serie A,2021,39,1.6289496309113132,0.2373438527284681,0.20512820512820512,0.02564102564102564,0.0,0,0.15384615384615385,6,0.07692307692307693,3,0.38461538461538464,15,0.02564102564102564,1,0.20512820512820512,8,0.1282051282051282,5,0.02564102564102564,1
Serie A,2022,39,1.6289496309113132,0.2373438527284681,0.20512820512820512,0.02564102564102564,0.0,0,0.15384615384615385,6,0.07692307692307693,3,0.38461538461538464,15,0.02564102564102564,1,0.20512820512820512,8,0.1282051282051282,5,0.02564102564102564,1
Serie A,2023,38,1.6152741472047,0.24376731301939056,0.21052631578947367,0.02631578947368421,0.0,0,0.15789473684210525,6,0.07894736842105263,3,0.39473684210526316,15,0.02631578947368421,1,0.21052631578947367,8,0.10526315789473684,4,0.02631578947368421,1
Serie A,2024,32,1.412011336407835,0.294921875,0.21875,0.03125,0.0,0,0.1875,6,0.0625,2,0.4375,14,0.03125,1,0.25,8,0.0,0,0.03125,1
Serie A,2025,34,1.6024616415887725,0.24567474048442905,0.20588235294117646,0.029411764705882353,0.0,0,0.17647058823529413,6,0.058823529411764705,2,0.38235294117647056,13,0.029411764705882353,1,0.23529411764705882,8,0.08823529411764706,3,0.029411764705882353,1
