LIGA,TEMPORADA,PARTIDO,GAMEID,DATE,RULE5SUBS,RESULTADO,HOMETEAM,AWAYTEAM,HOMEGOALS,AWAYGOALS,HOMETEAMPOINTS,AWAYTEAMPOINTS,HOMEPOSITION,AWAYPOSITION,HOMESITUACION,AWAYSITUACION,HOMEDIST_DESCENSO,AWAYDIST_DESCENSO,HOMEEUROPA,AWAYEUROPA,HOMENATIONALCUP,AWAYNATIONALCUP,HOME_YELLOW_PREV,AWAY_YELLOW_PREV,HOME_RED_PREV,AWAY_RED_PREV,HOME_PREV_SUSPENDED,AWAY_PREV_SUSPENDED,HOME_SUBS_INJURY,AWAY_SUBS_INJURY,HOME_YELLOW_ACCUM,AWAY_YELLOW_ACCUM,HOME_TOTAL_SUBS,AWAY_TOTAL_SUBS,HOME_EARLY_SUBS_U45,AWAY_EARLY_SUBS_U45,HOME_HT_SUBS,AWAY_HT_SUBS,HOME_LATE_SUBS_O75,AWAY_LATE_SUBS_O75,HOME_SUBS_AFTER_CARD,AWAY_SUBS_AFTER_CARD,HOME_REACTION_TIME,AWAY_REACTION_TIME,HOME_CHURN_STARTERS,AWAY_CHURN_STARTERS,HOME_ROTATION_GK,AWAY_ROTATION_GK,HOME_ROTATION_DF,AWAY_ROTATION_DF,HOME_ROTATION_MID,AWAY_ROTATION_MID,HOME_ROTATION_FW,AWAY_ROTATION_FW,HOME_FATIGUE_LOAD,AWAY_FATIGUE_LOAD,HOME_IDEAL_11_MINS,AWAY_IDEAL_11_MINS,HOME_FIDELIDAD_IDEAL,AWAY_FIDELIDAD_IDEAL,HOME_BENCHED_IDEAL,AWAY_BENCHED_IDEAL,HOME_ABSENT_IDEAL,AWAY_ABSENT_IDEAL,HOME_POS_SKEW_IDEAL,AWAY_POS_SKEW_IDEAL,HOME_TURNOVER_3J,AWAY_TURNOVER_3J,HOME_DEF_STABILITY,AWAY_DEF_STABILITY,HOME_TEAM_XG_ACC,AWAY_TEAM_XG_ACC,HOME_LUCK_RATIO,AWAY_LUCK_RATIO,HOME_CREATIVE_DEP,AWAY_CREATIVE_DEP,HOME_SUB_CONTRIB,AWAY_SUB_CONTRIB,HOME_POINTS_SAVED,AWAY_POINTS_SAVED,HOME_STARTING_XG_POWER,AWAY_STARTING_XG_POWER,HOME_STARTING_XA_POWER,AWAY_STARTING_XA_POWER,HOME_POWER_DROP_PREV,AWAY_POWER_DROP_PREV,HOME_POWER_DROP_IDEAL,AWAY_POWER_DROP_IDEAL,DIFF_POINTS,DIFF_POSITION,DIFF_DESCENSO,DIFF_EUROPA,DIFF_CUP,DIFF_CHURN,DIFF_FIDELIDAD,DIFF_FATIGUE,DIFF_XG,DIFF_XG_POWER,DIFF_XA_POWER
ESP-La Liga,2122,2021-10-03 Granada-Sevilla,17206,2021-10-03 19:00:00,1,1,Granada,Sevilla,1,0,3,14,18,4,5,1,0,11,0,1,0,0,7,2,0,1,0,1,3,1,0,0,5,4,1,0,0,0,3,1,1,1,-5,3,4,4,0,0,2,1,1,1,2,2,57.27,58.73,Germán Sánchez | Carlos Bacca | Carlos Neva | Luis Suárez | Luís Maximiano | Domingos Duarte | Monchu | Luis Milla | Maxime Gonalons | Montoro | Antonio Puertas,Jesús Navas | Diego Carlos | Óscar Rodríguez | Alejandro Gomez | Fernando | Joan Jordán | Bono | Marcos Acuña | Jules Koundé | Erik Lamela | Youssef En-Nesyri,6,7,4,3,1,1,5,2,20,17,1,1,0.57,1.58,-0.57,0.42,0.95,0.88,0,2,-1,0,0.74,0.68,0.31,0.55,-0.1,0.09,0.03,0.58,-11,14,-11,-1,0,0,-1,-1.4599999999999937,-1.0100000000000002,0.05999999999999994,-0.24000000000000005
ESP-La Liga,2122,2021-10-16 Levante-Getafe,17221,2021-10-16 16:30:00,1,X,Levante,Getafe,0,0,4,1,18,20,5,5,0,-3,0,0,0,0,4,4,0,0,0,0,1,0,0,1,5,5,0,0,0,0,2,4,1,1,-5,38,4,1,0,0,2,0,2,2,1,0,53.73,80.45,Morales | Rúben Vezo | Pablo Martínez | Roger | Jorge De Frutos | Óscar Duarte | Jorge Miramón | Rober | Aitor Fernández | Carlos Clerc | Gonzalo Melero,Djené Dakonam | David Soria | Nemanja Maksimovic | Enes Ünal | Sandro Ramírez | Mauro Arambarri | Stefan Mitrovic | Damián Suárez | Mathías Olivera | Carles Aleñá | Jorge Cuenca,8,9,1,2,2,0,4,4,18,16,1,1,1.43,0.52,-1.43,0.48,0.95,0.86,0,0,0,0,0.44,0.4,0.43,0.3,0.4,-0.02,0.49,0.19,3,-2,3,0,0,3,-1,-26.720000000000006,0.9099999999999999,0.03999999999999998,0.13
ESP-La Liga,2122,2021-10-16 Real Sociedad-Mallorca,17223,2021-10-16 19:00:00,1,1,Real Sociedad,Mallorca,1,0,17,11,3,12,1,4,12,6,1,0,0,0,2,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,2,2,0,1,-17,10,4,3,0,0,1,1,1,1,2,1,57.27,66.73,Mikel Oyarzabal | Andoni Gorosabel | Aritz Elustondo | Remiro | Portu | Alexander Isak | Robin Le Normand | Martín Zubimendi | Mikel Merino | David Silva | Aihen Muñoz,Brian Oliván | Pablo Maffeo | Dani Rodríguez | Salva Sevilla | Takefusa Kubo | Iddrisu Baba | Martin Valjent | Inigo Ruiz de Galarreta | Amath Diedhiou | Manolo Reina | Fernando Niño,7,7,3,3,1,1,1,5,18,21,1,1,0.8,0.44,0.2,0.56,0.96,0.85,0,0,1,0,0.64,0.47,0.57,0.43,0.75,0.42,0.71,0.45,6,-9,6,1,0,1,0,-9.46,0.36000000000000004,0.17000000000000004,0.13999999999999996
ESP-La Liga,2122,2021-10-17 Rayo Vallecano-Elche,17224,2021-10-17 12:00:00,1,1,Rayo Vallecano,Elche,2,1,13,9,6,14,3,4,8,4,0,0,0,0,3,4,0,0,1,0,0,0,0,0,5,5,0,0,0,0,2,1,0,1,-10,-18,3,6,0,0,1,3,2,2,1,1,66.82,45.73,Fran García | Isi Palazón | Randy Nteka | Óscar Trejo | Álvaro García | Iván Balliu | Santiago Comesaña | Alejandro Catena | Esteban Saveljich | Stole Dimitrievski | Pathé Ciss,Johan Mojica | Omar Mascarell | Raúl Guti | Iván Marcone | Darío Benedetto | Enzo Roco | Diego González | Fidel | Gonzalo Verdú | Helibelton Palacios | Kiko Casilla,8,6,3,4,0,1,4,4,15,17,1,0,0.15,1.4,-0.15,-0.4,0.86,0.75,0,0,0,0,0.91,0.5,0.43,0.51,0.66,0.15,0.07,0.01,4,-8,4,0,0,-3,2,21.089999999999996,-1.25,0.41000000000000003,-0.08000000000000002
ESP-La Liga,2122,2021-10-17 Celta Vigo-Sevilla,17218,2021-10-17 14:15:00,1,2,Celta Vigo,Sevilla,0,1,7,14,16,5,4,2,2,9,0,1,0,0,3,2,0,1,0,1,2,1,0,0,5,5,0,0,0,0,0,0,1,0,15,-14,2,6,0,0,1,4,1,1,0,2,67.82,40.91,Nolito | Denis Suárez | Jeison Murillo | Matías Dituro | Renato Tapia | Brais Méndez | Iago Aspas | Santi Mina | Néstor Araújo | Hugo Mallo | Javi Galán,Jesús Navas | Diego Carlos | Alejandro Gomez | Ivan Rakitic | Fernando | Joan Jordán | Bono | Marcos Acuña | Jules Koundé | Erik Lamela | Youssef En-Nesyri,9,5,1,2,1,4,2,1,12,17,1,0,0.73,1.4,-0.73,-1.4,0.87,0.67,0,0,0,0,0.82,0.36,0.61,0.5,0.09,0.32,0.01,0.87,-7,11,-7,-1,0,-4,4,26.909999999999997,-0.6699999999999999,0.45999999999999996,0.10999999999999999
ESP-La Liga,2122,2021-10-17 Villarreal-Osasuna,17225,2021-10-17 16:30:00,1,2,Villarreal,Osasuna,1,2,11,14,11,6,4,3,6,9,1,0,0,0,2,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,2,1,1,-10,-6,2,1,0,0,1,1,0,0,2,0,74.18,78.82,Juan Foyth | Pau Torres | Raúl Albiol | Etienne Capoue | Gerónimo Rulli | Alberto Moreno | Arnaut Danjuma Groeneveld | Manu Trigueros | Boulaye Dia | Aissa Mandi | Yeremi Pino,Jon Moncayola | Manuel Sánchez | Nacho Vidal | Aridane Hernández | Roberto Torres | David García | Darko Brasanac | Lucas Torró | Sergio Herrera | Rubén García | Kike García,9,9,1,1,1,1,3,3,17,18,1,1,2.59,0.66,-0.59,0.34,0.64,0.86,1,1,0,0,1.54,0.83,0.5,0.43,-0.58,0.33,-0.14,0.28,-3,5,-3,1,0,1,0,-4.639999999999986,1.9299999999999997,0.7100000000000001,0.07
ESP-La Liga,2122,2021-10-17 Barcelona-Valencia,17217,2021-10-17 19:00:00,1,1,Barcelona,Valencia,3,1,12,12,9,8,4,4,7,7,1,0,0,0,1,4,0,0,0,1,2,0,0,0,5,4,0,0,0,0,3,3,0,1,-12,-12,4,4,0,0,3,2,2,2,2,1,61.91,58.91,Marc-André ter Stegen | Eric Garcia | Ronald Araújo | Sergiño Dest | Gerard Piqué | Gavi | Memphis Depay | Frenkie de Jong | Óscar Mingueza | Jordi Alba | Sergio Busquets,Hugo Guillamón | Gabriel | Dimitri Foulquier | Hugo Duro | Giorgi Mamardashvili | Gonçalo Guedes | Thierry Correia | Omar Alderete | Daniel Wass | Carlos Soler | Maxi Gómez,9,8,1,1,1,2,3,4,14,14,0,1,0.75,1.44,-0.75,-1.44,0.92,0.71,0,0,0,-2,1.24,1.18,0.96,0.86,-0.15,-0.5,-0.23,0.02,0,1,0,1,0,0,1,3.0,-0.69,0.06000000000000005,0.09999999999999998
ESP-La Liga,2122,2021-10-18 Alaves-Real Betis,17216,2021-10-18 17:00:00,1,2,Alaves,Real Betis,0,1,3,12,19,10,5,4,-2,7,0,1,0,0,2,4,0,0,0,0,0,0,0,1,5,5,0,0,0,0,3,0,1,1,-10,0,3,5,0,0,0,2,2,1,2,2,67.73,51.64,Matt Miazga | Luis Rioja | Rubén Duarte | Víctor Laguardia | Ximo Navarro | Tomás Pina | Mamadou Loum | Martín Aguirregabiria | Manu García | Fernando Pacheco | Joselu,Víctor Ruiz | Rui Silva | Héctor Bellerín | Borja Iglesias | Edgar González | Sergio Canales | Nabil Fekir | Germán Pezzella | Juanmi | Rodrigo Sánchez | Guido Rodríguez,8,6,3,4,0,1,2,2,16,18,1,1,0.81,0.53,-0.81,-0.53,0.46,0.9,0,0,0,0,0.62,1.14,0.38,1.08,-0.26,0.16,0.01,0.1,-9,9,-9,-1,0,-2,2,16.090000000000003,0.28,-0.5199999999999999,-0.7000000000000001
ESP-La Liga,2122,2021-10-18 Espanyol-Cadiz,17220,2021-10-18 19:00:00,1,1,Espanyol,Cadiz,2,0,9,7,13,15,4,4,4,2,0,0,0,0,2,3,0,0,0,0,1,1,0,2,5,5,0,0,0,0,2,2,1,1,8,14,2,3,0,0,0,1,1,2,2,1,67.64,63.45,Adrià Pedrosa | Raúl de Tomás | Keidi Bare | Manuel Morlanes | Sergi Darder | Diego López | Leandro Cabrera | Aleix Vidal | Óscar Gil | Sergi Gómez | Adrián Embarba,Jeremías Ledesma | Fali | Isaac Carcelén | Álvaro Negredo | Carlos Akapo | Salvi Sánchez | Álex Fernández | Alfonso Espino | Varazdat Haroyan | Jens Jonsson | Tomás Alarcón,8,8,1,3,2,0,3,2,15,19,1,1,1.29,0.16,0.71,-0.16,0.95,1.0,0,0,3,1,0.76,0.76,0.53,0.43,0.08,0.31,0.13,0.13,2,-2,2,0,0,-1,0,4.189999999999998,1.1300000000000001,0.0,0.10000000000000003
ESP-La Liga,2122,2021-10-22 Osasuna-Granada,17230,2021-10-22 19:00:00,1,X,Osasuna,Granada,1,1,17,6,5,17,2,4,12,1,0,0,0,0,5,3,0,0,0,0,1,0,1,1,3,5,0,0,0,0,1,3,0,1,4,28,4,2,0,0,1,0,3,2,1,1,56.18,71.64,Jon Moncayola | Manuel Sánchez | Nacho Vidal | Aridane Hernández | Roberto Torres | David García | Darko Brasanac | Lucas Torró | Sergio Herrera | Rubén García | Kike García,Germán Sánchez | Carlos Bacca | Carlos Neva | Luis Suárez | Luís Maximiano | Domingos Duarte | Monchu | Luis Milla | Maxime Gonalons | Montoro | Antonio Puertas,7,6,3,4,1,1,1,3,19,17,1,1,0.96,0.08,1.04,0.92,0.83,1.0,1,0,3,0,0.87,0.53,0.58,0.24,-0.04,0.21,0.22,0.15,11,-12,11,0,0,2,1,-15.46,0.88,0.33999999999999997,0.33999999999999997
ESP-La Liga,2122,2021-10-23 Valencia-Mallorca,17228,2021-10-23 12:00:00,1,X,Valencia,Mallorca,2,2,12,11,10,13,4,4,7,6,0,0,0,0,3,3,0,0,0,0,1,0,0,0,5,5,0,0,0,0,4,2,0,0,-4,-6,2,2,0,0,0,0,2,1,1,1,68.36,72.73,Hugo Guillamón | Gabriel | Dimitri Foulquier | José Gayá | Hugo Duro | Maxi Gómez | Giorgi Mamardashvili | Omar Alderete | Daniel Wass | Carlos Soler | Gonçalo Guedes,Brian Oliván | Pablo Maffeo | Dani Rodríguez | Salva Sevilla | Takefusa Kubo | Iddrisu Baba | Martin Valjent | Inigo Ruiz de Galarreta | Amath Diedhiou | Manolo Reina | Fernando Niño,7,7,4,3,0,1,2,5,15,17,1,1,0.38,0.36,0.62,-0.36,0.68,0.65,0,0,0,0,0.61,0.72,0.62,0.36,0.57,-0.25,0.49,0.1,1,-3,1,0,0,0,0,-4.3700000000000045,0.020000000000000018,-0.10999999999999999,0.26
ESP-La Liga,2122,2021-10-23 Cadiz-Alaves,17231,2021-10-23 14:15:00,1,2,Cadiz,Alaves,0,2,7,3,16,19,4,5,2,-2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,4,0,0,0,0,0,2,0,1,-3,17,2,2,0,0,0,0,1,2,2,2,71.09,73.73,Jeremías Ledesma | Fali | Isaac Carcelén | Álvaro Negredo | Rubén Sobrino | Salvi Sánchez | Álex Fernández | Alfonso Espino | Varazdat Haroyan | Jens Jonsson | Tomás Alarcón,Matt Miazga | Luis Rioja | Rubén Duarte | Víctor Laguardia | Ximo Navarro | Antonio Moya | Tomás Pina | Mamadou Loum | Martín Aguirregabiria | Fernando Pacheco | Joselu,9,9,2,2,0,0,1,2,19,14,1,1,0.6,1.38,-0.6,-1.38,0.48,0.9,0,0,0,0,0.79,0.56,0.36,0.54,-0.03,0.06,0.13,0.06,4,-3,4,0,0,0,0,-2.6400000000000006,-0.7799999999999999,0.22999999999999998,-0.18000000000000005
ESP-La Liga,2122,2021-10-23 Elche-Espanyol,17227,2021-10-23 16:30:00,1,X,Elche,Espanyol,2,2,9,12,14,11,4,4,3,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,1,0,0,13,1,5,1,0,0,2,0,2,0,1,1,53.64,78.82,Johan Mojica | Omar Mascarell | Raúl Guti | Lucas Boyé | Darío Benedetto | Enzo Roco | Diego González | Fidel | Gonzalo Verdú | Helibelton Palacios | Kiko Casilla,Adrià Pedrosa | Raúl de Tomás | Keidi Bare | Sergi Darder | Diego López | Leandro Cabrera | David López | Aleix Vidal | Óscar Gil | Sergi Gómez | Adrián Embarba,7,9,4,1,0,1,4,3,18,15,1,1,0.33,2.16,0.67,-0.16,0.75,0.82,0,1,0,0,0.43,0.9,0.6,0.55,0.07,-0.14,0.12,0.07,-3,3,-3,0,0,4,-2,-25.179999999999993,-1.83,-0.47000000000000003,0.04999999999999993
ESP-La Liga,2122,2021-10-23 Athletic Club-Villarreal,17226,2021-10-23 19:00:00,1,1,Athletic Club,Villarreal,2,1,13,11,9,13,4,4,7,5,0,1,0,0,3,1,0,0,0,0,0,0,1,1,4,5,0,0,0,0,2,3,1,0,13,1,0,3,0,0,0,2,0,2,0,0,87.18,63.82,Iñigo Martínez | Iñaki Williams | Dani García | Raúl García | Alex Berenguer | Unai Vencedor | Balenziaga | Unai Simón | Íñigo Lekue | Muniain | Dani Vivian,Juan Foyth | Pau Torres | Raúl Albiol | Etienne Capoue | Gerónimo Rulli | Alberto Moreno | Arnaut Danjuma Groeneveld | Daniel Parejo | Manu Trigueros | Aissa Mandi | Yeremi Pino,11,8,0,2,0,1,0,2,17,15,1,1,2.49,0.71,-1.49,0.29,0.75,0.63,0,1,0,-3,1.05,1.21,0.91,0.51,-0.21,0.33,0.0,-0.08,2,-4,2,-1,0,-3,3,23.360000000000007,1.7800000000000002,-0.15999999999999992,0.4
ESP-La Liga,2122,2021-10-24 Sevilla-Levante,17229,2021-10-24 12:00:00,1,1,Sevilla,Levante,5,3,17,5,4,19,1,5,11,-1,1,0,0,0,3,3,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,1,1,1,7,8,6,0,1,0,2,0,3,0,2,1,42.09,85.91,Jesús Navas | Diego Carlos | Ivan Rakitic | Fernando | Joan Jordán | Bono | Marcos Acuña | Jules Koundé | Erik Lamela | Youssef En-Nesyri | Karim Rekik,Morales | Rúben Vezo | Pablo Martínez | Roger | Nemanja Radoja | Jorge De Frutos | Jorge Miramón | Rober | Aitor Fernández | Carlos Clerc | Gonzalo Melero,4,9,5,1,2,1,3,0,19,17,0,1,0.84,0.84,0.16,-0.84,0.81,0.59,0,0,2,1,0.63,0.54,0.48,0.44,-0.27,-0.1,0.44,0.4,12,-15,12,1,0,6,-5,-43.81999999999999,0.0,0.08999999999999997,0.03999999999999998
ESP-La Liga,2122,2021-10-24 Barcelona-Real Madrid,17234,2021-10-24 14:15:00,1,2,Barcelona,Real Madrid,1,2,15,17,8,4,4,1,9,11,1,1,0,0,2,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,13,0,1,3,0,0,1,1,0,1,0,1,78.91,65.18,Marc-André ter Stegen | Eric Garcia | Ronald Araújo | Sergiño Dest | Gerard Piqué | Gavi | Memphis Depay | Frenkie de Jong | Jordi Alba | Sergi Roberto | Sergio Busquets,Lucas Vázquez | Eden Hazard | Vinícius Júnior | Casemiro | Luka Modric | Thibaut Courtois | Federico Valverde | Eder Militão | Karim Benzema | Nacho | David Alaba,9,8,1,3,1,0,3,2,16,15,1,1,2.38,1.62,0.62,-0.62,0.79,0.65,1,1,0,-3,1.12,1.3,1.02,1.15,0.12,0.16,0.13,0.14,-2,4,-2,0,0,-2,1,13.72999999999999,0.7599999999999998,-0.17999999999999994,-0.1299999999999999
ESP-La Liga,2122,2021-10-24 Real Betis-Rayo Vallecano,17233,2021-10-24 16:30:00,1,1,Real Betis,Rayo Vallecano,3,2,15,16,9,6,4,3,9,10,1,0,0,0,1,2,0,0,0,0,0,2,2,0,4,5,0,0,0,0,1,2,0,1,16,4,3,5,1,0,0,1,2,2,1,3,59.64,51.36,Víctor Ruiz | Rui Silva | Héctor Bellerín | Álex Moreno | Edgar González | Sergio Canales | Nabil Fekir | Germán Pezzella | Rodrigo Sánchez | William Carvalho | Guido Rodríguez,Fran García | Isi Palazón | Randy Nteka | Óscar Trejo | Álvaro García | Iván Balliu | Santiago Comesaña | Alejandro Catena | Esteban Saveljich | Óscar Valentín | Stole Dimitrievski,7,7,4,4,0,0,3,1,17,15,0,1,1.48,1.11,-0.48,0.89,0.54,0.65,2,1,0,0,1.33,0.9,1.01,0.57,-0.19,0.01,-0.51,-0.05,-1,3,-1,1,0,-2,0,8.280000000000001,0.3699999999999999,0.43000000000000005,0.44000000000000006
ESP-La Liga,2122,2021-10-24 Atletico Madrid-Real Sociedad,17235,2021-10-24 19:00:00,1,X,Atletico Madrid,Real Sociedad,2,2,17,20,6,3,3,1,11,14,1,1,0,0,2,1,0,1,0,1,0,0,0,0,5,5,0,0,0,1,2,0,1,1,-13,-15,4,4,0,0,3,1,0,3,1,1,56.45,57.36,Mario Hermoso | Stefan Savic | Yannick Carrasco | Kieran Trippier | Jan Oblak | Marcos Llorente | Luis Suárez | Rodrigo de Paul | Ángel Correa | Koke | Giménez,Mikel Oyarzabal | Andoni Gorosabel | Aritz Elustondo | Remiro | Portu | Alexander Isak | Robin Le Normand | Martín Zubimendi | Mikel Merino | Adnan Januzaj | Aihen Muñoz,6,6,3,2,2,3,3,4,18,17,0,1,1.37,0.4,0.63,0.6,0.76,0.86,0,2,0,0,0.76,0.61,0.65,0.73,0.15,0.03,0.09,0.65,-3,3,-3,0,0,0,0,-0.9099999999999966,0.9700000000000001,0.15000000000000002,-0.07999999999999996
ESP-La Liga,2122,2021-10-25 Getafe-Celta Vigo,17232,2021-10-25 19:00:00,1,2,Getafe,Celta Vigo,0,3,2,7,20,15,5,4,-4,1,0,0,0,0,3,2,0,0,0,0,0,0,1,2,4,2,0,0,0,0,3,1,1,0,-15,11,0,0,0,0,0,0,0,0,0,0,85.36,87.64,Djené Dakonam | David Soria | Nemanja Maksimovic | Enes Ünal | Sandro Ramírez | Mauro Arambarri | Damián Suárez | Florentino Luís | Mathías Olivera | Carles Aleñá | Jorge Cuenca,Nolito | Denis Suárez | Jeison Murillo | Matías Dituro | Renato Tapia | Brais Méndez | Iago Aspas | Santi Mina | Néstor Araújo | Hugo Mallo | Javi Galán,10,9,1,1,0,1,3,2,16,13,1,1,0.56,0.89,-0.56,-0.89,0.73,0.89,0,0,-2,0,0.39,0.82,0.31,0.61,0.01,0.0,0.15,0.02,-5,5,-5,0,0,0,1,-2.280000000000001,-0.32999999999999996,-0.42999999999999994,-0.3
ESP-La Liga,2122,2021-10-26 Alaves-Elche,17239,2021-10-26 17:00:00,1,1,Alaves,Elche,1,0,6,10,18,15,5,4,0,4,0,0,0,0,2,3,0,0,0,0,1,1,0,0,4,5,0,0,0,0,2,2,1,0,-13,-1,3,3,0,0,1,2,2,1,0,0,64.64,63.18,Matt Miazga | Luis Rioja | Rubén Duarte | Víctor Laguardia | Ximo Navarro | Antonio Moya | Tomás Pina | Mamadou Loum | Manu García | Fernando Pacheco | Joselu,Johan Mojica | Omar Mascarell | Raúl Guti | Lucas Boyé | Darío Benedetto | Enzo Roco | Diego González | Fidel | Kiko Casilla | Helibelton Palacios | Gonzalo Verdú,8,8,3,3,0,0,3,4,15,18,1,1,1.87,1.0,0.13,1.0,0.79,0.69,1,1,2,0,0.82,0.43,0.43,0.58,-0.26,0.0,-0.09,0.15,-4,3,-4,0,0,0,0,1.4600000000000009,0.8700000000000001,0.38999999999999996,-0.14999999999999997
ESP-La Liga,2122,2021-10-26 Espanyol-Athletic Club,17243,2021-10-26 19:00:00,1,X,Espanyol,Athletic Club,1,1,13,16,11,8,4,4,6,9,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,5,0,0,0,0,2,2,1,0,-12,1,3,5,0,0,1,2,1,2,1,1,71.27,49.18,Adrià Pedrosa | Raúl de Tomás | Keidi Bare | Sergi Darder | Diego López | Leandro Cabrera | David López | Aleix Vidal | Óscar Gil | Sergi Gómez | Adrián Embarba,Iñigo Martínez | Dani García | Iñaki Williams | Raúl García | Alex Berenguer | Unai Vencedor | Balenziaga | Unai Simón | Íñigo Lekue | Muniain | Dani Vivian,8,6,1,4,2,1,3,0,14,11,1,1,1.06,2.64,0.94,-0.64,0.73,0.9,1,0,1,0,0.98,0.75,0.5,0.79,-0.08,0.3,-0.04,0.48,-3,3,-3,0,0,-2,2,22.089999999999996,-1.58,0.22999999999999998,-0.29000000000000004
ESP-La Liga,2122,2021-10-26 Villarreal-Cadiz,17238,2021-10-26 19:30:00,1,X,Villarreal,Cadiz,3,3,11,7,13,18,4,5,4,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,4,4,1,0,0,0,0,1,1,0,-29,-15,7,4,1,0,3,0,2,4,2,0,30.36,62.73,Juan Foyth | Pau Torres | Raúl Albiol | Etienne Capoue | Gerónimo Rulli | Arnaut Danjuma Groeneveld | Daniel Parejo | Alberto Moreno | Manu Trigueros | Aissa Mandi | Yeremi Pino,Jeremías Ledesma | Fali | Isaac Carcelén | Álvaro Negredo | Rubén Sobrino | Salvi Sánchez | Álex Fernández | Alfonso Espino | Varazdat Haroyan | Jens Jonsson | Tomás Alarcón,6,8,4,3,1,0,4,1,14,15,0,1,0.61,2.0,0.39,-2.0,0.43,0.8,0,0,0,0,1.16,0.67,0.61,0.36,0.05,0.12,-0.11,0.29,4,-5,4,0,0,3,-2,-32.37,-1.3900000000000001,0.4899999999999999,0.25
ESP-La Liga,2122,2021-10-27 Mallorca-Sevilla,17245,2021-10-27 17:00:00,1,X,Mallorca,Sevilla,1,1,12,20,13,3,4,1,5,13,0,0,0,0,3,1,1,0,1,0,2,0,0,0,4,5,0,0,0,0,3,2,1,1,-7,4,1,3,0,1,0,1,2,1,1,0,77.64,64.82,Brian Oliván | Pablo Maffeo | Dani Rodríguez | Franco Russo | Takefusa Kubo | Iddrisu Baba | Martin Valjent | Inigo Ruiz de Galarreta | Lee Kang-In | Manolo Reina | Fernando Niño,Jesús Navas | Diego Carlos | Ivan Rakitic | Fernando | Joan Jordán | Rafa Mir | Bono | Marcos Acuña | Jules Koundé | Erik Lamela | Youssef En-Nesyri,8,8,1,2,2,1,3,1,15,20,1,0,0.81,1.83,1.19,3.17,0.92,0.61,0,0,-2,0,0.69,0.89,0.34,0.84,0.03,-0.26,0.06,0.48,-8,10,-8,0,0,-2,0,12.820000000000007,-1.02,-0.20000000000000007,-0.49999999999999994
ESP-La Liga,2122,2021-10-27 Rayo Vallecano-Barcelona,17236,2021-10-27 17:00:00,1,1,Rayo Vallecano,Barcelona,1,0,16,15,8,9,4,4,9,8,0,0,0,0,2,1,0,0,0,0,1,0,0,0,5,4,0,0,0,0,1,3,0,0,-13,-13,5,4,0,0,2,1,2,2,2,1,56.55,63.64,Fran García | Isi Palazón | Randy Nteka | Óscar Trejo | Álvaro García | Iván Balliu | Santiago Comesaña | Alejandro Catena | Esteban Saveljich | Stole Dimitrievski | Pathé Ciss,Marc-André ter Stegen | Eric Garcia | Ronald Araújo | Sergiño Dest | Gerard Piqué | Gavi | Memphis Depay | Frenkie de Jong | Óscar Mingueza | Jordi Alba | Sergio Busquets,9,7,2,3,0,1,2,3,17,15,1,1,1.17,1.59,0.83,-0.59,0.88,0.64,0,1,0,0,1.1,1.51,0.61,0.79,-0.2,-0.39,-0.21,-0.48,1,-1,1,0,0,1,2,-7.090000000000003,-0.42000000000000015,-0.4099999999999999,-0.18000000000000005
ESP-La Liga,2122,2021-10-27 Real Betis-Valencia,17241,2021-10-27 18:00:00,1,1,Real Betis,Valencia,4,1,18,13,6,11,3,4,11,6,0,0,0,0,1,4,0,0,1,0,0,0,1,0,4,5,0,0,0,0,1,1,0,0,9,-10,5,4,0,0,3,1,1,3,2,2,47.64,61.55,Rui Silva | Héctor Bellerín | Álex Moreno | Edgar González | Willian José | Sergio Canales | Nabil Fekir | Juanmi | Germán Pezzella | Rodrigo Sánchez | Guido Rodríguez,Hugo Guillamón | Gabriel | Dimitri Foulquier | José Gayá | Hugo Duro | Maxi Gómez | Giorgi Mamardashvili | Omar Alderete | Daniel Wass | Carlos Soler | Gonçalo Guedes,6,8,5,1,0,2,1,2,17,17,0,1,1.43,1.47,1.57,0.53,0.63,0.7,0,1,0,1,1.09,0.8,1.02,0.53,0.24,-0.19,0.26,0.3,5,-5,5,0,0,1,-2,-13.909999999999997,-0.040000000000000036,0.29000000000000004,0.49
