LIGA,TEMPORADA,PARTIDO,GAMEID,DATE,RULE5SUBS,RESULTADO,HOMETEAM,AWAYTEAM,HOMEGOALS,AWAYGOALS,HOMETEAMPOINTS,AWAYTEAMPOINTS,HOMEPOSITION,AWAYPOSITION,HOMESITUACION,AWAYSITUACION,HOMEDIST_DESCENSO,AWAYDIST_DESCENSO,HOMEEUROPA,AWAYEUROPA,HOMENATIONALCUP,AWAYNATIONALCUP,HOME_YELLOW_PREV,AWAY_YELLOW_PREV,HOME_RED_PREV,AWAY_RED_PREV,HOME_PREV_SUSPENDED,AWAY_PREV_SUSPENDED,HOME_SUBS_INJURY,AWAY_SUBS_INJURY,HOME_YELLOW_ACCUM,AWAY_YELLOW_ACCUM,HOME_TOTAL_SUBS,AWAY_TOTAL_SUBS,HOME_EARLY_SUBS_U45,AWAY_EARLY_SUBS_U45,HOME_HT_SUBS,AWAY_HT_SUBS,HOME_LATE_SUBS_O75,AWAY_LATE_SUBS_O75,HOME_SUBS_AFTER_CARD,AWAY_SUBS_AFTER_CARD,HOME_REACTION_TIME,AWAY_REACTION_TIME,HOME_CHURN_STARTERS,AWAY_CHURN_STARTERS,HOME_ROTATION_GK,AWAY_ROTATION_GK,HOME_ROTATION_DF,AWAY_ROTATION_DF,HOME_ROTATION_MID,AWAY_ROTATION_MID,HOME_ROTATION_FW,AWAY_ROTATION_FW,HOME_FATIGUE_LOAD,AWAY_FATIGUE_LOAD,HOME_IDEAL_11_MINS,AWAY_IDEAL_11_MINS,HOME_FIDELIDAD_IDEAL,AWAY_FIDELIDAD_IDEAL,HOME_BENCHED_IDEAL,AWAY_BENCHED_IDEAL,HOME_ABSENT_IDEAL,AWAY_ABSENT_IDEAL,HOME_POS_SKEW_IDEAL,AWAY_POS_SKEW_IDEAL,HOME_TURNOVER_3J,AWAY_TURNOVER_3J,HOME_DEF_STABILITY,AWAY_DEF_STABILITY,HOME_TEAM_XG_ACC,AWAY_TEAM_XG_ACC,HOME_LUCK_RATIO,AWAY_LUCK_RATIO,HOME_CREATIVE_DEP,AWAY_CREATIVE_DEP,HOME_SUB_CONTRIB,AWAY_SUB_CONTRIB,HOME_POINTS_SAVED,AWAY_POINTS_SAVED,HOME_STARTING_XG_POWER,AWAY_STARTING_XG_POWER,HOME_STARTING_XA_POWER,AWAY_STARTING_XA_POWER,HOME_POWER_DROP_PREV,AWAY_POWER_DROP_PREV,HOME_POWER_DROP_IDEAL,AWAY_POWER_DROP_IDEAL,DIFF_POINTS,DIFF_POSITION,DIFF_DESCENSO,DIFF_EUROPA,DIFF_CUP,DIFF_CHURN,DIFF_FIDELIDAD,DIFF_FATIGUE,DIFF_XG,DIFF_XG_POWER,DIFF_XA_POWER
ITA-Serie A,2223,2022-10-08 AC Milan-Juventus,18665,2022-10-08 16:00:00,1,1,AC Milan,Juventus,2,0,17,13,5,8,2,4,12,8,1,1,0,0,2,0,0,0,0,1,3,0,0,0,5,5,2,0,0,0,3,3,1,0,-14,21,5,1,0,0,3,0,3,1,0,0,53.82,78.64,Fikayo Tomori | Theo Hernández | Ismael Bennacer | Pierre Kalulu Kyatengwa | Rafael Leão | Olivier Giroud | Junior Messias | Mike Maignan | Davide Calabria | Sandro Tonali | Charles De Ketelaere,Juan Cuadrado | Mattia Perin | Alex Sandro | Weston McKennie | Mattia De Sciglio | Filip Kostic | Dusan Vlahovic | Manuel Locatelli | Danilo | Bremer | Fabio Miretti,7,7,1,4,3,0,5,6,17,19,0,1,2.61,2.53,0.39,0.47,0.61,0.4,3,1,0,0,1.67,1.73,1.13,0.78,-0.46,-0.14,0.0,-0.62,4,-3,4,0,0,4,0,-24.82,0.08000000000000007,-0.06000000000000005,0.34999999999999987
ITA-Serie A,2223,2022-10-08 Bologna-Sampdoria,18662,2022-10-08 18:45:00,1,X,Bologna,Sampdoria,1,1,6,2,17,20,4,5,1,-3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,1,0,0,2,14,5,1,0,0,3,0,1,1,1,0,51.73,77.55,Nicolás Domínguez | Andrea Cambiaso | Marko Arnautovic | Jhon Lucumí | Denso Kasius | Jerdy Schouten | Lukasz Skorupski | Riccardo Orsolini | Roberto Soriano | Lorenzo De Silvestri | Gary Medel,Ronaldo Vieira | Alex Ferrari | Emil Audero | Mehdi Leris | Filip Djuricic | Abdelhamid Sabiri | Bartosz Bereszynski | Tomás Rincón | Francesco Caputo | Tommaso Augello | Omar Colley,8,9,3,2,0,0,4,2,18,13,0,1,0.33,0.08,-0.33,-0.08,0.89,1.0,0,0,0,0,0.82,0.55,0.42,0.49,0.37,0.07,0.07,0.06,4,-3,4,0,0,4,-1,-25.82,0.25,0.2699999999999999,-0.07
ITA-Serie A,2223,2022-10-09 Torino-Empoli,18670,2022-10-09 10:30:00,1,X,Torino,Empoli,1,1,10,7,10,15,4,4,5,2,0,0,0,0,2,3,0,0,0,1,0,1,0,0,5,5,0,0,0,0,4,2,1,1,11,-14,2,5,0,0,2,1,0,3,0,1,70.64,58.0,Valentino Lazaro | Antonio Sanabria | Vanja Milinkovic-Savic | Ricardo Rodríguez | Wilfried Stephane Singo | Nikola Vlasic | Alessandro Buongiorno | Nemanja Radonjic | Karol Linetty | Sasa Lukic | Koffi Djidji,Petar Stojanovic | Filippo Bandinelli | Guglielmo Vicario | Liam Henderson | Martín Satriano | Fabiano Parisi | Razvan Marin | Sebastiano Luperto | Sam Lammers | Ardian Ismajli | Nicolas Haas,8,7,3,3,0,1,1,3,15,15,1,1,0.74,1.01,0.26,-0.01,0.63,0.41,0,1,0,0,0.92,0.51,0.67,0.39,0.37,0.15,0.2,0.24,3,-5,3,0,0,-3,1,12.64,-0.27,0.41000000000000003,0.28
ITA-Serie A,2223,2022-10-09 Udinese-Atalanta,18671,2022-10-09 13:00:00,1,X,Udinese,Atalanta,2,2,19,20,4,3,1,1,14,15,0,0,0,0,3,2,0,0,0,0,0,1,1,1,5,5,0,0,0,0,1,3,1,0,-4,50,2,3,0,0,1,1,0,2,1,0,70.91,70.09,Rodrigo Becão | Sandi Lovric | Marco Silvestri | Gerard Deulofeu | Jean-Victor Makengo | Beto | Isaac Success | Walace | Iyenoma Destiny Udogie | Nehuén Pérez | Roberto Pereyra,Éderson | Mario Pasalic | Brandon Soppy | Teun Koopmeiners | Juan Musso | Caleb Okoli | Hans Hateboer | Ademola Lookman | Marten de Roon | Merih Demiral | Rafael Toloi,9,7,1,2,1,2,2,3,14,17,1,1,2.19,1.64,-0.19,-0.64,0.55,0.92,2,0,3,0,1.38,0.94,0.93,0.85,-0.43,-0.05,-0.03,0.1,-1,1,-1,0,0,-1,2,0.8199999999999932,0.55,0.43999999999999995,0.08000000000000007
ITA-Serie A,2223,2022-10-09 Monza-Spezia,18666,2022-10-09 13:00:00,1,1,Monza,Spezia,2,0,7,8,17,13,4,4,2,3,0,0,0,0,2,2,0,0,0,0,1,0,0,0,5,5,0,0,0,0,4,2,0,0,8,6,1,2,0,0,0,1,0,2,1,0,80.91,69.55,Samuele Birindelli | Marlon Santos | Nicolo Rovella | Gianluca Caprari | Matteo Pessina | Dany Mota | Stefano Sensi | Carlos Augusto | Michele Di Gregorio | Luca Caldirola | Pablo Marí,M'Bala Nzola | Mattia Caldara | Dimitris Nikolaou | Mehdi Bourabia | Simone Bastoni | Bartlomiej Dragowski | Arkadiusz Reca | Jakub Kiwior | Kevin Agudelo | Emmanuel Gyasi | Emil Holm,8,9,3,1,0,1,1,1,13,14,1,1,1.23,0.85,1.77,-0.85,0.77,0.59,1,0,0,0,0.81,0.77,0.61,0.39,-0.04,0.06,-0.12,-0.12,-1,4,-1,0,0,-1,-1,11.36,0.38,0.040000000000000036,0.21999999999999997
ITA-Serie A,2223,2022-10-09 Salernitana-Verona,18668,2022-10-09 13:00:00,1,1,Salernitana,Verona,2,1,7,5,16,18,4,5,2,0,0,0,0,0,1,3,0,0,1,0,0,1,0,1,5,5,0,0,0,0,2,2,1,1,-1,14,4,2,0,0,2,2,1,1,1,0,59.27,74.18,Federico Fazio | Pasquale Mazzocchi | Luigi Sepe | Lassana Coulibaly | Federico Bonazzoli | Tonny Vilhena | Dylan Bronn | Giulio Maggiore | Norbert Gyömbér | Antonio Candreva | Boulaye Dia,Isak Hien | Miguel Veloso | Filippo Terracciano | Diego Coppola | Darko Lazovic | Adrien Tameze | Koray Günter | Thomas Henry | Lorenzo Montipò | Ivan Ilic | Kevin Lasagna,7,6,3,1,1,4,2,4,13,17,1,1,0.57,0.28,-0.57,0.72,0.77,0.69,0,0,0,-3,0.92,0.6,0.55,0.59,0.51,0.09,0.21,0.23,2,-2,2,0,0,2,1,-14.910000000000004,0.2899999999999999,0.32000000000000006,-0.039999999999999925
ITA-Serie A,2223,2022-10-09 Cremonese-Napoli,18663,2022-10-09 16:00:00,1,2,Cremonese,Napoli,1,4,3,20,19,2,5,1,-2,15,0,1,0,0,1,0,0,0,0,0,0,2,0,0,5,5,0,0,0,0,3,2,0,0,39,-2,4,1,0,0,1,0,2,1,2,0,60.27,78.64,Emanuele Valeri | David Okereke | Cyriel Dessers | Luka Lochoshvili | Vlad Chiriches | Luca Zanimacchia | Emanuel Aiwu | Matteo Bianchetti | Ionut Radu | Charles Pickel | Gonzalo Escalante,Mário Rui | Alex Meret | Stanislav Lobotka | Victor Osimhen | Matteo Politano | Amir Rrahmani | Franck Zambo | Giovanni Di Lorenzo | Piotr Zielinski | Kim Min-Jae | Khvicha Kvaratskhelia,6,9,4,1,1,1,2,1,16,14,1,1,1.56,1.18,-0.56,1.82,0.73,0.56,0,0,1,0,0.73,0.99,0.28,1.07,-0.04,0.11,0.06,0.91,-17,17,-17,-1,0,3,-3,-18.369999999999997,0.3800000000000001,-0.26,-0.79
ITA-Serie A,2223,2022-10-09 Roma-Lecce,18667,2022-10-09 18:45:00,1,1,Roma,Lecce,2,1,16,7,6,16,3,4,11,2,1,0,0,0,3,3,0,0,0,0,2,1,0,0,3,5,0,0,0,0,2,1,1,1,-10,-22,3,3,0,0,2,2,1,0,1,3,62.09,68.09,Gianluca Mancini | Tammy Abraham | Leonardo Spinazzola | Rui Patrício | Lorenzo Pellegrini | Chris Smalling | Nemanja Matic | Paulo Dybala | Ibañez | Mehmet Zeki Çelik | Bryan Cristante,Federico Baschirotto | Kristijan Bistrovic | Gabriel Strefezza | Morten Hjulmand | Federico Di Francesco | Valentin Gendrey | Assan Ceesay | Joan Gonzàlez | Lameck Banda | Wladimiro Falcone | Antonino Gallo,7,8,3,2,1,1,1,2,12,16,1,1,1.04,0.95,0.96,0.05,0.65,0.64,0,0,3,-2,1.84,0.73,1.12,0.31,0.08,-0.04,0.07,0.04,9,-10,9,1,0,0,-1,-6.0,0.09000000000000008,1.11,0.81
ITA-Serie A,2223,2022-10-10 Fiorentina-Lazio,18664,2022-10-10 18:45:00,1,2,Fiorentina,Lazio,0,4,9,17,13,6,4,3,4,12,1,1,0,0,2,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,3,1,1,0,14,-14,3,2,0,0,1,0,1,2,1,0,66.36,67.64,Cristiano Biraghi | Giacomo Bonaventura | Igor Julio | Riccardo Sottil | Antonin Barak | Rolando Mandragora | Christian Kouamé | Pietro Terracciano | Lucas Martínez Quarta | Sofyan Amrabat | Luka Jovic,Patric | Alessio Romagnoli | Ciro Immobile | Sergej Milinkovic-Savic | Adam Marusic | Danilo Cataldi | Luis Alberto | Mattia Zaccagni | Manuel Lazzari | Felipe Anderson | Ivan Provedel,9,9,2,2,0,0,4,1,16,16,1,1,0.64,3.03,-0.64,0.97,0.5,0.6,0,1,0,0,0.97,1.44,0.54,0.99,0.03,-0.2,0.01,0.01,-8,7,-8,0,0,1,0,-1.2800000000000011,-2.3899999999999997,-0.47,-0.44999999999999996
ITA-Serie A,2223,2022-10-15 Empoli-Monza,18673,2022-10-15 13:00:00,1,1,Empoli,Monza,1,0,8,10,14,12,4,4,3,5,0,0,0,1,4,3,0,0,0,0,1,1,0,0,5,5,0,0,0,0,2,3,1,1,2,-8,5,1,0,0,1,1,2,0,2,2,53.82,72.82,Petar Stojanovic | Nedim Bajrami | Filippo Bandinelli | Guglielmo Vicario | Martín Satriano | Fabiano Parisi | Razvan Marin | Sebastiano Luperto | Sam Lammers | Ardian Ismajli | Nicolas Haas,Samuele Birindelli | Marlon Santos | Nicolo Rovella | Gianluca Caprari | Matteo Pessina | Dany Mota | Stefano Sensi | Carlos Augusto | Michele Di Gregorio | Luca Caldirola | Pablo Marí,7,9,3,2,1,0,3,5,17,13,1,1,0.15,0.76,0.85,1.24,0.74,0.86,1,1,1,0,0.63,0.72,0.5,0.56,-0.12,0.09,0.1,-0.03,-2,2,-2,0,-1,4,-2,-18.999999999999993,-0.61,-0.08999999999999997,-0.06000000000000005
ITA-Serie A,2223,2022-10-15 Torino-Juventus,18681,2022-10-15 16:00:00,1,2,Torino,Juventus,0,1,11,13,11,8,4,4,6,8,0,1,1,0,2,3,0,0,0,1,0,0,0,0,5,5,0,0,0,0,2,2,0,1,-2,-11,1,2,0,0,0,2,1,1,1,1,78.64,67.36,Valentino Lazaro | Antonio Sanabria | Vanja Milinkovic-Savic | Ricardo Rodríguez | Wilfried Stephane Singo | Nikola Vlasic | Alessandro Buongiorno | Nemanja Radonjic | Karol Linetty | Sasa Lukic | Koffi Djidji,Juan Cuadrado | Mattia Perin | Alex Sandro | Weston McKennie | Mattia De Sciglio | Filip Kostic | Dusan Vlahovic | Manuel Locatelli | Danilo | Bremer | Fabio Miretti,8,8,2,3,1,0,1,4,15,18,1,1,2.74,0.67,-1.74,-0.67,0.49,0.65,0,0,0,-1,1.08,1.05,0.77,0.83,-0.16,0.68,0.18,-0.03,-2,3,-2,-1,1,-1,0,11.280000000000001,2.0700000000000003,0.030000000000000027,-0.05999999999999994
ITA-Serie A,2223,2022-10-15 Atalanta-Sassuolo,18672,2022-10-15 18:45:00,1,1,Atalanta,Sassuolo,2,1,21,12,2,9,1,4,16,7,0,0,0,0,3,3,0,0,1,0,0,1,0,1,5,5,0,0,0,0,3,3,0,1,10,24,1,2,0,0,0,0,1,0,0,2,76.73,70.64,Éderson | Mario Pasalic | Teun Koopmeiners | Juan Musso | Caleb Okoli | Hans Hateboer | Ademola Lookman | Marten de Roon | Merih Demiral | Rafael Toloi | Joakim Maehle,Davide Frattesi | Andrea Pinamonti | Georgios Kyriakopoulos | Jeremy Toljan | Rogerio | Andrea Consigli | Maxime Lopez | Gianmarco Ferrari | Martin Erlic | Kristian Thorstvedt | Armand Lauriente,7,10,1,0,3,1,2,2,16,14,1,1,1.98,1.11,0.02,-0.11,0.79,0.77,0,0,-2,-3,1.1,1.0,0.76,0.79,-0.16,-0.14,0.05,-0.02,9,-7,9,0,0,-1,-3,6.090000000000003,0.8699999999999999,0.10000000000000009,-0.030000000000000027
ITA-Serie A,2223,2022-10-16 Inter-Salernitana,18675,2022-10-16 10:30:00,1,1,Inter,Salernitana,2,0,15,10,8,12,4,4,10,5,1,0,0,0,2,3,0,1,0,1,1,1,0,0,4,5,0,1,0,0,1,0,1,0,-32,-40,3,3,0,0,2,0,1,2,0,1,69.82,72.91,Edin Dzeko | Lautaro Martínez | Federico Dimarco | Hakan Calhanoglu | Nicolò Barella | Samir Handanovic | Stefan de Vrij | Denzel Dumfries | Milan Skriniar | Alessandro Bastoni | Marcelo Brozovic,Federico Fazio | Pasquale Mazzocchi | Luigi Sepe | Lassana Coulibaly | Federico Bonazzoli | Tonny Vilhena | Dylan Bronn | Giulio Maggiore | Norbert Gyömbér | Antonio Candreva | Boulaye Dia,8,7,2,3,1,1,2,2,16,15,1,1,2.88,0.98,-0.88,1.02,0.77,0.69,1,2,3,2,1.46,1.23,1.34,0.68,-0.2,-0.31,0.18,-0.19,5,-4,5,1,0,0,1,-3.0900000000000034,1.9,0.22999999999999998,0.66
ITA-Serie A,2223,2022-10-16 Lazio-Udinese,18676,2022-10-16 13:00:00,1,X,Lazio,Udinese,0,0,20,20,3,5,1,2,15,15,1,0,0,1,1,2,0,0,0,0,1,0,0,2,4,4,0,0,0,0,2,1,1,0,15,2,2,2,0,0,1,1,1,1,0,0,70.0,71.45,Patric | Alessio Romagnoli | Ciro Immobile | Sergej Milinkovic-Savic | Adam Marusic | Danilo Cataldi | Matías Vecino | Mattia Zaccagni | Manuel Lazzari | Felipe Anderson | Ivan Provedel,Rodrigo Becão | Sandi Lovric | Marco Silvestri | Gerard Deulofeu | Jean-Victor Makengo | Isaac Success | Walace | Jaka Bijol | Iyenoma Destiny Udogie | Nehuén Pérez | Roberto Pereyra,10,9,1,2,0,0,1,0,15,13,1,1,2.2,1.11,1.8,0.89,0.73,0.71,1,0,0,1,1.5,1.3,1.13,0.97,-0.06,0.08,0.0,-0.24,0,-2,0,1,-1,0,1,-1.4500000000000028,1.09,0.19999999999999996,0.15999999999999992
ITA-Serie A,2223,2022-10-16 Spezia-Cremonese,18680,2022-10-16 13:00:00,1,X,Spezia,Cremonese,2,2,8,3,15,20,4,5,3,-2,0,0,1,1,2,2,0,0,0,0,0,1,0,0,5,5,0,0,0,0,1,2,0,1,-5,-18,2,4,0,1,2,1,1,2,1,1,68.36,54.45,M'Bala Nzola | Dimitris Nikolaou | Viktor Kovalenko | Mehdi Bourabia | Simone Bastoni | Bartlomiej Dragowski | Arkadiusz Reca | Jakub Kiwior | Kevin Agudelo | Emmanuel Gyasi | Emil Holm,David Okereke | Emanuele Valeri | Cyriel Dessers | Luka Lochoshvili | Luca Zanimacchia | Matteo Bianchetti | Emanuel Aiwu | Ionut Radu | Leonardo Sernicola | Charles Pickel | Gonzalo Escalante,8,8,0,2,3,1,1,2,14,18,1,0,0.53,0.77,-0.53,0.23,0.57,0.69,0,0,0,0,0.73,0.85,0.29,0.39,0.04,-0.12,-0.14,-0.01,5,-5,5,0,0,-2,0,13.909999999999997,-0.24,-0.12,-0.10000000000000003
ITA-Serie A,2223,2022-10-16 Napoli-Bologna,18678,2022-10-16 16:00:00,1,1,Napoli,Bologna,3,2,23,7,2,17,1,4,18,2,1,0,0,1,0,2,0,0,0,0,1,1,0,0,5,5,0,1,0,0,4,4,0,1,-5,-44,2,5,0,0,1,2,1,1,0,2,68.91,50.27,Mário Rui | Alex Meret | Stanislav Lobotka | Victor Osimhen | Matteo Politano | Amir Rrahmani | Franck Zambo | Giovanni Di Lorenzo | Piotr Zielinski | Kim Min-Jae | Khvicha Kvaratskhelia,Nicolás Domínguez | Andrea Cambiaso | Marko Arnautovic | Jhon Lucumí | Jerdy Schouten | Lukasz Skorupski | Adama Soumaoro | Riccardo Orsolini | Roberto Soriano | Lorenzo De Silvestri | Gary Medel,8,5,1,4,2,2,1,3,12,18,1,1,4.67,0.7,-0.67,0.3,0.47,0.86,3,0,0,0,1.06,0.57,1.48,0.36,-0.07,0.25,0.97,0.25,16,-15,16,1,-1,-3,3,18.639999999999993,3.9699999999999998,0.4900000000000001,1.12
ITA-Serie A,2223,2022-10-16 Verona-AC Milan,18674,2022-10-16 18:45:00,1,2,Verona,AC Milan,1,2,5,20,18,5,5,2,0,15,0,1,0,0,3,2,1,0,1,0,0,0,2,0,5,5,0,0,0,0,2,2,1,1,-15,30,2,2,0,0,2,0,0,2,0,2,66.73,71.73,Isak Hien | Miguel Veloso | Diego Coppola | Darko Lazovic | Adrien Tameze | Koray Günter | Thomas Henry | Lorenzo Montipò | Josh Doig | Ivan Ilic | Kevin Lasagna,Fikayo Tomori | Theo Hernández | Ismael Bennacer | Pierre Kalulu Kyatengwa | Rafael Leão | Olivier Giroud | Junior Messias | Mike Maignan | Davide Calabria | Sandro Tonali | Charles De Ketelaere,6,6,0,2,5,3,4,1,16,18,1,1,0.95,2.37,0.05,-0.37,0.64,0.65,0,0,-1,0,0.54,1.77,0.56,1.3,0.06,-0.1,0.38,-0.13,-15,13,-15,-1,0,0,0,-5.0,-1.4200000000000002,-1.23,-0.74
ITA-Serie A,2223,2022-10-17 Sampdoria-Roma,18679,2022-10-17 16:30:00,1,2,Sampdoria,Roma,0,1,3,19,20,6,5,3,-2,14,0,1,1,0,3,2,0,0,0,0,0,1,1,0,4,5,0,0,0,0,1,1,0,0,-11,-11,3,3,0,0,1,0,2,3,1,1,67.64,68.27,Ronaldo Vieira | Alex Ferrari | Emil Audero | Mehdi Leris | Filip Djuricic | Abdelhamid Sabiri | Bartosz Bereszynski | Tomás Rincón | Francesco Caputo | Tommaso Augello | Omar Colley,Gianluca Mancini | Tammy Abraham | Leonardo Spinazzola | Rui Patrício | Lorenzo Pellegrini | Chris Smalling | Nemanja Matic | Paulo Dybala | Ibañez | Mehmet Zeki Çelik | Bryan Cristante,9,7,2,2,0,2,2,5,14,15,1,1,0.84,3.62,0.16,-1.62,0.92,0.58,1,0,1,0,0.64,1.79,0.4,0.99,-0.09,0.05,0.0,0.23,-16,14,-16,-1,1,0,2,-0.6299999999999955,-2.7800000000000002,-1.15,-0.59
ITA-Serie A,2223,2022-10-17 Lecce-Fiorentina,18677,2022-10-17 18:45:00,1,X,Lecce,Fiorentina,1,1,7,9,16,14,4,4,2,4,0,1,0,0,2,4,1,0,1,1,1,0,0,0,5,5,1,0,0,0,1,0,0,1,-26,-22,3,2,0,0,2,0,1,1,0,1,62.0,74.36,Federico Baschirotto | Kristijan Bistrovic | Gabriel Strefezza | Morten Hjulmand | Federico Di Francesco | Valentin Gendrey | Assan Ceesay | Joan Gonzàlez | Lameck Banda | Wladimiro Falcone | Antonino Gallo,Cristiano Biraghi | Giacomo Bonaventura | Igor Julio | Riccardo Sottil | Antonin Barak | Rolando Mandragora | Christian Kouamé | Pietro Terracciano | Lucas Martínez Quarta | Sofyan Amrabat | Luka Jovic,7,9,3,1,1,1,2,4,15,16,1,1,0.33,2.6,0.67,-2.6,0.9,0.68,0,0,0,0,0.67,1.33,0.19,0.68,0.06,-0.36,0.04,-0.21,-2,2,-2,-1,0,1,-2,-12.36,-2.27,-0.66,-0.49000000000000005
ITA-Serie A,2223,2022-10-21 Juventus-Empoli,18686,2022-10-21 18:45:00,1,1,Juventus,Empoli,4,0,16,11,8,10,4,4,11,6,1,0,0,0,0,5,0,0,0,0,1,0,0,0,3,5,0,0,0,0,0,2,0,1,3,15,2,2,0,0,2,0,0,2,0,0,75.55,69.55,Juan Cuadrado | Mattia Perin | Alex Sandro | Weston McKennie | Mattia De Sciglio | Adrien Rabiot | Filip Kostic | Dusan Vlahovic | Manuel Locatelli | Danilo | Bremer,Petar Stojanovic | Filippo Bandinelli | Guglielmo Vicario | Liam Henderson | Martín Satriano | Fabiano Parisi | Razvan Marin | Sebastiano Luperto | Sam Lammers | Ardian Ismajli | Nicolas Haas,7,8,3,2,1,1,3,3,13,18,1,1,2.42,2.42,-1.42,-1.42,0.69,0.5,0,0,0,3,1.27,0.78,0.93,0.52,-0.22,-0.15,-0.21,-0.01,5,-2,5,1,0,0,-1,6.0,0.0,0.49,0.41000000000000003
ITA-Serie A,2223,2022-10-22 Salernitana-Spezia,18689,2022-10-22 13:00:00,1,1,Salernitana,Spezia,1,0,10,9,13,15,4,4,5,4,0,0,0,1,1,2,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,1,0,1,53,4,3,1,0,0,1,2,1,1,1,0,66.27,78.73,Federico Fazio | Pasquale Mazzocchi | Luigi Sepe | Lassana Coulibaly | Federico Bonazzoli | Tonny Vilhena | Dylan Bronn | Giulio Maggiore | Norbert Gyömbér | Antonio Candreva | Boulaye Dia,M'Bala Nzola | Ethan Ampadu | Dimitris Nikolaou | Mehdi Bourabia | Simone Bastoni | Bartlomiej Dragowski | Arkadiusz Reca | Jakub Kiwior | Kevin Agudelo | Emmanuel Gyasi | Emil Holm,9,9,1,1,1,1,2,0,16,14,1,1,0.25,1.11,-0.25,0.89,0.86,0.68,0,0,0,1,0.95,0.68,0.65,0.47,0.28,0.05,0.0,-0.03,1,-2,1,0,-1,2,0,-12.460000000000008,-0.8600000000000001,0.2699999999999999,0.18000000000000005
ITA-Serie A,2223,2022-10-22 AC Milan-Monza,18687,2022-10-22 16:00:00,1,1,AC Milan,Monza,4,1,23,10,3,14,1,4,18,5,1,0,0,1,2,3,0,1,0,1,0,0,1,0,5,5,0,0,0,0,1,1,1,1,-14,-10,7,3,0,0,2,1,3,3,3,1,41.55,58.36,Fikayo Tomori | Theo Hernández | Ismael Bennacer | Pierre Kalulu Kyatengwa | Rafael Leão | Olivier Giroud | Junior Messias | Mike Maignan | Davide Calabria | Sandro Tonali | Charles De Ketelaere,Samuele Birindelli | Marlon Santos | Nicolo Rovella | Gianluca Caprari | Matteo Pessina | Stefano Sensi | Carlos Augusto | Michele Di Gregorio | Luca Caldirola | Pablo Marí | Patrick Ciurria,4,8,5,2,2,1,1,1,18,13,1,1,1.74,0.84,0.26,-0.84,0.74,0.63,1,0,3,0,1.0,0.66,0.83,0.51,0.77,0.06,0.63,-0.1,13,-11,13,1,-1,4,-4,-16.810000000000002,0.9,0.33999999999999997,0.31999999999999995
ITA-Serie A,2223,2022-10-22 Fiorentina-Inter,18685,2022-10-22 18:45:00,1,2,Fiorentina,Inter,3,4,10,18,13,8,4,4,5,13,1,1,0,0,4,0,0,0,0,0,1,1,0,0,4,5,1,0,0,0,1,0,0,0,-40,17,4,2,0,0,1,1,2,0,1,1,69.73,71.36,Cristiano Biraghi | Giacomo Bonaventura | Igor Julio | Antonin Barak | Rolando Mandragora | Christian Kouamé | Dodô | Pietro Terracciano | Lucas Martínez Quarta | Sofyan Amrabat | Luka Jovic,Edin Dzeko | Lautaro Martínez | Federico Dimarco | Hakan Calhanoglu | Nicolò Barella | Samir Handanovic | Stefan de Vrij | Denzel Dumfries | Milan Skriniar | Alessandro Bastoni | Marcelo Brozovic,7,6,4,4,0,1,3,2,15,15,1,1,0.36,1.81,0.64,0.19,0.56,0.62,1,0,0,0,0.86,1.03,0.61,1.1,0.47,0.43,0.12,0.64,-8,5,-8,0,0,2,1,-1.6299999999999955,-1.4500000000000002,-0.17000000000000004,-0.4900000000000001
ITA-Serie A,2223,2022-10-23 Udinese-Torino,18691,2022-10-23 10:30:00,1,2,Udinese,Torino,1,2,21,11,6,11,3,4,16,6,0,0,1,1,4,2,0,0,1,0,1,0,1,0,5,4,0,0,0,0,1,3,1,1,4,1,2,4,0,0,1,2,0,2,1,1,73.82,59.09,Rodrigo Becão | Sandi Lovric | Marco Silvestri | Gerard Deulofeu | Jean-Victor Makengo | Beto | Walace | Jaka Bijol | Iyenoma Destiny Udogie | Nehuén Pérez | Roberto Pereyra,Valentino Lazaro | Antonio Sanabria | Vanja Milinkovic-Savic | Ricardo Rodríguez | Nikola Vlasic | Alessandro Buongiorno | Nemanja Radonjic | Karol Linetty | Ola Aina | Sasa Lukic | Koffi Djidji,8,6,2,5,1,0,0,2,14,14,1,1,0.69,0.52,-0.69,-0.52,0.56,0.57,0,0,1,0,0.91,0.8,0.82,0.96,0.39,0.28,0.37,0.31,10,-5,10,0,0,-2,2,14.72999999999999,0.16999999999999993,0.10999999999999999,-0.14
