LIGA,TEMPORADA,PARTIDO,GAMEID,DATE,RULE5SUBS,RESULTADO,HOMETEAM,AWAYTEAM,HOMEGOALS,AWAYGOALS,HOMETEAMPOINTS,AWAYTEAMPOINTS,HOMEPOSITION,AWAYPOSITION,HOMESITUACION,AWAYSITUACION,HOMEDIST_DESCENSO,AWAYDIST_DESCENSO,HOMEEUROPA,AWAYEUROPA,HOMENATIONALCUP,AWAYNATIONALCUP,HOME_YELLOW_PREV,AWAY_YELLOW_PREV,HOME_RED_PREV,AWAY_RED_PREV,HOME_PREV_SUSPENDED,AWAY_PREV_SUSPENDED,HOME_SUBS_INJURY,AWAY_SUBS_INJURY,HOME_YELLOW_ACCUM,AWAY_YELLOW_ACCUM,HOME_TOTAL_SUBS,AWAY_TOTAL_SUBS,HOME_EARLY_SUBS_U45,AWAY_EARLY_SUBS_U45,HOME_HT_SUBS,AWAY_HT_SUBS,HOME_LATE_SUBS_O75,AWAY_LATE_SUBS_O75,HOME_SUBS_AFTER_CARD,AWAY_SUBS_AFTER_CARD,HOME_REACTION_TIME,AWAY_REACTION_TIME,HOME_CHURN_STARTERS,AWAY_CHURN_STARTERS,HOME_ROTATION_GK,AWAY_ROTATION_GK,HOME_ROTATION_DF,AWAY_ROTATION_DF,HOME_ROTATION_MID,AWAY_ROTATION_MID,HOME_ROTATION_FW,AWAY_ROTATION_FW,HOME_FATIGUE_LOAD,AWAY_FATIGUE_LOAD,HOME_IDEAL_11_MINS,AWAY_IDEAL_11_MINS,HOME_FIDELIDAD_IDEAL,AWAY_FIDELIDAD_IDEAL,HOME_BENCHED_IDEAL,AWAY_BENCHED_IDEAL,HOME_ABSENT_IDEAL,AWAY_ABSENT_IDEAL,HOME_POS_SKEW_IDEAL,AWAY_POS_SKEW_IDEAL,HOME_TURNOVER_3J,AWAY_TURNOVER_3J,HOME_DEF_STABILITY,AWAY_DEF_STABILITY,HOME_TEAM_XG_ACC,AWAY_TEAM_XG_ACC,HOME_LUCK_RATIO,AWAY_LUCK_RATIO,HOME_CREATIVE_DEP,AWAY_CREATIVE_DEP,HOME_SUB_CONTRIB,AWAY_SUB_CONTRIB,HOME_POINTS_SAVED,AWAY_POINTS_SAVED,HOME_STARTING_XG_POWER,AWAY_STARTING_XG_POWER,HOME_STARTING_XA_POWER,AWAY_STARTING_XA_POWER,HOME_POWER_DROP_PREV,AWAY_POWER_DROP_PREV,HOME_POWER_DROP_IDEAL,AWAY_POWER_DROP_IDEAL,DIFF_POINTS,DIFF_POSITION,DIFF_DESCENSO,DIFF_EUROPA,DIFF_CUP,DIFF_CHURN,DIFF_FIDELIDAD,DIFF_FATIGUE,DIFF_XG,DIFF_XG_POWER,DIFF_XA_POWER
ITA-Serie A,2223,2023-01-15 Sassuolo-Lazio,18759,2023-01-15 11:30:00,1,2,Sassuolo,Lazio,0,2,16,31,16,5,4,2,7,22,0,0,0,1,3,4,0,0,0,1,1,0,0,1,3,4,0,0,0,0,1,1,0,1,24,-2,3,1,1,0,1,1,0,2,1,0,66.45,78.82,Davide Frattesi | Andrea Pinamonti | Jeremy Toljan | Rogerio | Andrea Consigli | Maxime Lopez | Gianmarco Ferrari | Martin Erlic | Kristian Thorstvedt | Armand Lauriente | Hamed Junior Traore,Alessio Romagnoli | Pedro | Nicolò Casale | Sergej Milinkovic-Savic | Adam Marusic | Danilo Cataldi | Matías Vecino | Manuel Lazzari | Mattia Zaccagni | Felipe Anderson | Ivan Provedel,6,8,3,2,2,1,2,3,14,15,0,1,1.75,1.34,-0.75,0.66,0.7,0.46,0,0,-3,-2,0.99,1.4,0.8,1.03,0.06,-0.05,-0.04,-0.39,-15,11,-15,0,-1,2,-2,-12.36999999999999,0.4099999999999999,-0.4099999999999999,-0.22999999999999998
ITA-Serie A,2223,2023-01-15 Torino-Spezia,18760,2023-01-15 14:00:00,1,2,Torino,Spezia,0,1,23,15,10,17,4,4,14,6,0,0,1,1,3,0,0,0,0,0,1,0,1,5,5,4,0,0,0,0,0,1,1,0,-13,38,4,2,0,0,2,1,2,1,0,0,65.18,75.27,Valentino Lazaro | Vanja Milinkovic-Savic | Aleksey Miranchuk | Perr Schuurs | Samuele Ricci | Ricardo Rodríguez | Nikola Vlasic | Alessandro Buongiorno | Karol Linetty | Sasa Lukic | Koffi Djidji,M'Bala Nzola | Kelvin Adou | Ethan Ampadu | Dimitris Nikolaou | Mehdi Bourabia | Bartlomiej Dragowski | Jakub Kiwior | Kevin Agudelo | Albin Ekdal | Emmanuel Gyasi | Emil Holm,8,9,2,2,1,0,2,0,15,15,1,1,2.38,0.66,-1.38,-0.66,0.49,0.66,0,0,-2,-2,0.92,0.93,0.64,0.8,-0.12,0.06,-0.22,-0.02,8,-7,8,0,0,2,-1,-10.08999999999999,1.7199999999999998,-0.010000000000000009,-0.16000000000000003
ITA-Serie A,2223,2023-01-15 Udinese-Bologna,18761,2023-01-15 14:00:00,1,2,Udinese,Bologna,1,2,25,19,8,14,4,4,16,10,0,0,0,1,2,3,0,0,0,2,0,0,3,0,5,4,0,0,0,0,1,1,1,1,2,11,0,3,0,0,0,0,0,2,0,1,82.09,66.64,Sandi Lovric | Marco Silvestri | Gerard Deulofeu | Enzo Ebosse | Beto | Isaac Success | Walace | Jaka Bijol | Iyenoma Destiny Udogie | Nehuén Pérez | Roberto Pereyra,Stefan Posch | Nicolás Domínguez | Marko Arnautovic | Jhon Lucumí | Charalampos Lykogiannis | Lukasz Skorupski | Michel Aebischer | Adama Soumaoro | Lewis Ferguson | Riccardo Orsolini | Gary Medel,9,8,1,0,1,3,3,3,15,13,1,1,0.31,0.39,-0.31,0.61,0.49,0.56,0,0,0,-3,0.8,0.73,0.67,0.26,0.03,0.01,0.33,0.35,6,-6,6,0,-1,-3,1,15.450000000000003,-0.08000000000000002,0.07000000000000006,0.41000000000000003
ITA-Serie A,2223,2023-01-15 Atalanta-Salernitana,18752,2023-01-15 17:00:00,1,1,Atalanta,Salernitana,8,2,31,18,6,15,3,4,22,9,0,0,1,0,2,2,0,0,0,1,0,0,2,0,5,5,0,0,0,0,2,3,1,1,19,-17,3,4,0,0,2,2,0,1,2,1,72.09,60.82,Éderson | Mario Pasalic | Teun Koopmeiners | Giorgio Scalvini | Marco Sportiello | Hans Hateboer | Ademola Lookman | Marten de Roon | Merih Demiral | Rafael Toloi | Joakim Maehle,Flavius Daniliuc | Pasquale Mazzocchi | Krzysztof Piatek | Luigi Sepe | Lassana Coulibaly | Domagoj Bradaric | Ivan Radovanovic | Tonny Vilhena | Dylan Bronn | Antonio Candreva | Boulaye Dia,5,6,6,1,0,4,6,2,16,21,1,0,0.69,0.58,1.31,0.42,0.86,0.67,2,0,3,1,1.37,0.7,0.73,0.41,-0.04,-0.14,0.09,0.04,13,-9,13,0,1,-1,-1,11.270000000000003,0.10999999999999999,0.6700000000000002,0.32
ITA-Serie A,2223,2023-01-15 Roma-Fiorentina,18758,2023-01-15 19:45:00,1,1,Roma,Fiorentina,2,0,31,23,7,9,4,4,22,14,0,0,1,1,6,4,0,0,1,0,1,1,3,0,4,5,0,0,0,0,1,1,0,1,6,-17,2,3,0,0,1,1,3,1,1,1,70.73,66.0,Nicola Zalewski | Gianluca Mancini | Tammy Abraham | Rui Patrício | Chris Smalling | Lorenzo Pellegrini | Ibañez | Mehmet Zeki Çelik | Mady Camara | Nicolo Zaniolo | Bryan Cristante,Cristiano Biraghi | Jonathan Ikone | Giacomo Bonaventura | Igor Julio | Nikola Milenkovic | Rolando Mandragora | Arthur Cabral | Christian Kouamé | Dodô | Pietro Terracciano | Lucas Martínez Quarta,8,8,1,0,2,3,5,3,15,17,1,1,1.41,3.09,0.59,-1.09,0.75,0.61,0,2,1,3,1.44,0.87,1.15,0.85,0.44,0.14,-0.15,0.12,8,-2,8,0,0,-1,0,4.730000000000004,-1.68,0.57,0.29999999999999993
ITA-Serie A,2223,2023-01-16 Empoli-Sampdoria,18754,2023-01-16 19:45:00,1,1,Empoli,Sampdoria,1,0,19,9,14,19,4,5,10,0,0,0,0,1,1,3,0,1,0,1,1,0,2,0,5,5,0,1,0,0,1,2,1,1,-17,-36,3,3,0,0,1,2,2,1,1,0,65.45,62.27,Petar Stojanovic | Nedim Bajrami | Koni de Winter | Filippo Bandinelli | Guglielmo Vicario | Martín Satriano | Fabiano Parisi | Razvan Marin | Sebastiano Luperto | Ardian Ismajli | Nicolas Haas,Bruno Amione | Emil Audero | Mehdi Leris | Filip Djuricic | Manolo Gabbiadini | Bartosz Bereszynski | Tomás Rincón | Francesco Caputo | Tommaso Augello | Jeison Murillo | Omar Colley,7,7,4,1,0,3,3,3,17,17,1,0,0.6,0.38,1.4,-0.38,0.87,0.75,1,0,1,0,0.67,0.55,0.35,0.46,0.05,-0.14,-0.09,-0.01,10,-5,10,0,-1,0,0,3.1799999999999997,0.21999999999999997,0.12,-0.11000000000000004
ITA-Serie A,2223,2023-01-21 Verona-Lecce,18764,2023-01-21 14:00:00,1,1,Verona,Lecce,2,0,9,20,18,14,5,4,0,11,0,0,0,0,3,1,0,0,0,0,0,0,1,3,5,5,0,0,0,0,1,0,1,1,-11,-2,1,1,0,0,0,1,1,0,0,0,77.0,78.91,Isak Hien | Miguel Veloso | Adrien Tameze | Federico Ceccherini | Koray Günter | Milan Djuric | Lorenzo Montipò | Fabio Depaoli | Yayah Kallon | Pawel Dawidowicz | Josh Doig,Federico Baschirotto | Alexis Blin | Gabriel Strefezza | Morten Hjulmand | Valentin Gendrey | Lorenzo Colombo | Joan Gonzàlez | Lameck Banda | Samuel Umtiti | Wladimiro Falcone | Antonino Gallo,8,10,2,1,1,0,3,2,12,14,1,1,0.18,1.83,-0.18,0.17,0.65,0.54,0,0,0,1,1.01,0.72,0.67,0.73,-0.16,-0.05,-0.32,-0.09,-11,4,-11,0,0,0,-2,-1.9099999999999966,-1.6500000000000001,0.29000000000000004,-0.05999999999999994
ITA-Serie A,2223,2023-01-21 Salernitana-Napoli,18769,2023-01-21 17:00:00,1,2,Salernitana,Napoli,0,2,18,47,16,1,4,1,6,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,2,0,0,2,-3,2,2,0,0,3,0,1,0,0,2,74.45,74.36,Flavius Daniliuc | Federico Fazio | Krzysztof Piatek | Pasquale Mazzocchi | Luigi Sepe | Lassana Coulibaly | Domagoj Bradaric | Ivan Radovanovic | Tonny Vilhena | Antonio Candreva | Boulaye Dia,Mário Rui | Alex Meret | Stanislav Lobotka | Victor Osimhen | Eljif Elmas | Giovanni Di Lorenzo | Franck Zambo | Piotr Zielinski | Juan Jesus | Kim Min-Jae | Khvicha Kvaratskhelia,7,9,2,0,2,2,2,2,17,14,0,1,0.54,2.27,1.46,2.73,0.87,0.71,0,1,0,0,0.75,1.79,0.4,1.03,-0.05,0.11,0.01,-0.01,-29,15,-29,0,-1,0,-2,0.09000000000000341,-1.73,-1.04,-0.63
ITA-Serie A,2223,2023-01-21 Fiorentina-Torino,18763,2023-01-21 19:45:00,1,2,Fiorentina,Torino,0,1,23,23,10,9,4,4,11,11,0,0,0,0,2,3,1,0,1,0,0,0,1,0,4,5,2,0,0,0,1,1,1,1,-25,-7,2,3,0,0,1,1,0,1,1,1,69.55,67.36,Cristiano Biraghi | Jonathan Ikone | Giacomo Bonaventura | Igor Julio | Nikola Milenkovic | Arthur Cabral | Christian Kouamé | Dodô | Pietro Terracciano | Lucas Martínez Quarta | Sofyan Amrabat,Valentino Lazaro | Vanja Milinkovic-Savic | Aleksey Miranchuk | Perr Schuurs | Samuele Ricci | Ricardo Rodríguez | Nikola Vlasic | Alessandro Buongiorno | Karol Linetty | Sasa Lukic | Koffi Djidji,8,7,0,2,3,2,3,2,17,16,1,1,0.38,0.95,-0.38,-0.95,0.95,0.77,0,0,0,-1,0.78,0.62,0.99,0.38,0.09,0.3,0.18,0.14,0,1,0,0,0,-1,1,2.1899999999999977,-0.57,0.16000000000000003,0.61
ITA-Serie A,2223,2023-01-22 Sampdoria-Udinese,18770,2023-01-22 11:30:00,1,2,Sampdoria,Udinese,0,1,9,25,19,9,5,4,-3,13,0,0,0,0,6,1,0,0,1,0,0,0,1,3,4,4,0,0,0,0,0,2,0,1,27,0,2,3,0,0,0,1,2,2,0,0,73.73,68.55,Bruno Amione | Emil Audero | Valerio Verre | Mehdi Leris | Filip Djuricic | Manolo Gabbiadini | Bartosz Bereszynski | Tomás Rincón | Francesco Caputo | Tommaso Augello | Omar Colley,Sandi Lovric | Marco Silvestri | Gerard Deulofeu | Enzo Ebosse | Beto | Isaac Success | Walace | Jaka Bijol | Iyenoma Destiny Udogie | Nehuén Pérez | Roberto Pereyra,7,7,2,4,2,0,2,3,15,13,1,1,1.18,2.46,-1.18,-1.46,0.72,0.54,0,0,-1,-3,0.62,0.78,0.48,0.73,-0.07,0.02,0.04,0.39,-16,10,-16,0,0,-1,0,5.180000000000007,-1.28,-0.16000000000000003,-0.25
ITA-Serie A,2223,2023-01-22 Monza-Sassuolo,18768,2023-01-22 14:00:00,1,X,Monza,Sassuolo,1,1,21,16,13,17,4,4,9,4,0,0,1,0,4,5,0,0,0,0,0,0,0,1,5,5,0,0,0,0,1,1,1,1,2,-15,1,2,0,0,1,1,0,0,0,1,72.73,70.18,Nicolo Rovella | Armando Izzo | Gianluca Caprari | Marlon Santos | Matteo Pessina | Dany Mota | Carlos Augusto | Michele Di Gregorio | Luca Caldirola | Pablo Marí | Patrick Ciurria,Davide Frattesi | Andrea Pinamonti | Jeremy Toljan | Rogerio | Andrea Consigli | Maxime Lopez | Gianmarco Ferrari | Martin Erlic | Kristian Thorstvedt | Armand Lauriente | Hamed Junior Traore,8,7,3,2,0,2,2,2,15,16,1,1,2.97,0.7,0.03,-0.7,0.86,0.77,0,0,0,0,1.05,1.04,0.76,0.77,-0.14,-0.05,-0.01,-0.14,5,-4,5,0,1,-1,1,2.549999999999997,2.2700000000000005,0.010000000000000009,-0.010000000000000009
ITA-Serie A,2223,2023-01-22 Spezia-Roma,18771,2023-01-22 17:00:00,1,2,Spezia,Roma,0,2,18,34,15,7,4,4,6,22,0,0,1,0,3,3,0,0,1,0,0,1,3,4,4,5,0,0,0,0,3,1,0,1,23,0,2,3,0,0,1,3,2,3,1,0,70.91,65.36,M'Bala Nzola | Kelvin Adou | Ethan Ampadu | Dimitris Nikolaou | Mehdi Bourabia | Bartlomiej Dragowski | Jakub Kiwior | Kevin Agudelo | Albin Ekdal | Emmanuel Gyasi | Emil Holm,Nicola Zalewski | Gianluca Mancini | Tammy Abraham | Rui Patrício | Chris Smalling | Lorenzo Pellegrini | Ibañez | Mehmet Zeki Çelik | Mady Camara | Nicolo Zaniolo | Bryan Cristante,7,8,0,2,4,1,2,1,14,15,1,1,1.57,1.22,-0.57,0.78,0.64,0.88,0,0,0,0,0.62,1.14,0.75,0.81,0.31,0.3,0.41,0.03,-16,8,-16,0,1,-1,-1,5.549999999999997,0.3500000000000001,-0.5199999999999999,-0.06000000000000005
ITA-Serie A,2223,2023-01-22 Juventus-Atalanta,18766,2023-01-22 19:45:00,1,X,Juventus,Atalanta,3,3,37,34,3,7,1,4,25,22,0,0,1,1,1,1,0,0,0,1,1,1,2,1,5,5,0,0,0,0,3,1,0,0,-4,2,1,3,0,0,1,2,2,3,0,0,74.18,60.73,Juan Cuadrado | Moise Kean | Wojciech Szczesny | Alex Sandro | Weston McKennie | Adrien Rabiot | Filip Kostic | Manuel Locatelli | Danilo | Bremer | Arkadiusz Milik,Éderson | Mario Pasalic | Teun Koopmeiners | Juan Musso | Giorgio Scalvini | Marco Sportiello | Hans Hateboer | Ademola Lookman | Marten de Roon | Merih Demiral | Joakim Maehle,9,7,2,3,0,1,1,2,17,17,1,1,0.96,3.74,0.04,4.26,0.54,0.38,0,3,0,0,0.98,1.5,1.21,0.61,0.08,-0.13,0.35,0.06,3,-4,3,0,0,-2,2,13.45000000000001,-2.7800000000000002,-0.52,0.6
ITA-Serie A,2223,2023-01-23 Bologna-Cremonese,18762,2023-01-23 17:30:00,1,X,Bologna,Cremonese,1,1,22,7,13,20,4,5,10,-5,0,0,1,1,3,2,0,0,0,0,0,0,1,3,4,5,0,0,0,0,4,2,1,1,8,-16,3,5,0,0,0,3,1,1,2,2,65.45,46.73,Stefan Posch | Nicolás Domínguez | Marko Arnautovic | Jhon Lucumí | Charalampos Lykogiannis | Lukasz Skorupski | Michel Aebischer | Adama Soumaoro | Lewis Ferguson | Riccardo Orsolini | Gary Medel,Emanuele Valeri | David Okereke | Cyriel Dessers | Luka Lochoshvili | Matteo Bianchetti | Emanuel Aiwu | Soualiho Meité | Leonardo Sernicola | Marco Carnesecchi | Charles Pickel | Santiago Ascacibar,8,6,1,2,2,3,3,2,15,16,1,1,1.97,0.46,0.03,1.54,0.59,0.63,0,1,3,0,0.79,0.61,0.69,0.41,-0.06,0.25,0.38,0.16,15,-7,15,0,0,-2,2,18.720000000000006,1.51,0.18000000000000005,0.27999999999999997
ITA-Serie A,2223,2023-01-23 Inter-Empoli,18765,2023-01-23 19:45:00,1,2,Inter,Empoli,0,1,37,22,4,13,1,4,25,10,0,0,0,0,0,5,0,0,0,1,0,2,0,3,5,5,0,0,0,0,2,3,0,1,15,9,3,4,0,0,1,1,1,2,1,1,64.45,54.73,Edin Dzeko | Lautaro Martínez | Hakan Calhanoglu | Henrikh Mkhitaryan | Francesco Acerbi | Federico Dimarco | Nicolò Barella | Denzel Dumfries | Milan Skriniar | Alessandro Bastoni | André Onana,Tommaso Baldanzi | Nedim Bajrami | Petar Stojanovic | Filippo Bandinelli | Tyronne Ebuehi | Guglielmo Vicario | Martín Satriano | Fabiano Parisi | Razvan Marin | Sebastiano Luperto | Ardian Ismajli,8,6,3,3,0,2,1,2,13,14,1,1,0.61,1.96,0.39,-0.96,0.64,0.63,0,0,0,2,1.27,0.56,1.12,0.52,0.39,0.11,0.44,0.14,15,-9,15,0,0,-1,2,9.720000000000006,-1.35,0.71,0.6000000000000001
ITA-Serie A,2223,2023-01-24 Lazio-AC Milan,18767,2023-01-24 19:45:00,1,1,Lazio,AC Milan,4,0,34,38,7,2,4,1,22,26,0,0,1,0,3,2,0,0,0,0,1,0,3,1,3,5,1,0,0,0,1,2,0,1,-46,-24,1,3,0,0,0,1,0,1,3,1,87.82,71.18,Alessio Romagnoli | Pedro | Nicolò Casale | Sergej Milinkovic-Savic | Adam Marusic | Danilo Cataldi | Matías Vecino | Mattia Zaccagni | Manuel Lazzari | Felipe Anderson | Ivan Provedel,Matteo Gabbia | Fikayo Tomori | Theo Hernández | Brahim Diaz | Ismael Bennacer | Pierre Kalulu Kyatengwa | Rafael Leão | Olivier Giroud | Divock Origi | Sandro Tonali | Ciprian Tatarusanu,9,8,2,2,0,1,1,3,14,12,1,1,2.8,1.64,-0.8,0.36,0.95,0.75,0,0,2,0,1.08,1.6,0.93,1.41,0.32,0.06,0.12,0.04,-4,5,-4,0,1,-2,1,16.639999999999986,1.16,-0.52,-0.47999999999999987
ITA-Serie A,2223,2023-01-27 Bologna-Spezia,18773,2023-01-27 17:30:00,1,1,Bologna,Spezia,2,0,23,18,12,15,4,4,11,6,0,0,0,0,2,3,0,0,0,0,1,2,1,4,3,5,0,1,0,0,2,1,0,1,-32,-66,3,2,0,0,1,1,1,3,1,1,71.45,65.91,Musa Barrow | Stefan Posch | Nicolás Domínguez | Jhon Lucumí | Charalampos Lykogiannis | Lukasz Skorupski | Michel Aebischer | Adama Soumaoro | Lewis Ferguson | Riccardo Orsolini | Gary Medel,M'Bala Nzola | Kelvin Adou | Ethan Ampadu | Dimitris Nikolaou | Mehdi Bourabia | Bartlomiej Dragowski | Arkadiusz Reca | Jakub Kiwior | Kevin Agudelo | Emmanuel Gyasi | Emil Holm,6,9,4,0,1,2,3,6,15,15,1,1,0.85,0.23,0.15,-0.23,0.39,0.5,0,0,-2,-1,0.87,0.59,0.6,0.75,-0.08,0.03,0.03,0.41,5,-3,5,0,0,1,-3,5.540000000000006,0.62,0.28,-0.15000000000000002
ITA-Serie A,2223,2023-01-27 Lecce-Salernitana,18778,2023-01-27 19:45:00,1,2,Lecce,Salernitana,1,2,20,18,14,15,4,4,8,6,0,0,0,0,0,2,0,0,0,0,1,1,1,0,5,4,0,1,0,0,1,3,0,1,-16,-34,3,4,0,0,1,3,1,1,1,2,67.27,56.0,Alexis Blin | Federico Baschirotto | Gabriel Strefezza | Morten Hjulmand | Federico Di Francesco | Valentin Gendrey | Lorenzo Colombo | Joan Gonzàlez | Samuel Umtiti | Wladimiro Falcone | Antonino Gallo,Flavius Daniliuc | Lorenzo Pirola | Federico Fazio | Krzysztof Piatek | Pasquale Mazzocchi | Luigi Sepe | Domagoj Bradaric | Lassana Coulibaly | Tonny Vilhena | Antonio Candreva | Boulaye Dia,8,6,3,4,0,1,1,2,13,16,1,0,0.84,0.48,-0.84,-0.48,0.77,1.0,0,0,0,-1,0.6,0.58,0.42,0.45,0.12,0.17,0.18,0.14,2,-1,2,0,0,-1,2,11.269999999999996,0.36,0.020000000000000018,-0.030000000000000027
ITA-Serie A,2223,2023-01-28 Empoli-Torino,18775,2023-01-28 14:00:00,1,X,Empoli,Torino,2,2,25,26,11,9,4,4,13,14,0,0,0,1,3,2,0,0,2,0,0,1,1,1,5,3,0,0,0,0,1,1,1,0,-18,23,4,4,0,0,1,1,2,3,1,1,57.09,58.36,Tommaso Baldanzi | Nedim Bajrami | Petar Stojanovic | Filippo Bandinelli | Tyronne Ebuehi | Guglielmo Vicario | Martín Satriano | Fabiano Parisi | Razvan Marin | Sebastiano Luperto | Ardian Ismajli,Mergim Vojvoda | Valentino Lazaro | Vanja Milinkovic-Savic | Aleksey Miranchuk | Perr Schuurs | Samuele Ricci | Wilfried Stephane Singo | Nikola Vlasic | Alessandro Buongiorno | Sasa Lukic | Koffi Djidji,7,6,2,3,2,2,2,5,18,18,1,1,0.85,0.78,0.15,0.22,0.66,0.53,1,0,0,0,0.62,0.48,0.55,0.34,-0.06,0.14,0.02,0.23,-1,2,-1,0,-1,0,1,-1.269999999999996,0.06999999999999995,0.14,0.21000000000000002
ITA-Serie A,2223,2023-01-28 Cremonese-Inter,18774,2023-01-28 17:00:00,1,2,Cremonese,Inter,1,2,8,37,20,5,5,2,-4,25,0,0,1,1,5,2,0,1,1,1,0,0,2,0,4,5,0,1,0,0,0,1,0,1,12,-32,2,4,0,0,1,2,1,1,0,1,69.18,54.55,Emanuele Valeri | David Okereke | Cyriel Dessers | Luka Lochoshvili | Matteo Bianchetti | Emanuel Aiwu | Soualiho Meité | Leonardo Sernicola | Marco Carnesecchi | Charles Pickel | Michele Castagnetti,Edin Dzeko | Lautaro Martínez | Hakan Calhanoglu | Henrikh Mkhitaryan | Federico Dimarco | Francesco Acerbi | Nicolò Barella | Stefan de Vrij | Milan Skriniar | Alessandro Bastoni | André Onana,7,8,2,1,2,2,2,1,19,14,1,1,1.8,1.4,-0.8,-1.4,0.94,0.66,0,0,1,-1,0.57,1.55,0.43,1.28,0.04,-0.28,0.24,-0.05,-29,15,-29,0,0,-2,-1,14.63000000000001,0.40000000000000013,-0.9800000000000001,-0.8500000000000001
ITA-Serie A,2223,2023-01-28 Atalanta-Sampdoria,18772,2023-01-28 19:45:00,1,1,Atalanta,Sampdoria,2,0,35,9,7,19,4,5,23,-3,0,0,1,0,2,3,0,0,0,0,1,3,1,1,5,4,1,0,0,0,3,2,0,1,-35,-18,2,2,0,0,1,3,1,2,0,0,71.64,70.27,Éderson | Mario Pasalic | Teun Koopmeiners | Juan Musso | Giorgio Scalvini | Hans Hateboer | Ademola Lookman | Marten de Roon | Merih Demiral | Rafael Toloi | Joakim Maehle,Bruno Amione | Emil Audero | Valerio Verre | Mehdi Leris | Manolo Gabbiadini | Filip Djuricic | Bartosz Bereszynski | Tomás Rincón | Francesco Caputo | Tommaso Augello | Omar Colley,8,7,3,0,0,4,1,4,16,16,1,1,1.17,1.61,1.83,-1.61,0.84,0.76,0,0,0,-3,1.68,0.55,0.79,0.51,-0.18,0.07,-0.07,0.22,26,-12,26,0,1,0,1,1.3700000000000045,-0.44000000000000017,1.13,0.28
ITA-Serie A,2223,2023-01-29 AC Milan-Sassuolo,18779,2023-01-29 11:30:00,1,2,AC Milan,Sassuolo,2,5,38,17,5,17,2,4,26,5,0,0,0,0,2,2,0,0,1,0,1,0,0,2,5,4,1,0,0,0,1,3,1,0,-25,5,6,3,0,1,2,2,2,0,2,0,44.45,61.73,Fikayo Tomori | Theo Hernández | Brahim Diaz | Ismael Bennacer | Pierre Kalulu Kyatengwa | Rafael Leão | Olivier Giroud | Junior Messias | Divock Origi | Sandro Tonali | Ciprian Tatarusanu,Davide Frattesi | Andrea Pinamonti | Domenico Berardi | Jeremy Toljan | Rogerio | Andrea Consigli | Gianmarco Ferrari | Martin Erlic | Kristian Thorstvedt | Armand Lauriente | Hamed Junior Traore,5,7,4,2,2,2,2,2,14,15,1,0,1.04,1.71,-1.04,-0.71,0.84,0.6,0,0,-1,1,1.15,1.03,1.24,0.74,0.45,0.01,0.39,0.28,21,-12,21,0,0,3,-2,-17.279999999999994,-0.6699999999999999,0.11999999999999988,0.5
ITA-Serie A,2223,2023-01-29 Juventus-Monza,18776,2023-01-29 14:00:00,1,2,Juventus,Monza,0,2,38,22,4,13,1,4,26,10,0,0,1,0,1,2,0,0,0,0,1,0,1,0,4,5,0,0,0,0,3,1,0,1,7,-3,4,3,0,0,2,2,1,1,2,1,54.55,70.82,Juan Cuadrado | Moise Kean | Wojciech Szczesny | Alex Sandro | Weston McKennie | Adrien Rabiot | Filip Kostic | Manuel Locatelli | Danilo | Bremer | Arkadiusz Milik,Marlon Santos | Armando Izzo | Gianluca Caprari | Andrea Petagna | Matteo Pessina | Dany Mota | Carlos Augusto | Michele Di Gregorio | Luca Caldirola | Pablo Marí | Patrick Ciurria,6,9,3,2,2,0,1,4,15,13,1,1,1.92,0.97,1.08,0.03,0.74,0.64,0,0,-2,0,1.24,1.08,1.13,0.67,-0.26,-0.03,0.1,0.14,16,-9,16,0,1,1,-3,-16.269999999999996,0.95,0.15999999999999992,0.45999999999999985
ITA-Serie A,2223,2023-01-29 Lazio-Fiorentina,18777,2023-01-29 17:00:00,1,X,Lazio,Fiorentina,1,1,37,23,6,13,3,4,25,11,0,0,1,1,1,2,0,0,0,0,0,0,3,0,4,5,0,0,0,0,4,1,0,1,66,24,0,5,0,0,0,2,0,1,0,2,87.64,49.91,Alessio Romagnoli | Pedro | Nicolò Casale | Sergej Milinkovic-Savic | Adam Marusic | Danilo Cataldi | Matías Vecino | Mattia Zaccagni | Manuel Lazzari | Felipe Anderson | Ivan Provedel,Cristiano Biraghi | Jonathan Ikone | Alfred Duncan | Giacomo Bonaventura | Igor Julio | Nikola Milenkovic | Arthur Cabral | Christian Kouamé | Dodô | Pietro Terracciano | Sofyan Amrabat,9,7,2,4,0,0,1,2,13,15,1,1,2.9,1.03,1.1,-1.03,0.82,0.43,0,0,0,0,1.22,1.08,0.99,0.53,-0.14,-0.3,0.06,-0.19,14,-7,14,0,0,-5,2,37.730000000000004,1.8699999999999999,0.1399999999999999,0.45999999999999996
