LIGA,TEMPORADA,PARTIDO,GAMEID,DATE,RULE5SUBS,RESULTADO,HOMETEAM,AWAYTEAM,HOMEGOALS,AWAYGOALS,HOMETEAMPOINTS,AWAYTEAMPOINTS,HOMEPOSITION,AWAYPOSITION,HOMESITUACION,AWAYSITUACION,HOMEDIST_DESCENSO,AWAYDIST_DESCENSO,HOMEEUROPA,AWAYEUROPA,HOMENATIONALCUP,AWAYNATIONALCUP,HOME_YELLOW_PREV,AWAY_YELLOW_PREV,HOME_RED_PREV,AWAY_RED_PREV,HOME_PREV_SUSPENDED,AWAY_PREV_SUSPENDED,HOME_SUBS_INJURY,AWAY_SUBS_INJURY,HOME_YELLOW_ACCUM,AWAY_YELLOW_ACCUM,HOME_TOTAL_SUBS,AWAY_TOTAL_SUBS,HOME_EARLY_SUBS_U45,AWAY_EARLY_SUBS_U45,HOME_HT_SUBS,AWAY_HT_SUBS,HOME_LATE_SUBS_O75,AWAY_LATE_SUBS_O75,HOME_SUBS_AFTER_CARD,AWAY_SUBS_AFTER_CARD,HOME_REACTION_TIME,AWAY_REACTION_TIME,HOME_CHURN_STARTERS,AWAY_CHURN_STARTERS,HOME_ROTATION_GK,AWAY_ROTATION_GK,HOME_ROTATION_DF,AWAY_ROTATION_DF,HOME_ROTATION_MID,AWAY_ROTATION_MID,HOME_ROTATION_FW,AWAY_ROTATION_FW,HOME_FATIGUE_LOAD,AWAY_FATIGUE_LOAD,HOME_IDEAL_11_MINS,AWAY_IDEAL_11_MINS,HOME_FIDELIDAD_IDEAL,AWAY_FIDELIDAD_IDEAL,HOME_BENCHED_IDEAL,AWAY_BENCHED_IDEAL,HOME_ABSENT_IDEAL,AWAY_ABSENT_IDEAL,HOME_POS_SKEW_IDEAL,AWAY_POS_SKEW_IDEAL,HOME_TURNOVER_3J,AWAY_TURNOVER_3J,HOME_DEF_STABILITY,AWAY_DEF_STABILITY,HOME_TEAM_XG_ACC,AWAY_TEAM_XG_ACC,HOME_LUCK_RATIO,AWAY_LUCK_RATIO,HOME_CREATIVE_DEP,AWAY_CREATIVE_DEP,HOME_SUB_CONTRIB,AWAY_SUB_CONTRIB,HOME_POINTS_SAVED,AWAY_POINTS_SAVED,HOME_STARTING_XG_POWER,AWAY_STARTING_XG_POWER,HOME_STARTING_XA_POWER,AWAY_STARTING_XA_POWER,HOME_POWER_DROP_PREV,AWAY_POWER_DROP_PREV,HOME_POWER_DROP_IDEAL,AWAY_POWER_DROP_IDEAL,DIFF_POINTS,DIFF_POSITION,DIFF_DESCENSO,DIFF_EUROPA,DIFF_CUP,DIFF_CHURN,DIFF_FIDELIDAD,DIFF_FATIGUE,DIFF_XG,DIFF_XG_POWER,DIFF_XA_POWER
ITA-Serie A,1920,2019-11-03 Atalanta-Cagliari,13189,2019-11-03 11:30:00,0,2,Atalanta,Cagliari,0,2,21,18,4,6,1,3,14,11,1,0,0,0,3,2,0,0,1,1,0,1,0,0,3,3,0,0,0,0,1,1,1,0,9,-10,2,4,0,0,0,2,2,2,1,0,71.45,60.45,Berat Gjimshiti | Mario Pasalic | Remo Freuler | Hans Hateboer | Josip Ilicic | Robin Gosens | Pierluigi Gollini | José Luis Palomino | Rafael Toloi | Alejandro Gomez | Marten de Roon,Giovanni Simeone | Nahitan Nández | João Pedro | Robin Olsen | Luca Pellegrini | Artur Ionita | Fabio Pisacane | Luca Ceppitelli | Marko Rog | Luca Cigarini | Radja Nainggolan,9,6,1,5,1,0,2,2,16,14,1,1,1.35,1.35,0.65,1.65,0.58,0.63,0,0,1,3,2.35,0.8,1.46,0.41,-0.52,0.14,-0.57,0.08,3,-2,3,1,0,-2,3,11.0,0.0,1.55,1.05
ITA-Serie A,1920,2019-11-03 Genoa-Udinese,13192,2019-11-03 14:00:00,0,2,Genoa,Udinese,1,3,8,10,17,14,4,4,1,3,0,0,0,0,1,4,1,0,1,1,1,1,0,1,3,3,0,0,0,0,2,1,1,1,2,17,1,5,0,0,0,3,1,1,1,1,78.45,48.27,Andrea Pinamonti | Cristian Romero | Christian Kouamé | Cristian Zapata | Lukas Lerager | Lasse Schöne | Paolo Ghiglione | Domenico Criscito | Ionut Radu | Ivan Radovanovic | Antonio Barreca,Samir | Kevin Lasagna | Ken Sema | Jens Stryger Larsen | William Troost-Ekong | Rodrigo de Paul | Juan Musso | Seko Fofana | Rolando Mandragora | Mato Jajalo | Rodrigo Becão,7,5,3,4,1,2,1,2,17,12,1,1,0.27,0.56,0.73,-0.56,0.86,0.45,0,0,-1,0,0.89,0.72,0.55,0.48,0.06,0.15,0.15,-0.15,-2,3,-2,0,0,-4,2,30.18,-0.29000000000000004,0.17000000000000004,0.07000000000000006
ITA-Serie A,1920,2019-11-03 Lecce-Sassuolo,13194,2019-11-03 14:00:00,0,X,Lecce,Sassuolo,2,2,9,9,16,15,4,4,2,2,0,0,0,0,2,3,1,0,1,0,0,0,1,1,3,3,0,0,0,0,1,1,1,1,25,-5,4,5,0,0,1,1,2,3,1,1,58.82,54.27,Andrea Rispoli | Filippo Falco | Fabio Lucioni | Gabriel | Zan Majer | Marco Calderoni | Panagiotis Tachtsidis | Andrea Tabanelli | Marco Mancosu | Luca Rossettini | Jacopo Petriccione,Federico Peluso | Domenico Berardi | Jeremie Boga | Alfred Duncan | Jeremy Toljan | Francesco Caputo | Marlon Santos | Gianmarco Ferrari | Hamed Junior Traore | Andrea Consigli | Pedro Obiang,8,7,2,3,1,1,2,0,16,16,1,1,1.08,0.96,-0.08,0.04,0.81,0.9,0,0,-2,-3,1.12,0.9,0.27,0.74,-0.68,0.11,-0.34,0.39,0,1,0,0,0,-1,1,4.549999999999997,0.1200000000000001,0.22000000000000008,-0.47
ITA-Serie A,1920,2019-11-03 Verona-Brescia,13193,2019-11-03 14:00:00,0,1,Verona,Brescia,2,1,12,7,12,18,4,5,5,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,1,1,-10,31,2,2,0,1,3,0,1,2,0,0,71.09,74.09,Amir Rrahmani | Matteo Pessina | Marco Silvestri | Koray Günter | Marash Kumbulla | Sofyan Amrabat | Valerio Verre | Miguel Veloso | Marco Faraoni | Mattia Zaccagni | Darko Lazovic,Jesse Joronen | Andrea Cistana | Dimitri Bisoli | Sandro Tonali | Ales Mateju | Florian Aye | Daniele Dessena | Jhon Chancellor | Rômulo | Stefano Sabelli | Alfredo Donnarumma,9,8,1,2,1,1,2,3,14,16,1,0,0.37,1.95,0.63,-0.95,0.74,0.88,0,0,2,0,0.83,1.14,0.7,0.63,0.06,-0.32,0.02,-0.41,5,-6,5,0,0,0,1,-3.0,-1.58,-0.30999999999999994,0.06999999999999995
ITA-Serie A,1920,2019-11-03 Fiorentina-Parma Calcio 1913,13191,2019-11-03 17:00:00,0,X,Fiorentina,Parma Calcio 1913,1,1,15,13,8,10,4,4,8,6,0,0,0,0,4,1,0,0,1,0,0,0,1,1,3,2,0,0,0,0,2,1,1,0,26,-6,3,2,0,0,1,0,1,2,1,1,66.82,75.09,Martín Cáceres | Pol Lirola | Germán Pezzella | Bartlomiej Dragowski | Federico Chiesa | Erick Pulgar | Franck Ribéry | Dalbert | Nikola Milenkovic | Gaetano Castrovilli | Milan Badelj,Antonino Barillà | Roberto Inglese | Dejan Kulusevski | Hernani | Simone Iacoponi | Bruno Alves | Luigi Sepe | Riccardo Gagliolo | Gervinho | Matteo Darmian | Juraj Kucka,7,7,1,2,3,2,2,1,15,15,1,1,1.15,1.17,0.85,-1.17,0.74,0.67,0,0,2,-3,1.0,0.79,0.68,0.93,0.25,-0.04,0.44,0.42,2,-2,2,0,0,1,0,-8.27000000000001,-0.020000000000000018,0.20999999999999996,-0.25
ITA-Serie A,1920,2019-11-03 AC Milan-Lazio,13195,2019-11-03 19:45:00,0,2,AC Milan,Lazio,1,2,13,18,11,6,4,3,6,11,0,1,0,0,4,2,0,0,0,0,1,0,1,1,3,3,0,0,0,0,1,2,1,1,-6,15,2,4,0,0,1,2,1,2,0,0,74.45,58.91,Mateo Musacchio | Hakan Calhanoglu | Franck Kessié | Suso | Davide Calabria | Alessio Romagnoli | Lucas Paquetá | Gianluigi Donnarumma | Rafael Leão | Theo Hernández | Krzysztof Piatek,Joaquín Correa | Ciro Immobile | Thomas Strakosha | Luis Alberto | Sergej Milinkovic-Savic | Francesco Acerbi | Senad Lulic | Luiz Felipe | Stefan Radu | Marco Parolo | Lucas Leiva,7,9,2,2,2,0,3,3,15,16,1,1,2.01,2.3,-1.01,1.7,0.77,0.7,1,0,3,0,1.2,1.64,0.63,1.05,-0.1,-0.32,0.09,-0.05,-5,5,-5,-1,0,-2,-2,15.540000000000006,-0.29000000000000004,-0.43999999999999995,-0.42000000000000004
ITA-Serie A,1920,2019-11-04 SPAL 2013-Sampdoria,13197,2019-11-04 19:45:00,0,2,SPAL 2013,Sampdoria,0,1,7,5,19,20,5,5,0,-2,0,0,0,0,4,4,0,0,0,0,0,0,2,0,3,3,0,0,0,0,2,0,1,0,14,3,3,3,0,0,1,0,1,1,1,2,65.73,63.64,Etrit Berisha | Alessandro Murgia | Francesco Vicari | Gabriel Strefezza | Simone Missiroli | Andrea Petagna | Arkadiusz Reca | Jasmin Kurtic | Thiago Cionek | Nenad Tomovic | Igor Julio,Omar Colley | Ronaldo Vieira | Emiliano Rigoni | Bartosz Bereszynski | Fabio Depaoli | Manolo Gabbiadini | Emil Audero | Jeison Murillo | Fabio Quagliarella | Nicola Murru | Albin Ekdal,9,7,2,4,0,0,2,1,15,17,1,1,0.34,1.68,-0.34,-0.68,0.76,0.63,0,2,-1,0,0.8,0.69,0.65,0.56,-0.02,0.12,-0.14,0.28,2,-1,2,0,0,0,2,2.0900000000000034,-1.3399999999999999,0.1100000000000001,0.08999999999999997
ITA-Serie A,1920,2019-11-08 Sassuolo-Bologna,13207,2019-11-08 19:45:00,0,1,Sassuolo,Bologna,3,1,10,12,15,13,4,4,2,4,0,0,0,0,3,3,0,0,1,0,0,0,0,1,3,3,0,0,0,0,2,2,1,1,9,11,3,2,0,0,0,0,2,1,1,1,66.55,73.64,Federico Peluso | Domenico Berardi | Jeremie Boga | Alfred Duncan | Jeremy Toljan | Francesco Caputo | Marlon Santos | Gianmarco Ferrari | Hamed Junior Traore | Andrea Consigli | Pedro Obiang,Ladislav Krejci | Riccardo Orsolini | Stefano Denswil | Gary Medel | Roberto Soriano | Lukasz Skorupski | Rodrigo Palacio | Mattia Bani | Andrea Poli | Takehiro Tomiyasu | Nicola Sansone,6,7,3,2,2,2,0,0,16,16,1,1,2.46,0.38,-0.46,0.62,0.68,0.56,0,0,1,-3,1.03,1.13,0.81,1.07,-0.13,0.72,0.36,0.5,-2,2,-2,0,0,1,-1,-7.090000000000003,2.08,-0.09999999999999987,-0.26
ITA-Serie A,1920,2019-11-09 Brescia-Torino,13199,2019-11-09 14:00:00,0,2,Brescia,Torino,0,4,7,11,19,15,5,4,-1,3,0,0,0,0,4,4,1,0,1,0,0,0,0,0,3,3,0,0,0,0,1,3,0,1,-20,24,3,2,0,0,2,1,1,1,1,0,65.45,72.36,Jesse Joronen | Andrea Cistana | Dimitri Bisoli | Sandro Tonali | Ales Mateju | Florian Aye | Mario Balotelli | Jhon Chancellor | Rômulo | Stefano Sabelli | Alfredo Donnarumma,Salvatore Sirigu | Cristian Ansaldi | Armando Izzo | Tomás Rincón | Lyanco | Andrea Belotti | Simone Verdi | Daniele Baselli | Lorenzo De Silvestri | Ola Aina | Soualiho Meité,9,8,1,2,1,1,1,0,16,18,1,1,1.0,0.36,0.0,-0.36,0.6,0.51,0,0,0,0,0.92,0.7,0.65,0.61,0.22,0.03,0.23,0.15,-4,4,-4,0,0,1,1,-6.909999999999997,0.64,0.22000000000000008,0.040000000000000036
ITA-Serie A,1920,2019-11-09 Inter-Verona,13201,2019-11-09 17:00:00,0,1,Inter,Verona,2,1,28,15,2,9,1,4,20,7,1,0,0,0,4,1,0,0,0,0,0,2,0,1,3,3,0,1,0,0,1,1,1,0,-11,-31,1,2,0,0,0,1,1,3,0,1,81.55,75.36,Stefan de Vrij | Nicolò Barella | Samir Handanovic | Milan Skriniar | Roberto Gagliardini | Romelu Lukaku | Marcelo Brozovic | Kwadwo Asamoah | Lautaro Martínez | Antonio Candreva | Diego Godín,Amir Rrahmani | Matteo Pessina | Marco Silvestri | Koray Günter | Marash Kumbulla | Sofyan Amrabat | Valerio Verre | Miguel Veloso | Marco Faraoni | Mattia Zaccagni | Darko Lazovic,7,9,2,0,2,2,1,4,14,15,1,1,2.14,1.14,-0.14,0.86,0.64,0.61,0,1,3,2,1.49,0.79,0.8,0.69,0.02,0.04,0.09,0.09,13,-7,13,1,0,-1,-2,6.189999999999998,1.0000000000000002,0.7,0.1100000000000001
ITA-Serie A,1920,2019-11-09 Napoli-Genoa,13204,2019-11-09 19:45:00,0,X,Napoli,Genoa,0,0,18,8,7,18,4,5,10,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,50,1,4,3,1,0,2,1,0,2,1,2,54.73,61.27,Lorenzo Insigne | Giovanni Di Lorenzo | Fabián | Piotr Zielinski | Alex Meret | Allan | Kostas Manolas | Dries Mertens | Arkadiusz Milik | Kalidou Koulibaly | José Callejón,Andrea Pinamonti | Cristian Romero | Christian Kouamé | Cristian Zapata | Lukas Lerager | Lasse Schöne | Peter Ankersen | Paolo Ghiglione | Domenico Criscito | Ionut Radu | Ivan Radovanovic,7,7,1,2,3,2,4,1,18,15,0,1,1.66,1.48,-0.66,-0.48,0.75,0.55,1,0,-1,0,1.34,0.68,1.21,0.88,0.92,0.21,0.86,0.42,10,-11,10,1,0,1,0,-6.540000000000006,0.17999999999999994,0.66,0.32999999999999996
ITA-Serie A,1920,2019-11-10 Cagliari-Fiorentina,13200,2019-11-10 11:30:00,0,1,Cagliari,Fiorentina,5,2,21,16,6,8,3,4,13,8,0,0,0,0,3,2,0,0,0,0,0,0,0,2,3,2,0,0,0,0,2,1,1,1,5,-8,3,4,0,0,1,3,2,0,0,1,64.91,60.45,Giovanni Simeone | Nahitan Nández | João Pedro | Robin Olsen | Luca Pellegrini | Fabrizio Cacciatore | Fabio Pisacane | Luca Ceppitelli | Marko Rog | Luca Cigarini | Radja Nainggolan,Martín Cáceres | Pol Lirola | Germán Pezzella | Bartlomiej Dragowski | Federico Chiesa | Erick Pulgar | Franck Ribéry | Dalbert | Nikola Milenkovic | Gaetano Castrovilli | Milan Badelj,10,10,0,0,1,1,0,0,17,17,1,1,1.11,1.37,0.89,-0.37,0.59,0.63,0,0,0,1,0.77,1.25,0.83,0.76,0.03,-0.25,0.07,0.13,5,-2,5,0,0,-1,0,4.459999999999994,-0.26,-0.48,0.06999999999999995
ITA-Serie A,1920,2019-11-10 Udinese-SPAL 2013,13208,2019-11-10 14:00:00,0,X,Udinese,SPAL 2013,0,0,13,7,14,20,4,5,5,-1,0,0,0,0,2,3,0,0,0,1,1,1,2,4,3,3,0,0,0,0,1,1,0,0,17,-9,3,6,0,0,2,2,1,2,0,2,66.0,45.45,Samir | Stefano Okaka | Kevin Lasagna | Ken Sema | Mato Jajalo | Jens Stryger Larsen | Rodrigo de Paul | Juan Musso | Rolando Mandragora | William Troost-Ekong | Rodrigo Becão,Etrit Berisha | Alessandro Murgia | Francesco Vicari | Gabriel Strefezza | Simone Missiroli | Andrea Petagna | Arkadiusz Reca | Jasmin Kurtic | Thiago Cionek | Nenad Tomovic | Igor Julio,9,7,2,3,0,1,0,2,16,15,1,1,1.4,0.5,1.6,-0.5,0.54,0.55,2,0,0,-3,0.74,0.47,0.63,0.4,-0.02,0.33,0.11,0.12,6,-6,6,0,0,-3,2,20.549999999999997,0.8999999999999999,0.27,0.22999999999999998
ITA-Serie A,1920,2019-11-10 Sampdoria-Atalanta,13206,2019-11-10 14:00:00,0,X,Sampdoria,Atalanta,0,0,8,21,19,6,5,3,0,13,0,1,0,0,1,2,0,1,0,1,1,0,0,1,3,3,0,1,0,0,0,1,0,1,20,-28,2,3,0,0,1,0,2,3,1,1,72.18,68.36,Omar Colley | Alex Ferrari | Ronaldo Vieira | Bartosz Bereszynski | Fabio Depaoli | Emil Audero | Jeison Murillo | Jakub Jankto | Fabio Quagliarella | Nicola Murru | Albin Ekdal,Berat Gjimshiti | Mario Pasalic | Remo Freuler | Hans Hateboer | Josip Ilicic | Robin Gosens | Pierluigi Gollini | José Luis Palomino | Rafael Toloi | Alejandro Gomez | Marten de Roon,10,8,1,2,0,1,2,2,17,14,1,1,0.89,0.76,0.11,-0.76,0.76,0.57,2,0,3,-1,0.96,1.69,0.49,1.4,-0.27,0.66,-0.21,-0.05,-13,13,-13,-1,0,-1,2,3.8200000000000074,0.13,-0.73,-0.9099999999999999
ITA-Serie A,1920,2019-11-10 Lazio-Lecce,13203,2019-11-10 14:00:00,0,1,Lazio,Lecce,4,2,21,10,6,16,3,4,12,1,1,0,0,0,5,2,0,0,0,0,0,2,1,1,3,3,0,2,0,0,0,0,0,0,-12,-59,2,1,0,0,2,0,0,1,1,0,68.18,73.27,Joaquín Correa | Thomas Strakosha | Luis Alberto | Ciro Immobile | Sergej Milinkovic-Savic | Francesco Acerbi | Senad Lulic | Luiz Felipe | Stefan Radu | Manuel Lazzari | Lucas Leiva,Andrea Rispoli | Filippo Falco | Fabio Lucioni | Gabriel | Zan Majer | Marco Calderoni | Panagiotis Tachtsidis | Andrea Tabanelli | Marco Mancosu | Luca Rossettini | Jacopo Petriccione,10,8,0,2,1,1,0,2,15,16,1,1,1.11,0.48,0.89,1.52,0.9,0.7,0,1,0,0,1.56,1.08,1.1,0.28,0.08,0.04,-0.01,-0.3,11,-10,11,1,0,1,2,-5.089999999999989,0.6300000000000001,0.48,0.8200000000000001
ITA-Serie A,1920,2019-11-10 Parma Calcio 1913-Roma,13205,2019-11-10 17:00:00,0,1,Parma Calcio 1913,Roma,2,0,14,22,10,6,4,3,5,13,0,1,0,0,2,3,0,1,0,1,0,0,1,0,3,3,0,0,0,0,2,2,0,0,9,49,2,1,0,0,1,1,0,0,1,0,73.64,80.18,Antonino Barillà | Matteo Scozzarella | Dejan Kulusevski | Hernani | Simone Iacoponi | Bruno Alves | Luigi Sepe | Riccardo Gagliolo | Gervinho | Matteo Darmian | Juraj Kucka,Chris Smalling | Bryan Cristante | Justin Kluivert | Edin Dzeko | Federico Fazio | Alessandro Florenzi | Aleksandar Kolarov | Jordan Veretout | Nicolo Zaniolo | Gianluca Mancini | Pau López,9,9,2,1,0,1,2,2,14,14,1,1,0.7,2.21,0.3,-0.21,0.73,0.43,0,0,-2,2,1.03,1.93,0.89,0.8,-0.24,-0.03,-0.13,-0.15,-8,4,-8,-1,0,1,0,-6.540000000000006,-1.51,-0.8999999999999999,0.08999999999999997
ITA-Serie A,1920,2019-11-10 Juventus-AC Milan,13202,2019-11-10 19:45:00,0,1,Juventus,AC Milan,1,0,29,13,2,14,1,4,20,4,1,0,0,0,2,3,0,0,0,0,0,1,1,2,3,3,0,1,0,0,1,1,1,1,1,-11,2,2,0,0,1,1,0,0,1,1,73.18,69.82,Wojciech Szczesny | Sami Khedira | Alex Sandro | Cristiano Ronaldo | Matthijs de Ligt | Juan Cuadrado | Leonardo Bonucci | Blaise Matuidi | Paulo Dybala | Federico Bernardeschi | Miralem Pjanic,Ismael Bennacer | Mateo Musacchio | Hakan Calhanoglu | Franck Kessié | Suso | Davide Calabria | Alessio Romagnoli | Gianluigi Donnarumma | Rafael Leão | Theo Hernández | Krzysztof Piatek,9,7,2,2,0,2,1,2,18,17,1,1,1.8,0.72,-0.8,0.28,0.6,0.67,1,0,0,0,1.47,1.01,1.11,0.74,0.04,0.19,0.22,0.11,16,-12,16,1,0,0,2,3.3600000000000136,1.08,0.45999999999999996,0.3700000000000001
ITA-Serie A,1920,2019-11-23 Atalanta-Juventus,13209,2019-11-23 14:00:00,0,2,Atalanta,Juventus,1,3,22,32,5,1,2,1,13,23,1,1,0,0,2,1,1,0,2,0,0,0,1,1,2,3,0,0,0,0,1,0,1,1,24,-7,3,3,0,0,0,1,2,1,1,1,65.09,66.0,Berat Gjimshiti | Mario Pasalic | Remo Freuler | Hans Hateboer | Robin Gosens | Timothy Castagne | Pierluigi Gollini | José Luis Palomino | Rafael Toloi | Alejandro Gomez | Marten de Roon,Wojciech Szczesny | Juan Cuadrado | Matthijs de Ligt | Alex Sandro | Cristiano Ronaldo | Leonardo Bonucci | Blaise Matuidi | Paulo Dybala | Federico Bernardeschi | Gonzalo Higuaín | Miralem Pjanic,10,8,1,1,0,2,3,3,14,16,1,1,0.52,1.12,-0.52,-0.12,0.7,0.66,0,1,0,0,1.37,1.32,1.25,0.85,0.32,0.15,-0.11,0.47,-10,4,-10,0,0,0,2,-0.9099999999999966,-0.6000000000000001,0.050000000000000044,0.4
ITA-Serie A,1920,2019-11-23 AC Milan-Napoli,13213,2019-11-23 17:00:00,0,X,AC Milan,Napoli,1,1,13,19,14,7,4,4,4,10,0,1,0,0,5,1,0,0,2,0,0,0,0,0,3,3,0,0,0,0,1,1,0,1,26,1,4,3,0,1,1,0,1,2,2,1,55.09,62.36,Mateo Musacchio | Hakan Calhanoglu | Franck Kessié | Suso | Davide Calabria | Alessio Romagnoli | Lucas Paquetá | Gianluigi Donnarumma | Rafael Leão | Theo Hernández | Krzysztof Piatek,Lorenzo Insigne | Giovanni Di Lorenzo | Nikola Maksimovic | Fabián | Piotr Zielinski | Alex Meret | Allan | Dries Mertens | Arkadiusz Milik | Kalidou Koulibaly | José Callejón,6,8,4,2,1,1,3,4,15,17,1,0,0.52,0.89,-0.52,-0.89,0.7,0.64,0,0,0,0,0.72,0.9,0.4,0.84,0.29,0.44,0.41,1.14,-6,7,-6,-1,0,1,-2,-7.269999999999996,-0.37,-0.18000000000000005,-0.43999999999999995
ITA-Serie A,1920,2019-11-23 Torino-Inter,13218,2019-11-23 19:45:00,0,2,Torino,Inter,0,3,14,31,11,2,4,1,5,22,0,1,0,0,3,3,0,0,0,0,0,0,1,1,3,3,0,0,0,0,1,2,1,1,-13,-8,2,2,0,0,1,2,1,0,1,0,69.18,70.91,Salvatore Sirigu | Cristian Ansaldi | Armando Izzo | Nicolas N'Koulou | Tomás Rincón | Lyanco | Andrea Belotti | Simone Verdi | Daniele Baselli | Ola Aina | Soualiho Meité,Stefan de Vrij | Nicolò Barella | Samir Handanovic | Milan Skriniar | Alessandro Bastoni | Roberto Gagliardini | Romelu Lukaku | Marcelo Brozovic | Lautaro Martínez | Antonio Candreva | Diego Godín,8,8,2,2,1,1,2,0,16,15,1,1,3.11,2.25,0.89,-0.25,0.42,0.46,3,0,3,0,1.04,1.7,0.67,0.74,-0.34,-0.21,-0.13,-0.12,-17,9,-17,-1,0,0,0,-1.7299999999999898,0.8599999999999999,-0.6599999999999999,-0.06999999999999995
ITA-Serie A,1920,2019-11-24 Bologna-Parma Calcio 1913,13210,2019-11-24 11:30:00,0,X,Bologna,Parma Calcio 1913,2,2,12,17,15,8,4,4,3,8,0,0,0,0,6,3,0,0,1,1,0,2,1,0,3,3,0,1,0,0,1,2,1,1,-15,-25,4,3,0,0,2,1,1,2,1,2,60.27,69.64,Ladislav Krejci | Ibrahima Mbaye | Riccardo Orsolini | Gary Medel | Stefano Denswil | Roberto Soriano | Lukasz Skorupski | Rodrigo Palacio | Mattia Bani | Andrea Poli | Nicola Sansone,Antonino Barillà | Matteo Scozzarella | Dejan Kulusevski | Hernani | Simone Iacoponi | Bruno Alves | Luigi Sepe | Riccardo Gagliolo | Gervinho | Matteo Darmian | Juraj Kucka,8,9,1,0,2,2,1,2,17,15,1,1,0.54,1.3,0.46,0.7,0.74,0.54,0,1,0,2,1.2,0.5,1.0,0.59,-0.07,0.53,0.24,0.38,-5,7,-5,0,0,1,-1,-9.369999999999997,-0.76,0.7,0.41000000000000003
ITA-Serie A,1920,2019-11-24 Roma-Brescia,13214,2019-11-24 14:00:00,0,1,Roma,Brescia,3,0,22,7,6,20,3,5,13,-2,1,0,0,0,2,3,0,1,1,1,1,0,1,2,3,3,1,1,0,0,1,1,0,1,-54,-10,3,5,0,0,2,2,2,1,0,2,66.82,55.64,Chris Smalling | Leonardo Spinazzola | Justin Kluivert | Edin Dzeko | Federico Fazio | Alessandro Florenzi | Aleksandar Kolarov | Jordan Veretout | Nicolo Zaniolo | Gianluca Mancini | Pau López,Jesse Joronen | Andrea Cistana | Dimitri Bisoli | Sandro Tonali | Ales Mateju | Mario Balotelli | Florian Aye | Jhon Chancellor | Rômulo | Stefano Sabelli | Alfredo Donnarumma,9,8,1,1,1,2,4,1,13,16,1,1,1.0,0.61,-1.0,-0.61,0.34,0.74,0,0,-1,0,1.69,0.62,1.32,0.63,0.24,0.3,-0.07,0.39,15,-14,15,1,0,-2,1,11.179999999999993,0.39,1.0699999999999998,0.6900000000000001
ITA-Serie A,1920,2019-11-24 Sassuolo-Lazio,13216,2019-11-24 14:00:00,0,2,Sassuolo,Lazio,1,2,13,24,14,4,4,1,4,15,0,1,0,0,2,2,0,0,0,0,1,0,0,1,3,3,0,0,0,0,2,1,1,1,-3,-8,2,0,0,0,1,0,1,0,1,0,70.45,84.73,Federico Peluso | Francesco Magnanelli | Domenico Berardi | Jeremie Boga | Alfred Duncan | Jeremy Toljan | Francesco Caputo | Marlon Santos | Gregoire Defrel | Andrea Consigli | Pedro Obiang,Joaquín Correa | Ciro Immobile | Thomas Strakosha | Luis Alberto | Sergej Milinkovic-Savic | Francesco Acerbi | Senad Lulic | Luiz Felipe | Stefan Radu | Manuel Lazzari | Lucas Leiva,8,10,1,0,2,1,1,0,16,16,1,1,2.8,3.66,0.2,0.34,0.78,0.47,0,0,0,3,0.92,1.74,0.82,1.16,0.11,-0.18,0.4,0.0,-11,10,-11,-1,0,2,-2,-14.280000000000001,-0.8600000000000003,-0.82,-0.33999999999999997
ITA-Serie A,1920,2019-11-24 Verona-Fiorentina,13211,2019-11-24 14:00:00,0,1,Verona,Fiorentina,1,0,15,16,10,9,4,4,6,7,0,0,0,0,1,3,0,0,0,2,1,0,1,0,3,3,0,0,0,0,1,1,0,1,36,-7,2,4,0,0,1,0,0,4,1,1,70.82,59.18,Amir Rrahmani | Matteo Pessina | Marco Silvestri | Koray Günter | Marash Kumbulla | Sofyan Amrabat | Valerio Verre | Miguel Veloso | Marco Faraoni | Mattia Zaccagni | Darko Lazovic,Martín Cáceres | Pol Lirola | Germán Pezzella | Bartlomiej Dragowski | Federico Chiesa | Erick Pulgar | Franck Ribéry | Dalbert | Nikola Milenkovic | Gaetano Castrovilli | Milan Badelj,8,7,1,2,2,2,4,4,14,17,1,1,1.27,0.87,-0.27,1.13,0.63,0.59,0,0,0,0,0.89,0.78,0.53,0.49,-0.1,0.47,-0.05,0.42,-1,1,-1,0,0,-2,1,11.639999999999993,0.4,0.10999999999999999,0.040000000000000036
