LIGA,TEMPORADA,PARTIDO,GAMEID,DATE,RULE5SUBS,RESULTADO,HOMETEAM,AWAYTEAM,HOMEGOALS,AWAYGOALS,HOMETEAMPOINTS,AWAYTEAMPOINTS,HOMEPOSITION,AWAYPOSITION,HOMESITUACION,AWAYSITUACION,HOMEDIST_DESCENSO,AWAYDIST_DESCENSO,HOMEEUROPA,AWAYEUROPA,HOMENATIONALCUP,AWAYNATIONALCUP,HOME_YELLOW_PREV,AWAY_YELLOW_PREV,HOME_RED_PREV,AWAY_RED_PREV,HOME_PREV_SUSPENDED,AWAY_PREV_SUSPENDED,HOME_SUBS_INJURY,AWAY_SUBS_INJURY,HOME_YELLOW_ACCUM,AWAY_YELLOW_ACCUM,HOME_TOTAL_SUBS,AWAY_TOTAL_SUBS,HOME_EARLY_SUBS_U45,AWAY_EARLY_SUBS_U45,HOME_HT_SUBS,AWAY_HT_SUBS,HOME_LATE_SUBS_O75,AWAY_LATE_SUBS_O75,HOME_SUBS_AFTER_CARD,AWAY_SUBS_AFTER_CARD,HOME_REACTION_TIME,AWAY_REACTION_TIME,HOME_CHURN_STARTERS,AWAY_CHURN_STARTERS,HOME_ROTATION_GK,AWAY_ROTATION_GK,HOME_ROTATION_DF,AWAY_ROTATION_DF,HOME_ROTATION_MID,AWAY_ROTATION_MID,HOME_ROTATION_FW,AWAY_ROTATION_FW,HOME_FATIGUE_LOAD,AWAY_FATIGUE_LOAD,HOME_IDEAL_11_MINS,AWAY_IDEAL_11_MINS,HOME_FIDELIDAD_IDEAL,AWAY_FIDELIDAD_IDEAL,HOME_BENCHED_IDEAL,AWAY_BENCHED_IDEAL,HOME_ABSENT_IDEAL,AWAY_ABSENT_IDEAL,HOME_POS_SKEW_IDEAL,AWAY_POS_SKEW_IDEAL,HOME_TURNOVER_3J,AWAY_TURNOVER_3J,HOME_DEF_STABILITY,AWAY_DEF_STABILITY,HOME_TEAM_XG_ACC,AWAY_TEAM_XG_ACC,HOME_LUCK_RATIO,AWAY_LUCK_RATIO,HOME_CREATIVE_DEP,AWAY_CREATIVE_DEP,HOME_SUB_CONTRIB,AWAY_SUB_CONTRIB,HOME_POINTS_SAVED,AWAY_POINTS_SAVED,HOME_STARTING_XG_POWER,AWAY_STARTING_XG_POWER,HOME_STARTING_XA_POWER,AWAY_STARTING_XA_POWER,HOME_POWER_DROP_PREV,AWAY_POWER_DROP_PREV,HOME_POWER_DROP_IDEAL,AWAY_POWER_DROP_IDEAL,DIFF_POINTS,DIFF_POSITION,DIFF_DESCENSO,DIFF_EUROPA,DIFF_CUP,DIFF_CHURN,DIFF_FIDELIDAD,DIFF_FATIGUE,DIFF_XG,DIFF_XG_POWER,DIFF_XA_POWER
ITA-Serie A,2425,2024-10-30 Atalanta-Monza,27452,2024-10-30 19:45:00,1,1,Atalanta,Monza,2,0,16,8,5,17,1,4,8,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,5,4,0,0,0,0,1,3,0,1,10,-12,1,5,0,0,1,2,0,2,0,1,75.27,50.27,Marco Carnesecchi | Isak Hien | Mario Pasalic | Raoul Bellanova | Charles De Ketelaere | Éderson | Matteo Ruggeri | Marten de Roon | Mateo Retegui | Berat Gjimshiti | Davide Zappacosta,Dany Mota | Stefano Turati | Georgios Kyriakopoulos | Pedro Pereira | Milan Djuric | Pablo Marí | Warren Bondo | Andrea Carboni | Matteo Pessina | Armando Izzo | Daniel Maldini,9,6,2,4,0,1,1,2,13,14,1,1,3.84,0.9,2.16,1.1,0.68,0.79,0,0,0,0,2.23,0.41,1.55,0.23,-0.31,0.08,-0.31,0.21,8,-12,8,0,0,-4,3,24.999999999999993,2.94,1.82,1.32
ITA-Serie A,2425,2024-10-30 Juventus-Parma Calcio 1913,27457,2024-10-30 19:45:00,1,X,Juventus,Parma Calcio 1913,2,2,17,8,3,17,1,4,9,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,2,0,1,8,-10,2,3,0,0,1,1,1,1,0,2,70.27,64.18,Dusan Vlahovic | Andrea Cambiaso | Bremer | Manuel Locatelli | Federico Gatti | Nicolò Savona | Michele Di Gregorio | Pierre Kalulu Kyatengwa | Juan Cabal | Kenan Yildiz | Nicolo Fagioli,Hernani | Emanuele Valeri | Botond Balogh | Mihai Valentin Mihaila | Woyo Coulibaly | Ange-Yoan Bonny | Enrico Del Prato | Simon Sohm | Adrián Bernabé | Zion Suzuki | Dennis Man,6,9,4,2,1,0,5,0,18,13,1,1,2.36,1.44,1.64,-0.44,0.79,0.54,2,1,1,0,1.38,1.32,1.2,0.95,-0.25,-0.01,-0.18,0.07,9,-14,9,0,0,-1,-3,6.089999999999989,0.9199999999999999,0.05999999999999983,0.25
ITA-Serie A,2425,2024-10-31 Genoa-Fiorentina,27456,2024-10-31 17:30:00,1,2,Genoa,Fiorentina,0,1,6,16,20,5,5,1,-2,8,0,0,0,0,1,2,0,0,0,0,0,1,0,0,5,5,0,0,0,0,0,2,0,1,0,50,2,4,0,0,1,1,1,2,1,2,72.18,61.45,Morten Frendrup | Koni de Winter | Stefano Sabelli | Pierluigi Gollini | Alessandro Zanoli | Alessandro Vogliacco | Andrea Pinamonti | Johan Vásquez | Milan Badelj | Vitinha | Aarón Martín,Luca Ranieri | Dodô | Robin Gosens | Andrea Colpani | Pietro Comuzzo | Cristiano Biraghi | Moise Kean | Edoardo Bove | Danilo Cataldi | David de Gea | Christian Kouamé,7,7,1,2,3,2,2,3,18,12,1,1,0.26,4.57,-0.26,0.43,1.0,0.56,0,0,0,0,0.52,1.31,0.35,1.16,-0.02,0.17,0.08,0.26,-10,15,-10,0,0,-2,0,10.730000000000004,-4.3100000000000005,-0.79,-0.8099999999999999
ITA-Serie A,2425,2024-10-31 Como-Lazio,27454,2024-10-31 19:45:00,1,2,Como,Lazio,1,5,9,16,14,6,4,2,1,8,0,0,0,0,3,3,0,0,0,0,1,0,0,0,5,5,1,0,0,0,4,3,1,1,-28,40,2,2,0,0,0,0,2,2,0,0,76.0,74.73,Nico Paz | Máximo Perrone | Alberto Moreno | Emil Audero | Alberto Dossena | Patrick Cutrone | Marc-Oliver Kempf | Gabriel Strefezza | Ignace Van der Brempt | Alieu Fadera | Sergi Roberto,Mattia Zaccagni | Valentín Castellanos | Manuel Lazzari | Ivan Provedel | Adam Marusic | Nuno Tavares | Nicolo Rovella | Boulaye Dia | Matteo Guendouzi | Mario Gila | Alessio Romagnoli,8,6,0,3,3,2,1,2,12,14,1,1,1.61,3.03,-1.61,-0.03,0.76,0.71,0,2,-3,0,0.94,1.51,0.9,1.03,0.05,-0.1,0.18,0.02,-7,8,-7,0,0,0,2,1.269999999999996,-1.4199999999999997,-0.5700000000000001,-0.13
ITA-Serie A,2425,2024-10-31 Roma-Torino,27460,2024-10-31 19:45:00,1,1,Roma,Torino,1,0,10,14,12,9,4,4,2,6,0,0,0,0,3,3,1,0,1,0,0,1,1,0,4,5,2,0,0,0,0,0,1,1,-25,-30,4,2,0,0,1,1,3,1,1,0,60.73,75.36,Gianluca Mancini | Bryan Cristante | Evan Ndicka | Lorenzo Pellegrini | Mile Svilar | Kouadio Kone | Mehmet Zeki Çelik | Angelino | Artem Dovbyk | Matìas Soulè Malvano | Paulo Dybala,Sebastian Walukiewicz | Samuele Ricci | Duván Zapata | Valentino Lazaro | Che Adams | Saúl Coco | Vanja Milinkovic-Savic | Ivan Ilic | Karol Linetty | Mergim Vojvoda | Adam Masina,7,8,3,1,1,2,1,1,15,15,1,1,0.66,1.57,0.34,-0.57,0.72,0.92,1,1,0,3,0.79,0.78,0.81,0.55,0.55,0.32,0.4,0.31,-4,3,-4,0,0,2,-1,-14.630000000000003,-0.91,0.010000000000000009,0.26
ITA-Serie A,2425,2024-11-02 Bologna-Lecce,27467,2024-11-02 14:00:00,1,1,Bologna,Lecce,1,0,12,8,11,19,4,5,4,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,3,1,0,5,-5,1,1,1,0,0,0,0,3,0,0,78.09,78.27,Remo Freuler | Riccardo Orsolini | Dan Ndoye | Stefan Posch | Lukasz Skorupski | Charalampos Lykogiannis | Sam Beukema | Juan Miranda | Jhon Lucumí | Nikola Moro | Santiago Castro,Balthazar Pierret | Federico Baschirotto | Lameck Banda | Kialonda Gaspar | Patrick Dorgu | Ylber Ramadani | Antonino Gallo | Wladimiro Falcone | Frederic Guilbert | Lassana Coulibaly | Nikola Krstovic,8,9,2,2,1,0,3,3,19,16,0,1,0.87,1.36,1.13,-0.36,0.96,0.75,0,0,0,0,1.06,0.95,0.6,0.75,0.02,-0.02,-0.04,-0.03,4,-8,4,1,0,0,-1,-0.1799999999999926,-0.4900000000000001,0.1100000000000001,-0.15000000000000002
ITA-Serie A,2425,2024-11-02 Udinese-Juventus,27466,2024-11-02 17:00:00,1,2,Udinese,Juventus,0,2,16,18,7,6,3,2,8,10,0,1,0,0,4,2,1,0,1,0,0,0,1,0,5,4,0,0,0,0,2,1,0,1,-19,-4,4,4,0,0,2,2,0,1,2,1,61.36,61.18,Jaka Bijol | Christian Kabasele | Souleymane Isaak Touré | Kingsley Ehizibue | Sandi Lovric | Hassane Kamara | Florian Thauvin | Jesper Karlström | Jordan Zemura | Lorenzo Lucca | Maduka Okoye,Dusan Vlahovic | Andrea Cambiaso | Bremer | Manuel Locatelli | Federico Gatti | Nicolò Savona | Michele Di Gregorio | Pierre Kalulu Kyatengwa | Juan Cabal | Kenan Yildiz | Nicolo Fagioli,8,8,2,2,1,1,2,5,15,16,1,1,1.31,2.95,0.69,-0.95,0.66,0.73,0,0,-3,0,1.05,1.7,0.66,0.79,-0.49,-0.32,0.02,-0.5,-2,1,-2,-1,0,0,0,0.17999999999999972,-1.6400000000000001,-0.6499999999999999,-0.13
ITA-Serie A,2425,2024-11-02 Monza-AC Milan,27465,2024-11-02 19:45:00,1,2,Monza,AC Milan,0,1,8,14,17,9,4,4,0,6,0,1,0,0,3,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,4,1,1,0,-13,35,5,3,0,0,2,1,2,2,1,0,52.91,65.45,Dany Mota | Stefano Turati | Georgios Kyriakopoulos | Pedro Pereira | Milan Djuric | Pablo Marí | Warren Bondo | Andrea Carboni | Matteo Pessina | Armando Izzo | Daniel Maldini,Rafael Leão | Ruben Loftus-Cheek | Christian Pulisic | Álvaro Morata | Theo Hernández | Fikayo Tomori | Emerson | Tijjani Reijnders | Strahinja Pavlovic | Youssouf Fofana | Mike Maignan,10,7,1,4,0,0,2,0,16,18,1,1,0.08,0.57,-0.08,-0.57,1.0,0.46,0,0,-1,-1,0.63,1.17,0.29,0.75,-0.22,-0.49,-0.07,0.11,-6,8,-6,-1,0,2,3,-12.540000000000006,-0.48999999999999994,-0.5399999999999999,-0.46
ITA-Serie A,2425,2024-11-03 Napoli-Atalanta,27464,2024-11-03 11:30:00,1,2,Napoli,Atalanta,0,3,25,19,1,5,1,1,17,11,0,1,0,0,1,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,0,1,1,11,-9,0,2,0,0,0,0,0,3,0,2,86.0,67.82,Alex Meret | Khvicha Kvaratskhelia | Franck Zambo | Amir Rrahmani | Mathías Olivera | Stanislav Lobotka | Romelu Lukaku | Matteo Politano | Alessandro Buongiorno | Scott McTominay | Giovanni Di Lorenzo,Marco Carnesecchi | Isak Hien | Raoul Bellanova | Mario Pasalic | Charles De Ketelaere | Éderson | Matteo Ruggeri | Marten de Roon | Mateo Retegui | Berat Gjimshiti | Davide Zappacosta,10,9,0,2,1,0,0,3,15,13,1,1,0.96,1.65,1.04,0.35,0.54,0.44,0,3,2,2,1.43,1.51,0.88,1.37,0.05,0.72,0.01,0.27,6,-4,6,-1,0,-2,1,18.180000000000007,-0.69,-0.08000000000000007,-0.4900000000000001
ITA-Serie A,2425,2024-11-03 Torino-Fiorentina,27470,2024-11-03 14:00:00,1,2,Torino,Fiorentina,0,1,14,19,10,5,4,1,6,11,0,1,0,0,2,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,4,1,0,0,7,5,2,0,0,3,1,2,0,0,1,49.18,67.91,Samuele Ricci | Duván Zapata | Valentino Lazaro | Che Adams | Saúl Coco | Vanja Milinkovic-Savic | Antonio Sanabria | Ivan Ilic | Karol Linetty | Mergim Vojvoda | Adam Masina,Luca Ranieri | Dodô | Robin Gosens | Andrea Colpani | Pietro Comuzzo | Cristiano Biraghi | Moise Kean | Edoardo Bove | Danilo Cataldi | David de Gea | Christian Kouamé,5,8,5,2,1,1,2,3,13,16,1,1,0.19,0.91,-0.19,0.09,1.0,0.47,0,0,0,0,0.79,1.85,0.25,1.02,-0.01,-0.54,0.51,-0.27,-5,5,-5,-1,0,3,-3,-18.729999999999997,-0.72,-1.06,-0.77
ITA-Serie A,2425,2024-11-03 Verona-Roma,27468,2024-11-03 17:00:00,1,1,Verona,Roma,3,2,9,13,14,11,4,4,1,5,0,1,0,0,1,2,2,0,2,1,0,1,0,0,5,4,1,0,0,0,3,3,1,1,-8,35,4,3,1,0,2,0,1,2,0,1,51.91,66.73,Pawel Dawidowicz | Reda Belahyane | Tomás Suslov | Lorenzo Montipò | Flavius Daniliuc | Casper Tengstedt | Giangiacomo Magnani | Diego Coppola | Ondrej Duda | Jackson Tchatchoua | Darko Lazovic,Niccolò Pisilli | Gianluca Mancini | Bryan Cristante | Evan Ndicka | Lorenzo Pellegrini | Mile Svilar | Kouadio Kone | Mehmet Zeki Çelik | Angelino | Artem Dovbyk | Paulo Dybala,8,8,0,3,3,0,2,2,18,15,0,1,0.21,0.44,-0.21,0.56,0.81,0.75,0,0,-1,0,0.72,0.96,0.56,0.69,0.06,-0.17,0.0,0.32,-4,3,-4,-1,0,1,0,-14.820000000000007,-0.23,-0.24,-0.1299999999999999
ITA-Serie A,2425,2024-11-03 Inter-Venezia,27463,2024-11-03 19:45:00,1,1,Inter,Venezia,1,0,21,8,5,18,1,5,13,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,2,1,1,3,-18,3,5,0,0,2,2,1,2,0,1,63.82,56.09,Henrikh Mkhitaryan | Davide Frattesi | Matteo Darmian | Nicolò Barella | Alessandro Bastoni | Federico Dimarco | Yann Sommer | Lautaro Martínez | Francesco Acerbi | Benjamin Pavard | Marcus Thuram,Mikael Ellertsson | Francesco Zampano | Jay Idzes | Antonio Candela | Michael Svoboda | Hans Nicolussi Caviglia | Gianluca Busio | Alfred Duncan | Joel Pohjanpalo | Jesse Joronen | Gaetano Oristanio,8,6,3,5,0,0,1,4,16,16,1,1,1.69,2.55,1.31,0.45,0.72,0.65,0,0,0,3,1.7,1.06,0.97,0.44,-0.16,-0.22,-0.17,0.1,13,-13,13,1,0,-2,2,7.729999999999997,-0.8599999999999999,0.6399999999999999,0.53
ITA-Serie A,2425,2024-11-04 Parma Calcio 1913-Genoa,27469,2024-11-04 17:30:00,1,2,Parma Calcio 1913,Genoa,0,1,9,6,14,20,4,5,1,-2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,2,0,1,0,26,1,1,0,0,1,1,0,0,0,0,73.82,78.73,Hernani | Emanuele Valeri | Botond Balogh | Mihai Valentin Mihaila | Woyo Coulibaly | Ange-Yoan Bonny | Enrico Del Prato | Simon Sohm | Adrián Bernabé | Zion Suzuki | Dennis Man,Morten Frendrup | Koni de Winter | Stefano Sabelli | Morten Thorsby | Pierluigi Gollini | Alessandro Vogliacco | Andrea Pinamonti | Johan Vásquez | Milan Badelj | Vitinha | Aarón Martín,10,7,0,1,1,3,0,1,15,15,1,1,1.46,0.85,0.54,-0.85,0.66,0.4,0,0,-2,0,1.21,0.55,1.05,0.3,0.11,-0.03,0.12,0.1,3,-6,3,0,0,0,3,-4.910000000000011,0.61,0.6599999999999999,0.75
ITA-Serie A,2425,2024-11-04 Empoli-Como,27462,2024-11-04 17:30:00,1,1,Empoli,Como,1,0,11,9,13,16,4,4,3,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,5,5,1,0,0,0,1,2,0,1,-40,11,5,5,0,1,2,1,2,3,1,1,52.82,48.0,Devis Vásquez | Saba Goglichidze | Mattia Viti | Emmanuel Gyasi | Sebastiano Esposito | Liam Henderson | Jacopo Fazzini | Ardian Ismajli | Alberto Grassi | Lorenzo Colombo | Giuseppe Pezzella,Nico Paz | Máximo Perrone | Alberto Moreno | Emil Audero | Alberto Dossena | Patrick Cutrone | Marc-Oliver Kempf | Gabriel Strefezza | Ignace Van der Brempt | Alieu Fadera | Sergi Roberto,6,5,2,3,3,3,2,1,14,14,1,0,0.33,1.16,-0.33,-0.16,0.81,0.78,0,0,0,0,0.4,0.58,0.34,0.52,0.41,0.36,0.47,0.48,2,-3,2,0,0,0,1,4.82,-0.8299999999999998,-0.17999999999999994,-0.18
ITA-Serie A,2425,2024-11-04 Lazio-Cagliari,27471,2024-11-04 19:45:00,1,1,Lazio,Cagliari,2,1,19,9,6,15,2,4,11,1,1,0,0,0,3,2,1,0,1,0,0,0,0,0,5,5,0,0,0,0,3,0,1,0,-16,31,5,5,0,0,3,2,2,2,0,2,49.27,50.55,Mattia Zaccagni | Valentín Castellanos | Ivan Provedel | Adam Marusic | Nuno Tavares | Nicolo Rovella | Boulaye Dia | Matteo Guendouzi | Gustav Isaksen | Mario Gila | Alessio Romagnoli,Roberto Piccoli | Gabriele Zappa | Paulo Azzi | Razvan Marin | Simone Scuffet | Tommaso Augello | Sebastiano Luperto | Alessandro Deiola | Yerry Mina | Zito | Nadir Zortea,8,8,2,3,1,0,0,6,15,17,0,1,3.02,1.19,1.98,-1.19,0.79,0.83,4,0,0,0,1.42,1.04,0.77,0.61,0.09,0.16,0.27,-0.03,10,-9,10,1,0,0,0,-1.279999999999994,1.83,0.3799999999999999,0.16000000000000003
ITA-Serie A,2425,2024-11-07 Genoa-Como,27472,2024-11-07 20:00:00,1,X,Genoa,Como,1,1,9,9,17,16,4,4,1,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,4,5,0,0,0,0,4,3,1,0,4,17,1,2,0,0,1,1,0,1,0,1,81.64,74.91,Morten Frendrup | Koni de Winter | Stefano Sabelli | Morten Thorsby | Pierluigi Gollini | Alessandro Vogliacco | Andrea Pinamonti | Johan Vásquez | Milan Badelj | Vitinha | Aarón Martín,Nico Paz | Máximo Perrone | Alberto Moreno | Emil Audero | Alberto Dossena | Patrick Cutrone | Marc-Oliver Kempf | Gabriel Strefezza | Ignace Van der Brempt | Alieu Fadera | Sergi Roberto,8,7,0,1,3,3,1,1,13,18,1,1,1.19,0.42,-0.19,-0.42,0.53,0.47,0,0,0,0,0.61,0.93,0.38,0.8,-0.06,-0.35,0.09,0.11,0,1,0,0,0,-1,1,6.730000000000004,0.77,-0.32000000000000006,-0.42000000000000004
ITA-Serie A,2425,2024-11-08 Lecce-Empoli,27474,2024-11-08 19:45:00,1,X,Lecce,Empoli,1,1,8,14,20,10,5,4,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,4,1,0,-8,35,1,3,0,0,0,1,1,2,0,1,74.45,65.55,Balthazar Pierret | Federico Baschirotto | Lameck Banda | Kialonda Gaspar | Patrick Dorgu | Ylber Ramadani | Antonino Gallo | Wladimiro Falcone | Frederic Guilbert | Lassana Coulibaly | Nikola Krstovic,Devis Vásquez | Ola Solbakken | Saba Goglichidze | Mattia Viti | Emmanuel Gyasi | Liam Henderson | Jacopo Fazzini | Ardian Ismajli | Alberto Grassi | Lorenzo Colombo | Giuseppe Pezzella,9,7,1,3,1,1,3,5,13,17,1,1,0.77,0.72,-0.77,0.28,0.98,0.78,0,0,0,0,0.82,0.63,0.73,0.42,0.13,-0.23,-0.01,0.13,-6,10,-6,0,0,-2,2,8.900000000000006,0.050000000000000044,0.18999999999999995,0.31
ITA-Serie A,2425,2024-11-09 Venezia-Parma Calcio 1913,27477,2024-11-09 14:00:00,1,2,Venezia,Parma Calcio 1913,1,2,8,9,20,16,5,4,-1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,5,0,1,0,0,3,1,0,1,-1,-31,4,4,0,0,2,2,3,1,0,2,63.0,53.55,Mikael Ellertsson | Francesco Zampano | Antonio Candela | Michael Svoboda | Hans Nicolussi Caviglia | Gianluca Busio | Alfred Duncan | Joel Pohjanpalo | Jesse Joronen | Gaetano Oristanio | Jay Idzes,Hernani | Emanuele Valeri | Botond Balogh | Mihai Valentin Mihaila | Woyo Coulibaly | Ange-Yoan Bonny | Enrico Del Prato | Simon Sohm | Adrián Bernabé | Zion Suzuki | Dennis Man,9,6,2,3,0,2,2,0,16,14,1,1,1.29,0.88,-1.29,-0.88,0.7,0.81,0,0,0,0,1.33,0.86,0.83,0.59,-0.27,0.35,-0.14,0.36,-1,4,-1,0,0,0,3,9.450000000000003,0.41000000000000003,0.4700000000000001,0.24
ITA-Serie A,2425,2024-11-09 Cagliari-AC Milan,27478,2024-11-09 17:00:00,1,X,Cagliari,AC Milan,3,3,9,17,17,7,4,3,0,8,0,1,0,0,4,1,2,0,2,0,0,0,0,0,5,4,0,0,0,0,5,1,1,0,9,1,4,3,1,0,1,1,2,0,0,2,56.27,67.09,Roberto Piccoli | Gabriele Zappa | Antoine Makoumbou | Razvan Marin | Simone Scuffet | Tommaso Augello | Sebastiano Luperto | Ndary Adopo | Yerry Mina | Zito | Nadir Zortea,Rafael Leão | Ruben Loftus-Cheek | Christian Pulisic | Álvaro Morata | Theo Hernández | Fikayo Tomori | Emerson | Tijjani Reijnders | Strahinja Pavlovic | Youssouf Fofana | Mike Maignan,7,8,2,2,2,1,4,0,17,14,0,1,0.27,3.19,0.73,-2.19,0.69,0.49,0,0,0,3,0.82,1.25,0.46,1.04,0.22,-0.08,-0.01,0.17,-8,10,-8,-1,0,1,-1,-10.82,-2.92,-0.43000000000000005,-0.5800000000000001
ITA-Serie A,2425,2024-11-09 Juventus-Torino,27480,2024-11-09 19:45:00,1,1,Juventus,Torino,2,0,21,14,6,11,2,4,12,5,1,0,0,0,2,2,0,0,0,0,0,1,0,0,5,5,0,1,0,0,3,2,0,1,12,-31,1,4,1,0,0,2,0,2,0,1,77.27,60.82,Dusan Vlahovic | Andrea Cambiaso | Bremer | Teun Koopmeiners | Manuel Locatelli | Federico Gatti | Nicolò Savona | Michele Di Gregorio | Pierre Kalulu Kyatengwa | Kenan Yildiz | Nicolo Fagioli,Sebastian Walukiewicz | Samuele Ricci | Duván Zapata | Valentino Lazaro | Che Adams | Saúl Coco | Vanja Milinkovic-Savic | Ivan Ilic | Karol Linetty | Mergim Vojvoda | Adam Masina,8,8,2,1,1,2,3,1,16,16,0,1,1.57,0.59,0.43,-0.59,0.69,0.68,0,0,2,-1,1.66,0.84,0.74,0.37,0.04,-0.05,-0.28,0.19,7,-5,7,1,0,-3,0,16.449999999999996,0.9800000000000001,0.82,0.37
ITA-Serie A,2425,2024-11-10 Atalanta-Udinese,27481,2024-11-10 11:30:00,1,1,Atalanta,Udinese,2,1,22,16,4,8,1,4,13,7,1,0,0,0,3,2,0,0,0,0,0,0,0,2,5,5,0,0,0,0,4,1,1,1,24,-6,3,2,0,0,3,2,2,0,1,0,67.0,69.82,Sead Kolasinac | Marco Carnesecchi | Raoul Bellanova | Mario Pasalic | Charles De Ketelaere | Éderson | Matteo Ruggeri | Marten de Roon | Mateo Retegui | Berat Gjimshiti | Davide Zappacosta,Jaka Bijol | Christian Kabasele | Souleymane Isaak Touré | Kingsley Ehizibue | Sandi Lovric | Hassane Kamara | Florian Thauvin | Jesper Karlström | Jordan Zemura | Lorenzo Lucca | Maduka Okoye,7,8,2,3,2,0,1,2,13,15,1,1,1.51,0.57,1.49,-0.57,0.78,0.65,2,0,0,-1,1.97,0.81,0.98,0.73,-0.46,0.24,-0.3,0.21,6,-4,6,1,0,1,-1,-2.819999999999993,0.9400000000000001,1.16,0.25
ITA-Serie A,2425,2024-11-10 Roma-Bologna,27476,2024-11-10 14:00:00,1,2,Roma,Bologna,2,3,13,15,12,9,4,4,4,6,1,1,0,0,2,2,0,0,1,0,0,0,1,0,5,5,0,0,0,0,2,2,0,1,1,-11,3,2,0,1,1,0,2,1,0,0,65.36,67.55,Niccolò Pisilli | Gianluca Mancini | Bryan Cristante | Evan Ndicka | Lorenzo Pellegrini | Mile Svilar | Kouadio Kone | Mehmet Zeki Çelik | Angelino | Artem Dovbyk | Paulo Dybala,Remo Freuler | Riccardo Orsolini | Dan Ndoye | Stefan Posch | Lukasz Skorupski | Jens Odgaard | Sam Beukema | Juan Miranda | Jhon Lucumí | Nikola Moro | Santiago Castro,9,9,0,2,2,0,2,2,16,15,1,0,2.39,2.06,-0.39,-1.06,0.75,0.84,0,0,0,0,1.18,1.15,0.67,0.64,-0.22,-0.09,0.13,-0.06,-2,3,-2,0,0,1,0,-2.1899999999999977,0.33000000000000007,0.030000000000000027,0.030000000000000027
ITA-Serie A,2425,2024-11-10 Fiorentina-Verona,27479,2024-11-10 14:00:00,1,1,Fiorentina,Verona,3,1,22,12,5,14,1,4,13,3,1,0,0,0,1,2,0,1,0,1,0,0,0,1,5,5,0,0,0,0,2,3,0,1,-1,24,1,2,0,0,0,1,1,1,0,0,77.91,72.36,Luca Ranieri | Dodô | Robin Gosens | Andrea Colpani | Pietro Comuzzo | Lucas Beltrán | Moise Kean | Edoardo Bove | Danilo Cataldi | David de Gea | Christian Kouamé,Daniel Mosquera | Reda Belahyane | Tomás Suslov | Lorenzo Montipò | Flavius Daniliuc | Casper Tengstedt | Giangiacomo Magnani | Diego Coppola | Ondrej Duda | Jackson Tchatchoua | Darko Lazovic,9,8,1,3,1,0,1,3,15,17,1,1,0.52,1.52,0.48,1.48,0.8,0.92,0,2,0,0,1.65,0.94,1.15,0.57,0.2,-0.22,0.07,0.04,10,-9,10,1,0,-1,1,5.549999999999997,-1.0,0.71,0.58
ITA-Serie A,2425,2024-11-10 Monza-Lazio,27475,2024-11-10 17:00:00,1,2,Monza,Lazio,0,1,8,22,19,6,5,2,-1,13,0,1,0,0,2,3,0,0,0,0,0,0,1,1,5,5,0,0,0,0,3,2,1,1,18,0,0,5,0,0,0,2,0,1,0,3,83.45,55.27,Dany Mota | Stefano Turati | Georgios Kyriakopoulos | Pedro Pereira | Milan Djuric | Pablo Marí | Warren Bondo | Andrea Carboni | Matteo Pessina | Armando Izzo | Daniel Maldini,Mattia Zaccagni | Valentín Castellanos | Manuel Lazzari | Ivan Provedel | Nuno Tavares | Nicolo Rovella | Boulaye Dia | Matteo Guendouzi | Gustav Isaksen | Mario Gila | Alessio Romagnoli,10,8,1,3,0,0,2,0,17,16,1,1,1.23,3.53,-1.23,-1.53,0.77,0.33,0,1,-3,0,0.68,1.41,0.34,1.08,-0.05,0.01,-0.06,0.33,-14,13,-14,-1,0,-5,2,28.18,-2.3,-0.7299999999999999,-0.74
