LIGA,TEMPORADA,PARTIDO,GAMEID,DATE,RULE5SUBS,RESULTADO,HOMETEAM,AWAYTEAM,HOMEGOALS,AWAYGOALS,HOMETEAMPOINTS,AWAYTEAMPOINTS,HOMEPOSITION,AWAYPOSITION,HOMESITUACION,AWAYSITUACION,HOMEDIST_DESCENSO,AWAYDIST_DESCENSO,HOMEEUROPA,AWAYEUROPA,HOMENATIONALCUP,AWAYNATIONALCUP,HOME_YELLOW_PREV,AWAY_YELLOW_PREV,HOME_RED_PREV,AWAY_RED_PREV,HOME_PREV_SUSPENDED,AWAY_PREV_SUSPENDED,HOME_SUBS_INJURY,AWAY_SUBS_INJURY,HOME_YELLOW_ACCUM,AWAY_YELLOW_ACCUM,HOME_TOTAL_SUBS,AWAY_TOTAL_SUBS,HOME_EARLY_SUBS_U45,AWAY_EARLY_SUBS_U45,HOME_HT_SUBS,AWAY_HT_SUBS,HOME_LATE_SUBS_O75,AWAY_LATE_SUBS_O75,HOME_SUBS_AFTER_CARD,AWAY_SUBS_AFTER_CARD,HOME_REACTION_TIME,AWAY_REACTION_TIME,HOME_CHURN_STARTERS,AWAY_CHURN_STARTERS,HOME_ROTATION_GK,AWAY_ROTATION_GK,HOME_ROTATION_DF,AWAY_ROTATION_DF,HOME_ROTATION_MID,AWAY_ROTATION_MID,HOME_ROTATION_FW,AWAY_ROTATION_FW,HOME_FATIGUE_LOAD,AWAY_FATIGUE_LOAD,HOME_IDEAL_11_MINS,AWAY_IDEAL_11_MINS,HOME_FIDELIDAD_IDEAL,AWAY_FIDELIDAD_IDEAL,HOME_BENCHED_IDEAL,AWAY_BENCHED_IDEAL,HOME_ABSENT_IDEAL,AWAY_ABSENT_IDEAL,HOME_POS_SKEW_IDEAL,AWAY_POS_SKEW_IDEAL,HOME_TURNOVER_3J,AWAY_TURNOVER_3J,HOME_DEF_STABILITY,AWAY_DEF_STABILITY,HOME_TEAM_XG_ACC,AWAY_TEAM_XG_ACC,HOME_LUCK_RATIO,AWAY_LUCK_RATIO,HOME_CREATIVE_DEP,AWAY_CREATIVE_DEP,HOME_SUB_CONTRIB,AWAY_SUB_CONTRIB,HOME_POINTS_SAVED,AWAY_POINTS_SAVED,HOME_STARTING_XG_POWER,AWAY_STARTING_XG_POWER,HOME_STARTING_XA_POWER,AWAY_STARTING_XA_POWER,HOME_POWER_DROP_PREV,AWAY_POWER_DROP_PREV,HOME_POWER_DROP_IDEAL,AWAY_POWER_DROP_IDEAL,DIFF_POINTS,DIFF_POSITION,DIFF_DESCENSO,DIFF_EUROPA,DIFF_CUP,DIFF_CHURN,DIFF_FIDELIDAD,DIFF_FATIGUE,DIFF_XG,DIFF_XG_POWER,DIFF_XA_POWER
ITA-Serie A,2021,2020-11-22 Verona-Sassuolo,15505,2020-11-22 14:00:00,1,2,Verona,Sassuolo,0,2,10,15,9,4,4,1,5,10,0,0,0,0,3,2,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,1,0,0,17,-22,2,4,0,0,1,2,1,1,1,3,67.82,56.09,Federico Dimarco | Yildirim Mert Cetin | Federico Ceccherini | Marco Faraoni | Ivan Ilic | Darko Lazovic | Adrien Tameze | Antonin Barak | Marco Silvestri | Mattia Zaccagni | Matteo Lovato,Mert Müldür | Maxime Lopez | Gianmarco Ferrari | Francesco Caputo | Georgios Kyriakopoulos | Filip Djuricic | Vlad Chiriches | Domenico Berardi | Kaan Ayhan | Manuel Locatelli | Andrea Consigli,7,7,2,4,2,0,3,2,16,16,1,1,2.26,0.08,-0.26,-0.08,0.86,0.82,0,0,-2,0,1.13,1.47,0.87,1.21,-0.27,0.31,-0.28,0.42,-5,5,-5,0,0,-2,0,11.72999999999999,2.1799999999999997,-0.3400000000000001,-0.33999999999999997
ITA-Serie A,2021,2020-11-22 Udinese-Genoa,15504,2020-11-22 17:00:00,1,1,Udinese,Genoa,1,0,4,5,19,18,5,5,-1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,2,0,0,3,14,0,5,0,0,0,2,0,2,0,1,87.45,53.18,Thomas Ouwejan | Rodrigo de Paul | Kevin Lasagna | Hidde ter Avest | Stefano Okaka | Samir | Tolgay Arslan | Rodrigo Becão | Juan Musso | Roberto Pereyra | Sebastien De Maio,Marko Pjaca | Edoardo Goldaniga | Nicolo Rovella | Goran Pandev | Miha Zajc | Paolo Ghiglione | Milan Badelj | Mattia Perin | Cristian Zapata | Lukas Lerager | Davide Biraschi,7,6,4,2,0,3,1,5,17,17,1,1,0.09,0.65,-0.09,0.35,1.0,0.82,0,0,0,0,1.04,0.55,0.49,0.7,0.16,0.14,0.42,-0.04,-1,1,-1,0,0,-5,1,34.27,-0.56,0.49,-0.20999999999999996
ITA-Serie A,2021,2020-11-22 Napoli-AC Milan,15500,2020-11-22 19:45:00,1,2,Napoli,AC Milan,1,3,15,17,4,3,1,1,10,12,1,1,0,0,0,1,0,0,0,0,0,1,0,0,4,3,0,0,0,0,4,2,0,0,10,-11,3,2,1,0,1,1,1,0,1,1,63.55,73.36,Elseid Hysaj | Victor Osimhen | Giovanni Di Lorenzo | Fabián | Dries Mertens | Hirving Lozano | Lorenzo Insigne | Tiemoué Bakayoko | David Ospina | Kostas Manolas | Kalidou Koulibaly,Davide Calabria | Theo Hernández | Ismael Bennacer | Zlatan Ibrahimovic | Gianluigi Donnarumma | Rafael Leão | Simon Kjaer | Matteo Gabbia | Alexis Saelemaekers | Hakan Calhanoglu | Franck Kessié,8,9,1,1,2,1,3,1,14,13,0,1,1.41,3.66,-0.41,-1.66,0.67,0.61,0,1,0,1,1.27,2.37,1.41,1.22,0.57,0.13,0.47,0.32,-2,1,-2,0,0,1,-1,-9.810000000000002,-2.25,-1.1,0.18999999999999995
ITA-Serie A,2021,2020-11-28 Sassuolo-Inter,15514,2020-11-28 14:00:00,1,2,Sassuolo,Inter,0,3,18,15,2,5,1,2,13,10,0,1,0,0,3,3,0,0,0,0,0,1,0,0,5,5,0,0,0,0,4,3,1,1,19,-3,0,5,0,0,0,4,0,0,0,1,83.55,53.55,Mert Müldür | Maxime Lopez | Gianmarco Ferrari | Francesco Caputo | Filip Djuricic | Vlad Chiriches | Domenico Berardi | Kaan Ayhan | Manuel Locatelli | Rogerio | Andrea Consigli,Arturo Vidal | Lautaro Martínez | Samir Handanovic | Aleksandar Kolarov | Ivan Perisic | Marcelo Brozovic | Alessandro Bastoni | Nicolò Barella | Stefan de Vrij | Achraf Hakimi | Romelu Lukaku,8,7,3,2,0,2,1,2,16,19,1,0,0.51,3.75,1.49,0.25,0.57,0.92,0,1,0,3,1.29,1.23,1.07,1.28,0.18,0.71,0.44,0.73,3,-3,3,-1,0,-5,1,30.0,-3.24,0.06000000000000005,-0.20999999999999996
ITA-Serie A,2021,2020-11-28 Benevento-Juventus,15507,2020-11-28 17:00:00,1,X,Benevento,Juventus,1,1,9,13,14,8,4,4,4,8,0,1,0,0,3,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,2,3,1,0,35,-8,2,5,0,1,0,1,1,2,1,1,72.09,46.91,Pasquale Schiattarella | Gaetano Letizia | Daam Foulon | Gianluca Lapadula | Gianluca Caprari | Artur Ionita | Kamil Glik | Luca Caldirola | Lorenzo Montipò | Roberto Insigne | Bryan Dabo,Danilo | Merih Demiral | Wojciech Szczesny | Dejan Kulusevski | Adrien Rabiot | Rodrigo Bentancur | Leonardo Bonucci | Cristiano Ronaldo | Juan Cuadrado | Álvaro Morata | Arthur,8,6,1,3,2,2,3,3,16,18,1,0,0.57,2.58,0.43,-0.58,0.75,0.51,1,0,3,0,0.77,1.09,0.5,1.5,-0.44,0.97,0.22,0.99,-4,6,-4,-1,0,-3,2,25.180000000000007,-2.0100000000000002,-0.32000000000000006,-1.0
ITA-Serie A,2021,2020-11-28 Atalanta-Verona,15506,2020-11-28 19:45:00,1,2,Atalanta,Verona,0,2,14,10,7,9,4,4,9,5,1,0,0,0,3,1,0,0,0,0,1,1,0,0,5,4,1,1,0,0,1,1,1,0,-35,-26,4,2,0,0,3,2,1,0,0,0,51.18,69.09,Marco Sportiello | Mario Pasalic | José Luis Palomino | Rafael Toloi | Cristian Romero | Alejandro Gomez | Duván Zapata | Marten de Roon | Robin Gosens | Berat Gjimshiti | Hans Hateboer,Ebrima Colley | Federico Dimarco | Federico Ceccherini | Antonin Barak | Ivan Ilic | Marco Faraoni | Adrien Tameze | Darko Lazovic | Marco Silvestri | Mattia Zaccagni | Matteo Lovato,7,9,2,1,2,1,4,2,20,14,1,1,2.2,1.41,-2.2,-1.41,0.74,0.93,0,0,0,-3,1.26,0.85,1.26,1.13,0.04,0.28,0.38,0.04,4,-2,4,1,0,2,-2,-17.910000000000004,0.7900000000000003,0.41000000000000003,0.13000000000000012
ITA-Serie A,2021,2020-11-29 Lazio-Udinese,15511,2020-11-29 11:30:00,1,2,Lazio,Udinese,1,3,14,7,8,16,4,4,9,2,1,0,0,1,4,2,0,0,0,0,0,0,0,1,5,3,0,0,0,0,2,0,1,1,-9,3,2,1,1,0,0,0,1,0,0,1,61.18,78.09,Lucas Leiva | Joaquín Correa | Francesco Acerbi | Manuel Lazzari | Sergej Milinkovic-Savic | Patric | Mohamed Fares | Luis Alberto | Adam Marusic | Thomas Strakosha | Ciro Immobile,Rodrigo de Paul | Kevin Lasagna | Hidde ter Avest | Stefano Okaka | Samir | Tolgay Arslan | Rodrigo Becão | Marvin Zeegelaar | Juan Musso | Roberto Pereyra | Sebastien De Maio,8,7,3,2,0,2,2,0,18,13,0,1,1.79,0.41,0.21,0.59,0.63,0.74,0,0,0,0,1.06,0.67,0.82,0.48,-0.06,0.37,0.31,0.68,7,-8,7,1,-1,1,1,-16.910000000000004,1.3800000000000001,0.39,0.33999999999999997
ITA-Serie A,2021,2020-11-29 AC Milan-Fiorentina,15512,2020-11-29 14:00:00,1,1,AC Milan,Fiorentina,2,0,20,8,1,16,1,4,15,3,1,0,0,1,4,2,0,0,0,1,1,1,0,0,4,5,0,1,0,0,3,0,1,0,30,-26,2,3,0,0,0,1,2,1,1,1,71.09,62.73,Davide Calabria | Theo Hernández | Ismael Bennacer | Zlatan Ibrahimovic | Gianluigi Donnarumma | Rafael Leão | Simon Kjaer | Matteo Gabbia | Alexis Saelemaekers | Hakan Calhanoglu | Franck Kessié,Giacomo Bonaventura | Gaetano Castrovilli | Sofyan Amrabat | Christian Kouamé | Bartlomiej Dragowski | Cristiano Biraghi | Nikola Milenkovic | Dusan Vlahovic | Martín Cáceres | Franck Ribéry | Pol Lirola,7,8,1,3,3,0,1,2,13,18,1,1,1.85,1.23,1.15,-1.23,0.71,0.93,1,0,0,-3,1.12,0.97,1.2,0.9,1.25,0.35,1.41,0.31,12,-15,12,1,-1,-1,-1,8.360000000000007,0.6200000000000001,0.15000000000000013,0.29999999999999993
ITA-Serie A,2021,2020-11-29 Bologna-Crotone,15508,2020-11-29 14:00:00,1,1,Bologna,Crotone,1,0,9,2,14,20,4,5,4,-3,0,0,1,0,2,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,1,0,0,7,-22,0,3,0,0,0,2,0,1,2,0,86.36,66.55,Jerdy Schouten | Danilo | Lukasz Skorupski | Riccardo Orsolini | Musa Barrow | Aaron Hickey | Roberto Soriano | Lorenzo De Silvestri | Takehiro Tomiyasu | Mattias Svanberg | Rodrigo Palacio,Alex Cordaz | Milos Vulic | Salvatore Molina | Pedro Pereira | Lisandro Magallán | Simy | Vladimir Golemic | Arkadiusz Reca | Junior Messias | Luca Marrone | Luca Cigarini,11,9,0,1,0,1,0,1,13,15,1,1,1.74,0.43,0.26,-0.43,0.65,0.6,0,0,2,0,1.21,0.75,1.02,0.66,-0.07,0.0,0.0,0.04,7,-6,7,0,1,-3,2,19.810000000000002,1.31,0.45999999999999996,0.36
ITA-Serie A,2021,2020-11-29 Cagliari-Spezia,15509,2020-11-29 17:00:00,1,X,Cagliari,Spezia,2,2,10,9,13,15,4,4,5,4,0,0,1,1,2,3,0,0,0,0,1,0,0,0,5,5,0,0,0,0,2,2,1,0,-1,4,3,2,0,0,1,1,0,1,3,0,67.73,72.73,Giovanni Simeone | Sebastian Walukiewicz | Diego Godín | Nahitan Nández | João Pedro | Alessio Cragno | Gabriele Zappa | Riccardo Sottil | Charalampos Lykogiannis | Razvan Marin | Marko Rog,Tommaso Pobega | Matteo Ricci | Ivan Provedel | M'Bala Nzola | Claudio Terzi | Salvador Ferrer | Kevin Agudelo | Julian Chabot | Simone Bastoni | Emmanuel Gyasi | Paolo Bartolomei,7,7,0,2,4,2,1,3,15,16,1,1,0.08,0.59,-0.08,-0.59,0.79,0.65,0,0,0,0,0.76,0.59,0.69,0.74,0.33,0.08,0.33,0.03,1,-2,1,0,0,1,0,-5.0,-0.51,0.17000000000000004,-0.050000000000000044
ITA-Serie A,2021,2020-11-29 Napoli-Roma,15513,2020-11-29 19:45:00,1,1,Napoli,Roma,4,0,15,18,5,2,2,1,10,13,1,1,0,0,1,0,1,0,1,0,0,1,0,0,3,5,0,0,0,0,0,3,1,0,-17,40,2,2,0,0,0,0,2,1,0,1,73.64,69.27,Elseid Hysaj | Victor Osimhen | Giovanni Di Lorenzo | Fabián | Dries Mertens | Hirving Lozano | Lorenzo Insigne | Tiemoué Bakayoko | David Ospina | Kostas Manolas | Kalidou Koulibaly,Jordan Veretout | Lorenzo Pellegrini | Edin Dzeko | Rick Karsdorp | Bryan Cristante | Ibañez | Gianluca Mancini | Leonardo Spinazzola | Henrikh Mkhitaryan | Antonio Mirante | Pedro,7,11,1,0,3,0,3,1,14,15,1,1,1.98,3.21,-0.98,-0.21,0.48,0.61,0,0,0,0,1.27,2.87,1.04,1.87,0.0,-0.97,0.5,0.0,-3,3,-3,0,0,0,-4,4.3700000000000045,-1.23,-1.6,-0.8300000000000001
ITA-Serie A,2021,2020-11-30 Torino-Sampdoria,15515,2020-11-30 17:30:00,1,X,Torino,Sampdoria,2,2,5,10,18,12,5,4,0,5,0,0,1,1,2,2,0,0,0,0,1,0,1,1,3,2,1,0,0,0,1,0,1,0,-26,27,2,4,0,0,1,2,0,3,1,0,73.36,59.0,Sasa Lukic | Nicolas N'Koulou | Mergim Vojvoda | Bremer | Tomás Rincón | Simone Verdi | Salvatore Sirigu | Lyanco | Andrea Belotti | Soualiho Meité | Karol Linetty,Fabio Quagliarella | Bartosz Bereszynski | Emil Audero | Antonio Candreva | Mikkel Damsgaard | Maya Yoshida | Albin Ekdal | Jakub Jankto | Lorenzo Tonelli | Morten Thorsby | Tommaso Augello,7,9,2,2,2,0,4,1,17,15,1,1,1.98,0.82,0.02,0.18,0.73,0.76,0,0,-3,-1,1.19,0.85,0.53,0.6,-0.59,0.28,-0.27,0.19,-5,6,-5,0,0,-2,-2,14.36,1.1600000000000001,0.33999999999999997,-0.06999999999999995
ITA-Serie A,2021,2020-11-30 Genoa-Parma Calcio 1913,15510,2020-11-30 19:45:00,1,2,Genoa,Parma Calcio 1913,1,2,5,6,19,18,5,5,-1,0,0,0,1,0,3,0,1,0,1,0,1,1,0,0,5,5,0,0,0,0,1,2,1,0,-15,7,4,5,1,0,2,1,0,4,1,1,60.55,47.36,Edoardo Goldaniga | Nicolo Rovella | Goran Pandev | Miha Zajc | Paolo Ghiglione | Mattia Bani | Milan Badelj | Mattia Perin | Cristian Zapata | Lukas Lerager | Davide Biraschi,Bruno Alves | Gervinho | Simone Iacoponi | Juraj Kucka | Hernani | Luigi Sepe | Jasmin Kurtic | Gastón Brugman | Riccardo Gagliolo | Alberto Grassi | Giuseppe Pezzella,6,6,4,4,1,1,4,1,18,16,0,1,0.73,0.03,-0.73,-0.03,0.68,1.0,0,0,0,0,0.5,1.05,0.76,0.46,0.05,-0.36,-0.05,-0.16,-1,1,-1,0,1,-1,0,13.189999999999998,0.7,-0.55,0.3
ITA-Serie A,2021,2020-12-05 Spezia-Lazio,15523,2020-12-05 14:00:00,1,2,Spezia,Lazio,1,2,10,14,14,8,4,4,4,8,0,1,0,0,4,3,0,0,0,0,1,0,1,1,5,5,0,0,0,0,2,1,1,1,-1,3,1,6,0,1,1,2,0,3,0,0,74.27,47.0,Tommaso Pobega | Matteo Ricci | Ivan Provedel | Martin Erlic | Jacopo Sala | M'Bala Nzola | Claudio Terzi | Salvador Ferrer | Julian Chabot | Simone Bastoni | Emmanuel Gyasi,Lucas Leiva | Joaquín Correa | Francesco Acerbi | Manuel Lazzari | Sergej Milinkovic-Savic | Patric | Mohamed Fares | Luis Alberto | Adam Marusic | Thomas Strakosha | Ciro Immobile,8,7,2,3,1,1,2,4,15,17,1,0,2.74,1.23,-0.74,-0.23,0.51,0.77,0,0,0,0,0.96,1.24,0.8,0.73,-0.37,-0.18,-0.24,0.14,-4,6,-4,-1,0,-5,1,27.269999999999996,1.5100000000000002,-0.28,0.07000000000000006
ITA-Serie A,2021,2020-12-05 Juventus-Torino,15519,2020-12-05 17:00:00,1,1,Juventus,Torino,2,1,14,6,7,18,4,5,8,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,3,2,0,0,0,0,0,0,0,1,-5,30,4,1,0,0,1,1,2,0,1,0,60.18,78.45,Danilo | Merih Demiral | Wojciech Szczesny | Dejan Kulusevski | Adrien Rabiot | Leonardo Bonucci | Cristiano Ronaldo | Juan Cuadrado | Álvaro Morata | Gianluca Frabotta | Arthur,Sasa Lukic | Nicolas N'Koulou | Bremer | Tomás Rincón | Simone Verdi | Ricardo Rodríguez | Salvatore Sirigu | Lyanco | Andrea Belotti | Soualiho Meité | Karol Linetty,7,8,2,3,2,0,4,3,18,15,1,1,1.65,1.64,-0.65,0.36,0.6,0.7,0,1,-2,0,2.08,1.17,1.05,0.65,-0.99,0.02,0.01,-0.19,8,-11,8,1,0,3,-1,-18.270000000000003,0.010000000000000009,0.9100000000000001,0.4
ITA-Serie A,2021,2020-12-05 Inter-Bologna,15518,2020-12-05 19:45:00,1,1,Inter,Bologna,3,1,18,12,3,10,1,4,12,6,1,0,0,0,1,2,0,0,0,0,0,1,0,0,5,3,0,1,0,0,4,1,1,1,14,-52,3,1,0,0,1,1,1,1,1,0,65.18,80.73,Arturo Vidal | Lautaro Martínez | Romelu Lukaku | Samir Handanovic | Roberto Gagliardini | Ivan Perisic | Marcelo Brozovic | Alessandro Bastoni | Stefan de Vrij | Achraf Hakimi | Nicolò Barella,Jerdy Schouten | Danilo | Lukasz Skorupski | Riccardo Orsolini | Musa Barrow | Aaron Hickey | Roberto Soriano | Lorenzo De Silvestri | Takehiro Tomiyasu | Mattias Svanberg | Rodrigo Palacio,9,10,2,0,0,1,2,4,17,13,1,1,1.5,2.55,1.5,-1.55,0.71,0.65,0,0,3,2,1.85,1.02,1.31,0.9,-0.62,0.19,0.03,0.29,6,-7,6,1,0,2,-1,-15.549999999999997,-1.0499999999999998,0.8300000000000001,0.41000000000000003
ITA-Serie A,2021,2020-12-06 Verona-Cagliari,15525,2020-12-06 11:30:00,1,X,Verona,Cagliari,1,1,13,11,9,12,4,4,7,5,0,0,0,0,3,0,0,0,0,0,1,1,1,0,5,4,1,0,0,0,1,2,0,0,-6,27,2,2,0,0,1,2,1,0,0,1,73.36,73.64,Ebrima Colley | Federico Dimarco | Antonin Barak | Marco Faraoni | Ivan Ilic | Adrien Tameze | Federico Ceccherini | Marco Silvestri | Darko Lazovic | Mattia Zaccagni | Matteo Lovato,Giovanni Simeone | Sebastian Walukiewicz | Diego Godín | Nahitan Nández | João Pedro | Alessio Cragno | Gabriele Zappa | Riccardo Sottil | Charalampos Lykogiannis | Razvan Marin | Marko Rog,8,7,3,1,0,3,2,1,14,17,1,1,1.79,1.45,0.21,0.55,0.95,0.64,2,0,2,0,1.18,0.72,1.17,0.6,-0.33,0.04,-0.35,0.36,2,-3,2,0,0,0,1,-0.28000000000000114,0.3400000000000001,0.45999999999999996,0.57
ITA-Serie A,2021,2020-12-06 Parma Calcio 1913-Benevento,15520,2020-12-06 14:00:00,1,X,Parma Calcio 1913,Benevento,0,0,9,10,16,15,4,4,3,4,0,0,0,0,2,5,0,0,0,0,2,1,0,0,4,5,1,1,0,0,1,2,1,0,-44,-16,2,2,0,0,1,1,1,0,2,2,72.27,73.27,Bruno Alves | Gervinho | Simone Iacoponi | Juraj Kucka | Hernani | Luigi Sepe | Yann Karamoh | Jasmin Kurtic | Riccardo Gagliolo | Alberto Grassi | Giuseppe Pezzella,Pasquale Schiattarella | Gaetano Letizia | Daam Foulon | Gianluca Lapadula | Gianluca Caprari | Artur Ionita | Kamil Glik | Luca Caldirola | Lorenzo Montipò | Roberto Insigne | Bryan Dabo,7,7,1,2,3,2,1,3,17,16,1,1,1.4,0.44,0.6,0.56,0.74,0.64,0,0,3,1,0.82,0.86,0.53,0.59,0.23,-0.09,0.32,0.04,-1,1,-1,0,0,0,0,-1.0,0.96,-0.040000000000000036,-0.05999999999999994
ITA-Serie A,2021,2020-12-06 Roma-Sassuolo,15521,2020-12-06 14:00:00,1,X,Roma,Sassuolo,0,0,18,18,5,4,2,1,12,12,1,0,0,0,2,3,0,0,0,0,2,1,0,1,4,5,1,1,0,0,1,2,1,1,-16,-25,2,4,0,1,1,2,1,1,0,1,75.09,60.55,Jordan Veretout | Lorenzo Pellegrini | Edin Dzeko | Rick Karsdorp | Bryan Cristante | Ibañez | Gianluca Mancini | Leonardo Spinazzola | Henrikh Mkhitaryan | Antonio Mirante | Pedro,Mert Müldür | Maxime Lopez | Gianmarco Ferrari | Jeremy Toljan | Francesco Caputo | Filip Djuricic | Vlad Chiriches | Domenico Berardi | Manuel Locatelli | Rogerio | Andrea Consigli,9,6,0,3,2,2,1,2,15,15,1,0,0.31,0.75,-0.31,-0.75,0.92,0.44,0,0,0,-3,2.24,1.01,1.55,0.89,0.63,0.28,0.28,0.68,0,1,0,1,0,-2,3,14.540000000000006,-0.44,1.2300000000000002,0.66
ITA-Serie A,2021,2020-12-06 Crotone-Napoli,15516,2020-12-06 17:00:00,1,2,Crotone,Napoli,0,4,2,18,20,5,5,2,-4,12,0,1,0,0,4,1,0,0,0,0,0,0,1,0,4,4,0,0,0,0,1,3,1,0,2,10,2,3,0,1,1,0,1,1,0,1,72.91,62.64,Alex Cordaz | Milos Vulic | Salvatore Molina | Pedro Pereira | Sebastiano Luperto | Lisandro Magallán | Simy | Arkadiusz Reca | Junior Messias | Luca Marrone | Luca Cigarini,Elseid Hysaj | Victor Osimhen | Giovanni Di Lorenzo | Fabián | Dries Mertens | Hirving Lozano | Lorenzo Insigne | Alex Meret | Tiemoué Bakayoko | Kostas Manolas | Kalidou Koulibaly,8,6,3,3,0,2,1,2,15,16,1,0,0.4,2.07,-0.4,1.93,0.73,0.49,0,1,0,0,0.68,0.99,0.52,0.8,0.07,0.28,0.08,0.76,-16,15,-16,-1,0,-1,2,10.269999999999996,-1.67,-0.30999999999999994,-0.28
ITA-Serie A,2021,2020-12-06 Sampdoria-AC Milan,15522,2020-12-06 19:45:00,1,2,Sampdoria,AC Milan,1,2,11,23,12,1,4,1,5,17,0,1,0,0,2,2,0,0,0,0,0,0,1,0,5,3,0,0,0,0,1,2,1,1,-19,1,3,1,0,0,1,1,1,0,1,0,72.73,80.09,Fabio Quagliarella | Bartosz Bereszynski | Emil Audero | Antonio Candreva | Mikkel Damsgaard | Maya Yoshida | Albin Ekdal | Jakub Jankto | Lorenzo Tonelli | Morten Thorsby | Tommaso Augello,Davide Calabria | Theo Hernández | Ismael Bennacer | Zlatan Ibrahimovic | Ante Rebic | Gianluigi Donnarumma | Simon Kjaer | Alessio Romagnoli | Alexis Saelemaekers | Hakan Calhanoglu | Franck Kessié,8,8,3,0,0,3,1,0,17,15,1,1,1.38,2.92,0.62,-0.92,0.87,0.63,0,0,1,0,0.96,1.45,0.68,1.15,-0.11,-0.33,0.12,0.98,-12,11,-12,-1,0,2,0,-7.359999999999999,-1.54,-0.49,-0.46999999999999986
ITA-Serie A,2021,2020-12-07 Fiorentina-Genoa,15517,2020-12-07 19:45:00,1,X,Fiorentina,Genoa,1,1,8,5,17,19,4,5,2,-1,0,0,0,0,4,2,0,0,0,1,0,0,0,0,5,5,0,0,0,0,2,2,1,1,5,22,0,3,0,1,0,1,0,2,0,0,79.82,61.82,Giacomo Bonaventura | Gaetano Castrovilli | Sofyan Amrabat | Christian Kouamé | Bartlomiej Dragowski | Cristiano Biraghi | Nikola Milenkovic | Dusan Vlahovic | Martín Cáceres | Franck Ribéry | Pol Lirola,Gianluca Scamacca | Edoardo Goldaniga | Nicolo Rovella | Goran Pandev | Mattia Bani | Paolo Ghiglione | Miha Zajc | Milan Badelj | Mattia Perin | Cristian Zapata | Lukas Lerager,8,5,3,6,0,0,2,5,15,20,1,0,0.6,1.58,-0.6,-0.58,0.81,0.91,0,0,0,-1,0.93,0.65,0.87,0.66,0.04,-0.15,0.27,0.1,3,-2,3,0,0,-3,3,17.999999999999993,-0.9800000000000001,0.28,0.20999999999999996
ITA-Serie A,2021,2020-12-11 Sassuolo-Benevento,15534,2020-12-11 19:45:00,1,1,Sassuolo,Benevento,1,0,19,11,4,13,1,4,13,5,0,0,0,0,3,4,0,0,0,0,0,1,1,1,5,5,0,0,0,0,4,4,1,1,7,38,5,1,1,0,2,0,3,2,0,0,46.09,78.64,Maxime Lopez | Gianmarco Ferrari | Francesco Caputo | Filip Djuricic | Vlad Chiriches | Domenico Berardi | Jeremie Boga | Kaan Ayhan | Manuel Locatelli | Rogerio | Andrea Consigli,Gaetano Letizia | Pasquale Schiattarella | Daam Foulon | Gianluca Lapadula | Gianluca Caprari | Artur Ionita | Kamil Glik | Luca Caldirola | Lorenzo Montipò | Roberto Insigne | Bryan Dabo,6,7,4,3,1,1,5,3,15,15,0,1,0.21,0.34,-0.21,-0.34,0.79,0.66,0,0,1,0,1.06,0.65,0.97,0.44,-0.05,0.21,0.55,0.19,8,-9,8,0,0,4,-1,-32.55,-0.13000000000000003,0.41000000000000003,0.53
ITA-Serie A,2021,2020-12-12 Crotone-Spezia,15529,2020-12-12 14:00:00,1,1,Crotone,Spezia,4,1,2,10,20,15,5,4,-4,4,0,0,0,0,3,3,1,0,1,0,0,0,2,1,3,5,1,0,0,0,2,0,1,0,-14,-1,3,3,0,0,1,0,2,1,0,2,65.27,61.55,Alex Cordaz | Salvatore Molina | Milos Vulic | Pedro Pereira | Sebastiano Luperto | Lisandro Magallán | Simy | Arkadiusz Reca | Junior Messias | Luca Marrone | Luca Cigarini,Tommaso Pobega | Matteo Ricci | Ivan Provedel | Martin Erlic | Diego Farias | M'Bala Nzola | Claudio Terzi | Salvador Ferrer | Julian Chabot | Simone Bastoni | Emmanuel Gyasi,9,8,2,2,0,1,1,1,14,14,1,1,0.51,1.73,-0.51,-0.73,0.98,0.84,0,0,0,0,0.63,0.49,0.51,0.57,0.05,0.47,0.1,0.43,-8,5,-8,0,0,0,1,3.719999999999999,-1.22,0.14,-0.05999999999999994
