LIGA,TEMPORADA,PARTIDO,GAMEID,DATE,RULE5SUBS,RESULTADO,HOMETEAM,AWAYTEAM,HOMEGOALS,AWAYGOALS,HOMETEAMPOINTS,AWAYTEAMPOINTS,HOMEPOSITION,AWAYPOSITION,HOMESITUACION,AWAYSITUACION,HOMEDIST_DESCENSO,AWAYDIST_DESCENSO,HOMEEUROPA,AWAYEUROPA,HOMENATIONALCUP,AWAYNATIONALCUP,HOME_YELLOW_PREV,AWAY_YELLOW_PREV,HOME_RED_PREV,AWAY_RED_PREV,HOME_PREV_SUSPENDED,AWAY_PREV_SUSPENDED,HOME_SUBS_INJURY,AWAY_SUBS_INJURY,HOME_YELLOW_ACCUM,AWAY_YELLOW_ACCUM,HOME_TOTAL_SUBS,AWAY_TOTAL_SUBS,HOME_EARLY_SUBS_U45,AWAY_EARLY_SUBS_U45,HOME_HT_SUBS,AWAY_HT_SUBS,HOME_LATE_SUBS_O75,AWAY_LATE_SUBS_O75,HOME_SUBS_AFTER_CARD,AWAY_SUBS_AFTER_CARD,HOME_REACTION_TIME,AWAY_REACTION_TIME,HOME_CHURN_STARTERS,AWAY_CHURN_STARTERS,HOME_ROTATION_GK,AWAY_ROTATION_GK,HOME_ROTATION_DF,AWAY_ROTATION_DF,HOME_ROTATION_MID,AWAY_ROTATION_MID,HOME_ROTATION_FW,AWAY_ROTATION_FW,HOME_FATIGUE_LOAD,AWAY_FATIGUE_LOAD,HOME_IDEAL_11_MINS,AWAY_IDEAL_11_MINS,HOME_FIDELIDAD_IDEAL,AWAY_FIDELIDAD_IDEAL,HOME_BENCHED_IDEAL,AWAY_BENCHED_IDEAL,HOME_ABSENT_IDEAL,AWAY_ABSENT_IDEAL,HOME_POS_SKEW_IDEAL,AWAY_POS_SKEW_IDEAL,HOME_TURNOVER_3J,AWAY_TURNOVER_3J,HOME_DEF_STABILITY,AWAY_DEF_STABILITY,HOME_TEAM_XG_ACC,AWAY_TEAM_XG_ACC,HOME_LUCK_RATIO,AWAY_LUCK_RATIO,HOME_CREATIVE_DEP,AWAY_CREATIVE_DEP,HOME_SUB_CONTRIB,AWAY_SUB_CONTRIB,HOME_POINTS_SAVED,AWAY_POINTS_SAVED,HOME_STARTING_XG_POWER,AWAY_STARTING_XG_POWER,HOME_STARTING_XA_POWER,AWAY_STARTING_XA_POWER,HOME_POWER_DROP_PREV,AWAY_POWER_DROP_PREV,HOME_POWER_DROP_IDEAL,AWAY_POWER_DROP_IDEAL,DIFF_POINTS,DIFF_POSITION,DIFF_DESCENSO,DIFF_EUROPA,DIFF_CUP,DIFF_CHURN,DIFF_FIDELIDAD,DIFF_FATIGUE,DIFF_XG,DIFF_XG_POWER,DIFF_XA_POWER
ENG-Premier League,2223,2022-10-01 Southampton-Everton,18290,2022-10-01 14:00:00,1,2,Southampton,Everton,1,2,7,7,15,13,4,4,3,3,0,0,0,0,1,3,0,0,0,0,1,0,0,0,5,3,0,0,0,0,1,2,1,0,-9,12,6,3,0,1,2,1,3,0,1,1,49.82,66.0,Mohammed Salisu | Armel Bella Kotchap | James Ward-Prowse | Moussa Djenepo | Romeo Lavia | Mohamed Elyounoussi | Kyle Walker-Peters | Che Adams | Adam Armstrong | Joe Ayodele-Aribo | Gavin Bazunu,James Tarkowski | Anthony Gordon | Nathan Patterson | Vitalii Mykolenko | Alex Iwobi | Demarai Gray | Dwight McNeil | Conor Coady | Mason Holgate | Amadou Onana | Jordan Pickford,6,8,4,1,1,2,3,2,13,14,1,0,0.22,0.4,-0.22,0.6,0.83,0.94,0,0,0,2,0.79,1.03,0.66,0.7,0.23,0.75,0.24,-0.15,0,2,0,0,0,3,-2,-16.18,-0.18000000000000002,-0.24,-0.039999999999999925
ENG-Premier League,2223,2022-10-01 Fulham-Newcastle United,18285,2022-10-01 14:00:00,1,2,Fulham,Newcastle United,1,4,11,8,6,11,3,4,7,4,0,0,0,0,4,2,0,0,1,0,0,0,0,0,4,3,0,0,0,0,1,2,1,1,43,4,4,4,0,0,2,1,1,1,1,2,58.45,58.55,Harrison Reed | Andreas Pereira | Tosin Adarabioyo | João Palhinha | Aleksandar Mitrovic | Bobby Reid | Tim Ream | Kenny Tete | Antonee Robinson | Neeskens Kebano | Bernd Leno,Sven Botman | Joelinton | Dan Burn | Fabian Schär | Allan Saint-Maximin | Kieran Trippier | Joe Willock | Matt Targett | Nick Pope | Bruno Guimarães | Miguel Almirón,7,8,1,2,3,1,1,2,13,14,1,1,1.35,1.55,1.65,-0.55,0.71,0.43,0,0,0,1,1.18,1.26,0.6,0.77,-0.04,0.32,0.07,-0.3,3,-5,3,0,0,0,-1,-0.09999999999999432,-0.19999999999999996,-0.08000000000000007,-0.17000000000000004
ENG-Premier League,2223,2022-10-01 West Ham-Wolverhampton Wanderers,18291,2022-10-01 16:30:00,1,1,West Ham,Wolverhampton Wanderers,2,0,4,6,18,17,5,4,0,2,0,0,0,0,1,2,0,1,0,1,0,0,0,1,4,4,0,1,0,0,0,2,0,1,-13,-16,3,1,0,0,1,2,0,2,2,0,67.18,78.64,Kurt Zouma | Lukasz Fabianski | Aaron Cresswell | Declan Rice | Vladimir Coufal | Pablo Fornals | Said Benrahma | Michail Antonio | Tomas Soucek | Thilo Kehrer | Jarrod Bowen,Rúben Neves | Nathan Collins | Jonny | Max Kilman | Gonçalo Guedes | Rayan Ait Nouri | Pedro Neto | Daniel Podence | José Sá | Matheus Nunes | João Moutinho,7,10,4,0,0,1,2,5,13,14,1,1,0.66,0.31,-0.66,-0.31,0.56,0.62,0,0,-1,0,0.79,0.67,0.22,0.74,0.18,0.07,0.12,0.0,-2,1,-2,0,0,2,-3,-11.459999999999994,0.35000000000000003,0.12,-0.52
ENG-Premier League,2223,2022-10-02 Manchester City-Manchester United,18289,2022-10-02 13:00:00,1,1,Manchester City,Manchester United,6,3,17,12,2,6,1,3,11,6,1,1,0,0,1,3,0,0,0,0,0,2,0,1,5,4,0,0,0,0,5,2,0,1,0,1,3,0,0,0,2,0,1,0,0,0,61.82,84.27,Ilkay Gündogan | Bernardo Silva | Rodri | João Cancelo | Kevin De Bruyne | John Stones | Phil Foden | Erling Haaland | Kyle Walker | Rúben Dias | Ederson,Diogo Dalot | Jadon Sancho | Bruno Fernandes | Raphael Varane | David de Gea | Lisandro Martínez | Anthony Elanga | Tyrell Malacia | Scott McTominay | Christian Eriksen | Marcus Rashford,8,10,1,1,2,0,2,3,14,12,1,1,1.44,2.03,1.56,0.97,0.73,0.51,0,0,0,3,2.26,1.62,1.79,0.84,-0.08,-0.38,-0.11,-0.17,5,-4,5,0,0,3,-2,-22.449999999999996,-0.5899999999999999,0.6399999999999997,0.9500000000000001
ENG-Premier League,2223,2022-10-02 Leeds-Aston Villa,18286,2022-10-02 15:30:00,1,X,Leeds,Aston Villa,0,0,8,7,13,15,4,4,2,1,0,0,0,0,2,3,0,0,0,0,0,1,0,0,5,4,0,1,0,0,1,1,0,0,18,17,3,2,0,0,2,1,0,1,1,2,59.09,74.0,Robin Koch | Jack Harrison | Marc Roca | Brenden Aaronson | Tyler Adams | Rasmus Kristensen | Daniel James | Illan Meslier | Rodrigo | Diego Llorente | Pascal Struijk,Lucas Digne | Philippe Coutinho | Tyrone Mings | Emiliano Martinez | John McGinn | Ollie Watkins | Jacob Ramsey | Matthew Cash | Boubacar Kamara | Leon Bailey | Ezri Konsa Ngoyo,9,8,1,0,1,3,2,1,14,14,1,1,1.8,1.4,0.2,-0.4,0.83,0.37,1,0,0,0,1.22,0.47,0.96,0.61,-0.36,-0.13,-0.08,0.01,1,-2,1,0,0,1,1,-14.909999999999997,0.40000000000000013,0.75,0.35
ENG-Premier League,2223,2022-10-03 Leicester-Nottingham Forest,18287,2022-10-03 19:00:00,1,1,Leicester,Nottingham Forest,4,0,1,4,20,19,5,5,-5,-2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,1,0,0,27,-8,1,3,0,0,0,2,0,2,1,1,81.55,65.36,James Maddison | Harvey Barnes | Youri Tielemans | Timothy Castagne | James Justin | Jamie Vardy | Kiernan Dewsbury-Hall | Daniel Amartey | Jonny Evans | Danny Ward | Wilfred Ndidi,Jesse Lingard | Scott McKenna | Ryan Yates | Joe Worrall | Dean Henderson | Brennan Johnson | Morgan Gibbs-White | Neco Williams | Steve Cook | Lewis O'Brien | Harry Toffolo,10,8,1,2,0,1,2,3,15,15,1,1,1.59,1.43,0.41,0.57,0.55,0.78,0,1,0,0,0.76,0.99,0.52,0.52,-0.21,-0.01,0.0,-0.27,-3,1,-3,0,0,-2,2,16.189999999999998,0.16000000000000014,-0.22999999999999998,0.0
ENG-Premier League,2223,2022-10-08 Bournemouth-Leicester,18293,2022-10-08 14:00:00,1,1,Bournemouth,Leicester,2,1,9,4,13,19,4,5,3,-2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,2,1,1,-9,-29,2,2,0,0,1,0,1,1,1,1,74.91,78.82,Jordan Zemura | Ryan Christie | Lloyd Kelly | Philip Billing | Jefferson Lerma | Lewis Cook | Chris Mepham | Marcus Tavernier | Adam Smith | Dominic Solanke | Kieffer Moore,Harvey Barnes | Youri Tielemans | Timothy Castagne | James Justin | Wilfred Ndidi | Jamie Vardy | Kiernan Dewsbury-Hall | Daniel Amartey | Jonny Evans | Danny Ward | James Maddison,8,8,2,2,1,1,2,2,13,15,1,1,0.76,1.25,-0.76,2.75,0.75,0.63,0,1,1,0,0.46,0.74,0.26,0.64,-0.07,0.02,0.03,0.06,5,-6,5,0,0,0,0,-3.9099999999999966,-0.49,-0.27999999999999997,-0.38
ENG-Premier League,2223,2022-10-08 Manchester City-Southampton,18298,2022-10-08 14:00:00,1,1,Manchester City,Southampton,4,0,20,7,2,16,1,4,14,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,5,4,1,0,0,0,4,1,0,1,-35,11,3,4,0,0,1,2,1,2,1,2,64.27,62.64,Ilkay Gündogan | Bernardo Silva | Rodri | João Cancelo | Kevin De Bruyne | John Stones | Phil Foden | Erling Haaland | Kyle Walker | Rúben Dias | Ederson,Mohammed Salisu | James Ward-Prowse | Armel Bella Kotchap | Moussa Djenepo | Romeo Lavia | Mohamed Elyounoussi | Kyle Walker-Peters | Che Adams | Adam Armstrong | Joe Ayodele-Aribo | Gavin Bazunu,8,8,1,2,2,1,2,3,14,17,1,1,3.05,2.0,2.95,-1.0,0.72,0.47,1,0,0,0,2.16,0.98,1.53,0.99,0.1,-0.19,0.09,0.08,13,-14,13,1,0,-1,0,1.6299999999999955,1.0499999999999998,1.1800000000000002,0.54
ENG-Premier League,2223,2022-10-08 Chelsea-Wolverhampton Wanderers,18295,2022-10-08 14:00:00,1,1,Chelsea,Wolverhampton Wanderers,3,0,13,6,5,18,2,5,7,0,1,0,0,0,3,2,0,0,0,2,1,1,0,0,4,4,0,1,0,0,2,2,1,1,0,-9,7,3,0,0,4,1,1,0,2,2,32.82,69.18,Edouard Mendy | Kalidou Koulibaly | Ruben Loftus-Cheek | Raheem Sterling | Mason Mount | Jorginho | Mateo Kovacic | Marc Cucurella | Kai Havertz | Reece James | Thiago Silva,Rúben Neves | Nathan Collins | Jonny | Max Kilman | Gonçalo Guedes | Rayan Ait Nouri | Pedro Neto | Daniel Podence | José Sá | Matheus Nunes | João Moutinho,6,7,4,1,1,3,3,1,19,13,0,1,1.31,0.58,0.69,-0.58,0.43,0.44,2,0,2,0,0.62,0.53,0.39,0.38,0.61,0.14,0.59,0.1,7,-13,7,1,0,4,-1,-36.36000000000001,0.7300000000000001,0.08999999999999997,0.010000000000000009
ENG-Premier League,2223,2022-10-08 Newcastle United-Brentford,18299,2022-10-08 14:00:00,1,1,Newcastle United,Brentford,5,1,11,10,7,10,4,4,5,4,0,0,0,0,0,2,0,0,0,0,0,1,0,1,5,5,0,0,0,0,3,1,0,1,-13,0,0,3,0,0,0,2,0,1,0,0,84.91,65.27,Sven Botman | Joelinton | Dan Burn | Fabian Schär | Kieran Trippier | Sean Longstaff | Joe Willock | Matt Targett | Nick Pope | Bruno Guimarães | Miguel Almirón,Rico Henry | Pontus Jansson | David Raya | Christian Nørgaard | Ben Mee | Vitaly Janelt | Josh Dasilva | Mathias Jensen | Bryan Mbeumo | Ivan Toney | Aaron Hickey,9,8,2,1,0,2,3,1,15,14,1,1,5.25,1.05,-1.25,-1.05,0.73,0.75,0,0,0,-2,1.89,1.0,1.22,0.72,-0.63,0.2,-0.79,0.23,1,-3,1,0,0,-3,1,19.64,4.2,0.8899999999999999,0.5
ENG-Premier League,2223,2022-10-08 Brighton-Tottenham,18294,2022-10-08 16:30:00,1,2,Brighton,Tottenham,0,1,14,17,6,3,3,1,8,11,0,1,0,0,1,1,0,1,0,1,0,0,0,0,3,5,0,0,0,0,1,1,0,0,-19,7,0,4,0,0,0,3,0,1,0,1,87.0,59.18,Leandro Trossard | Solly March | Moisés Caicedo | Joël Veltman | Pascal Groß | Adam Webster | Robert Sánchez | Danny Welbeck | Alexis Mac Allister | Lewis Dunk | Estupiñán,Hugo Lloris | Harry Kane | Dejan Kulusevski | Ivan Perisic | Cristian Romero | Emerson | Son Heung-Min | Eric Dier | Pierre-Emile Højbjerg | Rodrigo Bentancur | Ben Davies,11,8,0,1,0,2,4,2,12,14,1,1,2.37,1.5,0.63,-0.5,0.8,0.88,0,0,1,0,1.82,1.52,1.17,0.66,-0.09,-0.04,0.0,-0.07,-3,3,-3,-1,0,-4,3,27.82,0.8700000000000001,0.30000000000000004,0.5099999999999999
ENG-Premier League,2223,2022-10-09 Crystal Palace-Leeds,18296,2022-10-09 13:00:00,1,1,Crystal Palace,Leeds,2,1,6,9,17,13,4,4,0,3,0,0,0,0,1,3,0,1,0,1,1,1,0,0,4,5,1,0,0,0,1,2,0,1,-21,4,2,1,0,0,2,0,0,1,0,2,73.64,76.73,Vicente Guaita | Wilfried Zaha | Marc Guehi | Joachim Andersen | Jeffrey Schlupp | Eberechi Eze | Tyrick Mitchell | Cheick Oumar Doucoure | Joel Ward | Jordan Ayew | Nathaniel Clyne,Luis Sinisterra | Robin Koch | Jack Harrison | Marc Roca | Brenden Aaronson | Tyler Adams | Rasmus Kristensen | Illan Meslier | Rodrigo | Diego Llorente | Pascal Struijk,9,9,1,1,1,1,2,1,14,14,1,1,0.71,0.3,0.29,-0.3,0.82,0.69,0,0,-1,1,1.13,1.29,0.82,0.85,-0.13,-0.07,-0.22,-0.2,-3,4,-3,0,0,1,0,-3.0900000000000034,0.41,-0.16000000000000014,-0.030000000000000027
ENG-Premier League,2223,2022-10-09 West Ham-Fulham,18301,2022-10-09 13:00:00,1,1,West Ham,Fulham,3,1,7,11,16,9,4,4,1,5,1,0,0,0,2,2,0,1,0,1,1,2,0,0,3,4,1,2,0,0,1,0,0,0,-30,-64,1,4,0,0,0,2,0,1,1,2,84.09,62.18,Kurt Zouma | Lukasz Fabianski | Aaron Cresswell | Declan Rice | Vladimir Coufal | Pablo Fornals | Said Benrahma | Michail Antonio | Tomas Soucek | Thilo Kehrer | Jarrod Bowen,Andreas Pereira | Harrison Reed | Tosin Adarabioyo | João Palhinha | Aleksandar Mitrovic | Bobby Reid | Tim Ream | Kenny Tete | Antonee Robinson | Neeskens Kebano | Bernd Leno,8,9,3,0,0,2,2,1,15,17,1,1,1.04,0.68,0.96,0.32,0.49,0.9,0,1,0,0,0.71,0.64,0.3,0.6,0.08,0.54,0.2,0.54,-4,7,-4,1,0,-3,-1,21.910000000000004,0.36,0.06999999999999995,-0.3
ENG-Premier League,2223,2022-10-09 Arsenal-Liverpool,18292,2022-10-09 15:30:00,1,1,Arsenal,Liverpool,3,2,21,10,2,10,1,4,15,4,1,1,0,0,2,1,0,0,0,0,0,0,1,0,5,5,0,0,0,0,4,1,1,0,-5,1,1,3,0,0,1,0,0,1,0,2,79.09,65.27,Ben White | William Saliba | Bukayo Saka | Oleksandr Zinchenko | Granit Xhaka | Gabriel | Aaron Ramsdale | Gabriel Jesus | Gabriel Martinelli | Thomas Partey | Martin Odegaard,Virgil van Dijk | Roberto Firmino | Luis Díaz | Trent Alexander-Arnold | Andrew Robertson | Jordan Henderson | Alisson | Joseph Gomez | Harvey Elliott | Fabinho | Mohamed Salah,10,6,0,4,1,1,0,2,14,16,1,1,2.48,2.23,0.52,0.77,0.5,0.68,0,1,0,0,1.96,1.88,1.29,1.22,-0.03,-0.57,0.03,-0.04,11,-8,11,0,0,-2,4,13.820000000000007,0.25,0.08000000000000007,0.07000000000000006
ENG-Premier League,2223,2022-10-09 Everton-Manchester United,18297,2022-10-09 18:00:00,1,2,Everton,Manchester United,1,2,10,12,11,7,4,4,4,6,0,1,0,0,1,3,0,0,0,0,0,1,1,1,4,5,0,1,0,0,1,0,1,0,-2,-22,1,4,0,0,0,2,0,1,1,1,81.73,68.36,James Tarkowski | Anthony Gordon | Nathan Patterson | Vitalii Mykolenko | Alex Iwobi | Demarai Gray | Dwight McNeil | Conor Coady | Mason Holgate | Amadou Onana | Jordan Pickford,Diogo Dalot | Jadon Sancho | Bruno Fernandes | Raphael Varane | David de Gea | Lisandro Martínez | Anthony Elanga | Tyrell Malacia | Scott McTominay | Christian Eriksen | Marcus Rashford,8,6,1,5,2,0,2,3,15,12,1,1,2.04,1.77,-0.04,1.23,0.86,0.51,0,2,0,0,1.38,1.9,1.06,1.02,-0.35,-0.28,-0.43,-0.62,-2,4,-2,-1,0,-3,2,13.370000000000005,0.27,-0.52,0.040000000000000036
ENG-Premier League,2223,2022-10-10 Nottingham Forest-Aston Villa,18300,2022-10-10 19:00:00,1,X,Nottingham Forest,Aston Villa,1,1,4,8,20,16,5,4,-2,2,0,0,0,0,4,2,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,1,1,1,-17,5,5,2,0,0,2,1,2,0,2,1,59.36,75.36,Jesse Lingard | Scott McKenna | Ryan Yates | Joe Worrall | Dean Henderson | Brennan Johnson | Morgan Gibbs-White | Neco Williams | Steve Cook | Lewis O'Brien | Harry Toffolo,Lucas Digne | Philippe Coutinho | Tyrone Mings | Emiliano Martinez | John McGinn | Ollie Watkins | Jacob Ramsey | Matthew Cash | Boubacar Kamara | Leon Bailey | Ezri Konsa Ngoyo,7,8,4,0,0,3,3,1,15,14,1,1,1.22,1.95,-1.22,-1.95,0.69,0.52,0,0,0,-2,0.55,0.76,0.56,0.66,0.44,-0.29,0.17,-0.09,-4,4,-4,0,0,3,-1,-16.0,-0.73,-0.20999999999999996,-0.09999999999999998
ENG-Premier League,2223,2022-10-14 Brentford-Brighton,18303,2022-10-14 19:00:00,1,1,Brentford,Brighton,2,0,10,14,12,7,4,4,4,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,2,1,0,-17,0,3,0,0,0,0,0,2,1,1,1,70.0,87.27,Rico Henry | Pontus Jansson | David Raya | Ben Mee | Vitaly Janelt | Josh Dasilva | Mathias Jensen | Shandon Baptiste | Bryan Mbeumo | Ivan Toney | Aaron Hickey,Leandro Trossard | Solly March | Moisés Caicedo | Joël Veltman | Pascal Groß | Adam Webster | Robert Sánchez | Danny Welbeck | Alexis Mac Allister | Lewis Dunk | Estupiñán,7,11,2,0,2,0,2,2,14,12,1,1,1.13,0.9,-0.13,-0.9,0.82,0.56,0,0,0,-1,1.28,1.66,0.7,1.12,-0.28,0.16,-0.18,0.0,-4,5,-4,0,0,3,-4,-17.269999999999996,0.22999999999999987,-0.3799999999999999,-0.42000000000000015
ENG-Premier League,2223,2022-10-15 Leicester-Crystal Palace,18306,2022-10-15 11:30:00,1,X,Leicester,Crystal Palace,0,0,4,9,20,15,5,4,-2,3,0,0,0,0,2,3,0,0,0,0,0,1,1,0,4,4,0,0,0,0,2,0,1,0,22,26,1,1,0,0,1,1,0,1,0,0,78.91,79.91,Harvey Barnes | Youri Tielemans | Timothy Castagne | James Justin | Wilfred Ndidi | Jamie Vardy | Kiernan Dewsbury-Hall | Daniel Amartey | Jonny Evans | Danny Ward | James Maddison,Vicente Guaita | Wilfried Zaha | Marc Guehi | Joachim Andersen | Odsonne Edouard | Jeffrey Schlupp | Eberechi Eze | Tyrick Mitchell | Cheick Oumar Doucoure | Joel Ward | Jordan Ayew,8,11,1,0,2,0,2,0,13,14,1,1,1.18,1.65,-0.18,0.35,0.81,0.65,0,0,-3,0,0.8,1.17,0.72,0.86,-0.06,-0.04,-0.06,0.0,-5,5,-5,0,0,0,-3,-1.0,-0.47,-0.3699999999999999,-0.14
ENG-Premier League,2223,2022-10-15 Wolverhampton Wanderers-Nottingham Forest,18311,2022-10-15 14:00:00,1,1,Wolverhampton Wanderers,Nottingham Forest,1,0,6,5,18,20,5,5,0,-1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,4,3,0,0,0,0,2,0,0,0,26,13,2,1,0,0,1,1,1,0,1,0,69.55,83.0,Rúben Neves | Nathan Collins | Jonny | Max Kilman | Gonçalo Guedes | Rayan Ait Nouri | Pedro Neto | Daniel Podence | José Sá | Matheus Nunes | João Moutinho,Jesse Lingard | Scott McKenna | Ryan Yates | Joe Worrall | Dean Henderson | Brennan Johnson | Morgan Gibbs-White | Neco Williams | Steve Cook | Lewis O'Brien | Harry Toffolo,8,8,1,2,2,1,1,3,15,17,1,1,0.75,0.22,-0.75,0.78,0.69,0.54,0,0,0,1,0.53,0.63,0.46,0.57,0.0,-0.08,0.12,0.02,1,-2,1,0,0,1,0,-13.450000000000003,0.53,-0.09999999999999998,-0.10999999999999993
ENG-Premier League,2223,2022-10-15 Fulham-Bournemouth,18304,2022-10-15 14:00:00,1,X,Fulham,Bournemouth,2,2,11,12,10,9,4,4,4,5,0,0,0,0,3,1,0,0,1,0,0,0,1,1,4,3,0,0,0,0,2,1,1,0,67,-2,2,0,0,0,1,0,0,0,1,0,70.36,87.55,Andreas Pereira | Harrison Reed | Tosin Adarabioyo | João Palhinha | Aleksandar Mitrovic | Bobby Reid | Tim Ream | Kenny Tete | Antonee Robinson | Neeskens Kebano | Bernd Leno,Jordan Zemura | Ryan Christie | Lloyd Kelly | Philip Billing | Jefferson Lerma | Lewis Cook | Chris Mepham | Marcus Tavernier | Neto | Adam Smith | Dominic Solanke,9,9,1,1,1,1,1,1,18,13,1,1,0.55,1.16,0.45,0.84,0.9,0.85,0,0,0,3,1.16,0.54,0.57,0.34,-0.52,-0.08,-0.03,0.0,-1,1,-1,0,0,2,0,-17.189999999999998,-0.6099999999999999,0.6199999999999999,0.22999999999999993
ENG-Premier League,2223,2022-10-15 Tottenham-Everton,18310,2022-10-15 16:30:00,1,1,Tottenham,Everton,2,0,20,10,3,12,1,4,13,3,1,0,0,0,2,2,0,0,1,1,0,0,0,0,3,4,0,0,0,0,1,3,0,1,7,-5,2,1,0,0,1,1,2,0,0,0,75.36,81.09,Hugo Lloris | Ryan Sessegnon | Harry Kane | Dejan Kulusevski | Cristian Romero | Emerson | Son Heung-Min | Eric Dier | Pierre-Emile Højbjerg | Rodrigo Bentancur | Ben Davies,James Tarkowski | Anthony Gordon | Nathan Patterson | Neal Maupay | Vitalii Mykolenko | Alex Iwobi | Demarai Gray | Dwight McNeil | Conor Coady | Amadou Onana | Jordan Pickford,8,9,1,0,2,2,1,2,17,14,1,1,0.77,0.37,0.23,0.63,0.82,0.76,0,0,3,0,1.42,1.07,0.95,0.89,0.1,0.31,0.12,0.2,10,-9,10,1,0,1,-1,-5.730000000000004,0.4,0.34999999999999987,0.05999999999999994
ENG-Premier League,2223,2022-10-16 Aston Villa-Chelsea,18302,2022-10-16 13:00:00,1,2,Aston Villa,Chelsea,0,2,9,16,16,4,4,1,1,8,0,1,0,0,3,2,0,0,0,0,0,0,1,0,3,5,0,0,0,0,2,4,1,1,19,7,2,5,0,0,0,3,0,2,2,1,74.09,47.64,Lucas Digne | Philippe Coutinho | Tyrone Mings | Emiliano Martinez | John McGinn | Ollie Watkins | Ezri Konsa Ngoyo | Matthew Cash | Boubacar Kamara | Leon Bailey | Jacob Ramsey,Edouard Mendy | Kalidou Koulibaly | César Azpilicueta | Ruben Loftus-Cheek | Mason Mount | Raheem Sterling | Jorginho | Marc Cucurella | Kai Havertz | Reece James | Thiago Silva,8,6,1,4,2,1,1,3,15,19,1,1,0.66,2.43,0.34,0.57,0.69,0.52,0,2,-2,0,0.63,1.32,0.65,0.85,0.13,-0.7,0.03,-0.03,-7,12,-7,-1,0,-3,2,26.450000000000003,-1.77,-0.6900000000000001,-0.19999999999999996
ENG-Premier League,2223,2022-10-16 Leeds-Arsenal,18305,2022-10-16 13:00:00,1,2,Leeds,Arsenal,0,1,9,24,15,1,4,1,1,16,0,1,0,0,3,1,0,0,0,0,0,0,0,1,4,3,0,0,0,0,3,1,1,0,14,13,1,0,0,0,0,0,1,0,2,0,80.82,89.82,Robin Koch | Jack Harrison | Marc Roca | Brenden Aaronson | Tyler Adams | Rasmus Kristensen | Illan Meslier | Rodrigo | Diego Llorente | Pascal Struijk | Patrick Bamford,Ben White | William Saliba | Bukayo Saka | Oleksandr Zinchenko | Granit Xhaka | Gabriel | Aaron Ramsdale | Gabriel Jesus | Gabriel Martinelli | Thomas Partey | Martin Odegaard,9,10,2,0,0,1,1,0,15,14,1,1,1.1,2.84,-0.1,0.16,0.8,0.96,0,0,0,0,1.01,2.05,0.83,1.32,0.28,-0.09,0.25,0.03,-15,14,-15,-1,0,1,-1,-9.0,-1.7399999999999998,-1.0399999999999998,-0.4900000000000001
ENG-Premier League,2223,2022-10-16 Manchester United-Newcastle United,18308,2022-10-16 13:00:00,1,X,Manchester United,Newcastle United,0,0,15,14,5,6,2,3,7,6,1,0,0,0,1,0,0,0,1,0,1,1,1,0,3,5,1,0,0,0,1,4,1,0,-11,5,4,1,0,0,1,0,1,1,2,0,63.0,79.82,Diogo Dalot | Jadon Sancho | Bruno Fernandes | Raphael Varane | Luke Shaw | David de Gea | Lisandro Martínez | Tyrell Malacia | Scott McTominay | Christian Eriksen | Marcus Rashford,Sven Botman | Joelinton | Callum Wilson | Dan Burn | Fabian Schär | Kieran Trippier | Sean Longstaff | Joe Willock | Nick Pope | Bruno Guimarães | Miguel Almirón,7,10,2,1,2,0,2,2,15,15,1,1,1.83,2.45,0.17,2.55,0.62,0.85,1,0,2,0,1.1,1.78,0.72,1.1,0.8,0.11,-0.05,0.15,1,-1,1,1,0,3,-3,-16.819999999999993,-0.6200000000000001,-0.6799999999999999,-0.3800000000000001
ENG-Premier League,2223,2022-10-16 Southampton-West Ham,18309,2022-10-16 13:00:00,1,X,Southampton,West Ham,1,1,7,10,18,13,5,4,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,2,2,0,1,8,50,2,3,0,0,0,3,3,0,1,1,72.0,64.82,Mohammed Salisu | James Ward-Prowse | Armel Bella Kotchap | Moussa Djenepo | Romeo Lavia | Mohamed Elyounoussi | Kyle Walker-Peters | Che Adams | Adam Armstrong | Joe Ayodele-Aribo | Gavin Bazunu,Kurt Zouma | Lukasz Fabianski | Aaron Cresswell | Declan Rice | Vladimir Coufal | Pablo Fornals | Said Benrahma | Michail Antonio | Tomas Soucek | Thilo Kehrer | Jarrod Bowen,9,7,1,3,1,1,3,2,17,14,1,1,0.1,3.72,-0.1,-0.72,1.0,0.58,0,1,0,0,0.93,0.97,0.77,0.49,0.05,-0.26,0.01,0.12,-3,5,-3,-1,0,-1,2,7.180000000000007,-3.62,-0.039999999999999925,0.28
