LIGA,TEMPORADA,PARTIDO,GAMEID,DATE,RULE5SUBS,RESULTADO,HOMETEAM,AWAYTEAM,HOMEGOALS,AWAYGOALS,HOMETEAMPOINTS,AWAYTEAMPOINTS,HOMEPOSITION,AWAYPOSITION,HOMESITUACION,AWAYSITUACION,HOMEDIST_DESCENSO,AWAYDIST_DESCENSO,HOMEEUROPA,AWAYEUROPA,HOMENATIONALCUP,AWAYNATIONALCUP,HOME_YELLOW_PREV,AWAY_YELLOW_PREV,HOME_RED_PREV,AWAY_RED_PREV,HOME_PREV_SUSPENDED,AWAY_PREV_SUSPENDED,HOME_SUBS_INJURY,AWAY_SUBS_INJURY,HOME_YELLOW_ACCUM,AWAY_YELLOW_ACCUM,HOME_TOTAL_SUBS,AWAY_TOTAL_SUBS,HOME_EARLY_SUBS_U45,AWAY_EARLY_SUBS_U45,HOME_HT_SUBS,AWAY_HT_SUBS,HOME_LATE_SUBS_O75,AWAY_LATE_SUBS_O75,HOME_SUBS_AFTER_CARD,AWAY_SUBS_AFTER_CARD,HOME_REACTION_TIME,AWAY_REACTION_TIME,HOME_CHURN_STARTERS,AWAY_CHURN_STARTERS,HOME_ROTATION_GK,AWAY_ROTATION_GK,HOME_ROTATION_DF,AWAY_ROTATION_DF,HOME_ROTATION_MID,AWAY_ROTATION_MID,HOME_ROTATION_FW,AWAY_ROTATION_FW,HOME_FATIGUE_LOAD,AWAY_FATIGUE_LOAD,HOME_IDEAL_11_MINS,AWAY_IDEAL_11_MINS,HOME_FIDELIDAD_IDEAL,AWAY_FIDELIDAD_IDEAL,HOME_BENCHED_IDEAL,AWAY_BENCHED_IDEAL,HOME_ABSENT_IDEAL,AWAY_ABSENT_IDEAL,HOME_POS_SKEW_IDEAL,AWAY_POS_SKEW_IDEAL,HOME_TURNOVER_3J,AWAY_TURNOVER_3J,HOME_DEF_STABILITY,AWAY_DEF_STABILITY,HOME_TEAM_XG_ACC,AWAY_TEAM_XG_ACC,HOME_LUCK_RATIO,AWAY_LUCK_RATIO,HOME_CREATIVE_DEP,AWAY_CREATIVE_DEP,HOME_SUB_CONTRIB,AWAY_SUB_CONTRIB,HOME_POINTS_SAVED,AWAY_POINTS_SAVED,HOME_STARTING_XG_POWER,AWAY_STARTING_XG_POWER,HOME_STARTING_XA_POWER,AWAY_STARTING_XA_POWER,HOME_POWER_DROP_PREV,AWAY_POWER_DROP_PREV,HOME_POWER_DROP_IDEAL,AWAY_POWER_DROP_IDEAL,DIFF_POINTS,DIFF_POSITION,DIFF_DESCENSO,DIFF_EUROPA,DIFF_CUP,DIFF_CHURN,DIFF_FIDELIDAD,DIFF_FATIGUE,DIFF_XG,DIFF_XG_POWER,DIFF_XA_POWER
ENG-Premier League,2425,2024-10-06 Chelsea-Nottingham Forest,26668,2024-10-06 13:00:00,1,X,Chelsea,Nottingham Forest,1,1,13,9,4,11,1,4,10,6,1,0,0,0,3,2,0,0,0,0,0,0,2,0,5,5,0,0,0,0,4,2,1,1,12,-2,0,2,0,0,0,0,0,1,0,2,85.64,72.09,Enzo Fernández | Wesley Fofana | Malo Gusto | Nicolas Jackson | Noni Madueke | Levi Colwill | Moisés Caicedo | Cole Palmer | Robert Sánchez | Marc Cucurella | Pedro Neto,Ryan Yates | Callum Hudson-Odoi | Ola Aina | Neco Williams | Murillo | Nikola Milenkovic | Morgan Gibbs-White | Matz Sels | Elliot Anderson | Chris Wood | Anthony Elanga,10,9,1,2,0,0,0,1,15,14,1,1,3.66,0.62,0.34,-0.62,0.62,0.58,0,0,0,0,1.98,1.07,1.75,0.75,-0.32,-0.12,-0.01,0.17,4,-7,4,1,0,-2,1,13.549999999999997,3.04,0.9099999999999999,1.0
ENG-Premier League,2425,2024-10-06 Brighton-Tottenham,26671,2024-10-06 15:30:00,1,1,Brighton,Tottenham,3,2,9,10,11,8,4,4,6,7,0,1,0,0,2,3,0,0,0,0,0,1,0,0,5,5,0,0,0,0,3,4,0,1,-1,-16,2,0,0,0,1,0,1,0,1,0,70.27,83.82,Carlos Baleba | Bart Verbruggen | Lewis Dunk | Georginio Rutter | Jan Paul van Hecke | Joël Veltman | João Pedro | Yankuba Minteh | Danny Welbeck | Jack Hinshelwood | Kaoru Mitoma,Pedro Porro | Rodrigo Bentancur | Micky van de Ven | Son Heung-Min | Dejan Kulusevski | James Maddison | Iyenoma Destiny Udogie | Brennan Johnson | Dominic Solanke | Cristian Romero | Guglielmo Vicario,9,10,0,0,2,1,2,0,16,12,1,1,1.21,5.61,0.79,-2.61,0.75,0.59,0,1,0,0,1.45,2.66,0.83,1.33,0.0,-0.61,0.23,0.03,-1,3,-1,-1,0,2,-1,-13.549999999999997,-4.4,-1.2100000000000002,-0.5000000000000001
ENG-Premier League,2425,2024-10-19 Tottenham-West Ham,26672,2024-10-19 11:30:00,1,1,Tottenham,West Ham,4,1,10,8,9,12,4,4,7,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,3,0,0,30,26,2,0,0,0,0,0,1,0,1,0,74.18,86.09,Pedro Porro | Rodrigo Bentancur | Micky van de Ven | Dejan Kulusevski | Son Heung-Min | James Maddison | Iyenoma Destiny Udogie | Brennan Johnson | Dominic Solanke | Cristian Romero | Guglielmo Vicario,Guido Rodríguez | Tomas Soucek | Max Kilman | Michail Antonio | Emerson | Jarrod Bowen | Aaron Wan-Bissaka | Mohammed Kudus | Alphonse Areola | Lucas Paquetá | Konstantinos Mavropanos,10,10,1,1,0,0,0,4,12,14,1,1,1.09,4.58,0.91,-0.58,0.58,0.79,0,0,0,0,2.38,1.64,1.64,0.9,0.28,-0.48,0.02,0.01,2,-3,2,0,0,2,0,-11.909999999999997,-3.49,0.74,0.7399999999999999
ENG-Premier League,2425,2024-10-19 Fulham-Aston Villa,26673,2024-10-19 14:00:00,1,2,Fulham,Aston Villa,1,3,11,14,9,5,4,2,8,11,0,1,0,0,1,1,0,0,0,0,0,1,0,0,5,3,0,1,0,0,3,1,1,0,-5,-56,1,3,0,0,0,1,1,1,2,1,76.36,70.27,Alex Iwobi | Sasa Lukic | Bernd Leno | Andreas Pereira | Raúl Jiménez | Adama Traoré | Kenny Tete | Emile Smith-Rowe | Calvin Bassey | Joachim Andersen | Antonee Robinson,Ollie Watkins | Leon Bailey | Emiliano Martinez | Pau Torres | John McGinn | Jacob Ramsey | Youri Tielemans | Lucas Digne | Ezri Konsa Ngoyo | Amadou Onana | Morgan Rogers,10,9,0,2,1,0,1,3,12,15,1,1,2.76,0.53,-0.76,-0.53,0.73,0.53,2,0,0,1,1.7,1.43,1.41,1.59,-0.38,-0.04,0.0,0.14,-3,4,-3,-1,0,-2,1,6.090000000000003,2.2299999999999995,0.27,-0.18000000000000016
ENG-Premier League,2425,2024-10-19 Ipswich-Everton,26674,2024-10-19 14:00:00,1,2,Ipswich,Everton,0,2,4,5,17,16,4,4,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,2,0,0,0,0,5,0,0,0,4,16,2,2,0,0,2,1,0,1,0,0,69.27,74.64,Axel Tuanzebe | Liam Delap | Omari Hutchinson | Jacob Greaves | Kalvin Phillips | Wes Burns | Sam Morsy | Leif Davis | Sammie Szmodics | Dara O'Shea | Arijanet Muric,Vitalii Mykolenko | Dominic Calvert-Lewin | Dwight McNeil | Ashley Young | Iliman Ndiaye | Tim Iroegbunam | Jack Harrison | Jordan Pickford | Abdoulaye Doucouré | James Tarkowski | Michael Keane,8,10,1,0,2,1,0,2,15,14,1,1,1.18,0.75,-0.18,-0.75,0.84,0.81,0,0,0,-2,0.62,1.0,0.83,0.86,0.04,0.05,0.26,-0.06,-1,1,-1,0,0,0,-2,-5.3700000000000045,0.42999999999999994,-0.38,-0.030000000000000027
ENG-Premier League,2425,2024-10-19 Manchester United-Brentford,26675,2024-10-19 14:00:00,1,1,Manchester United,Brentford,2,1,8,10,13,11,4,4,5,7,0,0,0,0,5,2,0,0,0,0,1,0,0,0,5,4,0,0,0,0,1,2,1,0,8,20,3,0,0,0,2,0,1,1,0,1,65.18,88.36,André Onana | Joshua Zirkzee | Kobbie Mainoo | Alejandro Garnacho | Diogo Dalot | Noussair Mazraoui | Matthijs de Ligt | Amad Diallo Traore | Bruno Fernandes | Marcus Rashford | Lisandro Martínez,Sepp van den Berg | Kristoffer Ajer | Ethan Pinnock | Keane Lewis-Potter | Christian Nørgaard | Kevin Schade | Mikkel Damsgaard | Vitaly Janelt | Mark Flekken | Bryan Mbeumo | Nathan Collins,7,11,3,0,1,0,3,2,16,13,1,1,0.45,4.14,-0.45,0.86,0.58,0.71,0,1,-2,0,1.08,1.22,1.07,0.81,-0.28,-0.39,0.43,0.0,-2,2,-2,0,0,3,-4,-23.179999999999993,-3.6899999999999995,-0.1399999999999999,0.26
ENG-Premier League,2425,2024-10-19 Newcastle United-Brighton,26676,2024-10-19 14:00:00,1,2,Newcastle United,Brighton,0,1,12,12,8,7,4,4,9,9,0,0,0,0,2,2,0,0,0,0,1,2,1,0,4,5,0,1,0,0,3,3,0,1,-10,-57,2,3,0,0,1,1,0,1,1,1,72.27,66.55,Anthony Gordon | Joelinton | Nick Pope | Bruno Guimarães | Alexander Isak | Harvey Barnes | Fabian Schär | Dan Burn | Lewis Hall | Valentino Livramento | Jacob Murphy,Carlos Baleba | Bart Verbruggen | Lewis Dunk | Georginio Rutter | Jan Paul van Hecke | Joël Veltman | João Pedro | Yankuba Minteh | Danny Welbeck | Jack Hinshelwood | Kaoru Mitoma,10,7,1,2,0,2,1,4,14,15,1,1,1.79,1.97,-1.79,1.03,0.58,0.92,0,0,1,2,1.15,1.14,0.69,0.34,-0.08,0.31,0.15,0.62,0,1,0,0,0,-1,3,5.719999999999999,-0.17999999999999994,0.010000000000000009,0.3499999999999999
ENG-Premier League,2425,2024-10-19 Southampton-Leicester,26678,2024-10-19 14:00:00,1,2,Southampton,Leicester,2,3,1,6,19,16,5,4,-2,3,0,0,0,0,3,4,0,0,0,0,1,0,0,0,4,4,1,0,0,0,2,3,1,0,-23,-11,1,1,0,0,0,0,1,1,1,0,85.27,79.73,Tyler Dibling | Ben Brereton Díaz | Joe Ayodele-Aribo | Jack Stephens | Aaron Ramsdale | Flynn Downes | Jan Bednarek | Yukinari Sugawara | Mateus Fernandes | Kyle Walker-Peters | Taylor Harwood-Bellis,Wilfred Ndidi | Mads Hermansen | James Justin | Wout Faes | Caleb Okoli | Facundo Buonanotte | Victor Kristiansen | Stephy Mavididi | Jamie Vardy | Jordan Ayew | Harry Winks,9,9,0,2,2,0,3,4,17,13,1,1,1.3,0.91,-0.3,0.09,0.8,0.91,1,0,-3,0,1.09,0.94,0.96,0.75,-0.5,0.16,-0.2,0.13,-5,3,-5,0,0,0,0,5.539999999999992,0.39,0.15000000000000013,0.20999999999999996
ENG-Premier League,2425,2024-10-19 Bournemouth-Arsenal,26680,2024-10-19 16:30:00,1,1,Bournemouth,Arsenal,2,0,8,17,14,2,4,1,5,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,1,1,0,-15,-14,3,3,0,0,1,1,2,2,1,2,68.64,67.55,Adam Smith | Marcus Tavernier | Lewis Cook | Evanilson | Marcos Senesi | Ryan Christie | Justin Kluivert | Kepa | Illia Zabarnyi | Antoine Semenyo | Milos Kerkez,David Raya | William Saliba | Declan Rice | Thomas Partey | Gabriel Martinelli | Kai Havertz | Jurriën Timber | Bukayo Saka | Ben White | Gabriel | Leandro Trossard,8,8,3,1,0,2,0,2,14,14,1,1,1.95,3.37,-1.95,-0.37,0.76,0.73,0,1,0,2,1.73,1.69,1.19,0.66,-0.04,0.04,-0.18,0.5,-9,12,-9,-1,0,0,0,1.0900000000000034,-1.4200000000000002,0.040000000000000036,0.5299999999999999
ENG-Premier League,2425,2024-10-20 Wolverhampton Wanderers-Manchester City,26681,2024-10-20 13:00:00,1,2,Wolverhampton Wanderers,Manchester City,1,2,1,17,20,2,5,1,-2,14,0,1,0,0,3,2,0,0,0,0,1,0,0,0,3,4,0,0,0,0,1,1,1,0,4,-4,2,3,1,0,1,1,0,2,1,0,70.18,68.91,João Gomes | Rayan Ait Nouri | Matheus Cunha | Mario Lemina | Yerson Mosquera | Nélson Semedo | Jørgen Strand Larsen | Craig Dawson | Sam Johnstone | Jean-Ricner Bellegarde | Toti,Mateo Kovacic | Josko Gvardiol | Kevin De Bruyne | Erling Haaland | Rico Lewis | Jéremy Doku | Ederson | Rúben Dias | Bernardo Silva | Ilkay Gündogan | Manuel Akanji,8,9,1,1,2,1,4,1,14,15,0,1,0.7,1.37,2.3,1.63,0.51,0.75,1,1,0,0,0.93,1.95,0.73,1.11,0.09,-0.08,0.12,-0.01,-16,18,-16,-1,0,-1,-1,1.2700000000000102,-0.6700000000000002,-1.02,-0.3800000000000001
ENG-Premier League,2425,2024-10-20 Liverpool-Chelsea,26679,2024-10-20 15:30:00,1,1,Liverpool,Chelsea,2,1,18,14,2,6,1,3,15,11,1,1,0,0,2,6,0,0,0,2,1,1,0,0,5,5,0,0,0,0,3,2,1,1,-29,11,3,3,1,0,1,2,1,1,0,0,68.73,64.82,Mohamed Salah | Andrew Robertson | Diogo Jota | Virgil van Dijk | Dominik Szoboszlai | Ryan Gravenberch | Trent Alexander-Arnold | Luis Díaz | Ibrahima Konaté | Alisson | Alexis Mac Allister,Jadon Sancho | Enzo Fernández | Wesley Fofana | Malo Gusto | Nicolas Jackson | Noni Madueke | Levi Colwill | Moisés Caicedo | Cole Palmer | Robert Sánchez | Marc Cucurella,8,8,2,1,1,2,1,0,16,12,0,1,2.07,2.28,-1.07,-1.28,0.54,0.64,0,0,0,1,1.75,1.84,1.67,1.74,-0.3,0.14,0.37,0.05,4,-4,4,0,0,0,0,3.910000000000011,-0.20999999999999996,-0.09000000000000008,-0.07000000000000006
ENG-Premier League,2425,2024-10-21 Nottingham Forest-Crystal Palace,26677,2024-10-21 19:00:00,1,1,Nottingham Forest,Crystal Palace,1,0,10,3,12,18,4,5,7,0,0,0,0,0,2,4,1,0,1,0,1,1,0,0,5,4,0,1,0,0,5,0,1,0,19,-47,2,2,0,0,0,0,2,3,1,0,71.45,67.0,Ryan Yates | Callum Hudson-Odoi | Ola Aina | Neco Williams | Murillo | Nikola Milenkovic | Morgan Gibbs-White | Matz Sels | Elliot Anderson | Chris Wood | Anthony Elanga,Daniel Muñoz | Daichi Kamada | Adam Wharton | Jean-Philippe Mateta | Dean Henderson | Eberechi Eze | Maxence Lacroix | Tyrick Mitchell | Eddie Nketiah | Chris Richards | Marc Guehi,9,8,1,2,1,1,1,2,14,14,1,1,1.67,0.61,-0.67,-0.61,0.71,0.82,0,0,-2,0,0.97,1.03,0.64,0.78,0.1,0.01,0.29,0.05,7,-6,7,0,0,0,1,4.450000000000003,1.06,-0.06000000000000005,-0.14
ENG-Premier League,2425,2024-10-25 Leicester-Nottingham Forest,26682,2024-10-25 19:00:00,1,2,Leicester,Nottingham Forest,1,3,9,13,14,8,4,4,6,10,0,0,0,0,3,2,0,0,0,0,0,1,0,0,4,5,0,0,0,0,0,4,1,1,-29,-2,3,0,0,0,1,0,2,0,1,0,71.91,85.18,Wilfred Ndidi | Oliver Skipp | Mads Hermansen | James Justin | Wout Faes | Caleb Okoli | Facundo Buonanotte | Victor Kristiansen | Stephy Mavididi | Jamie Vardy | Harry Winks,Ryan Yates | Callum Hudson-Odoi | Ola Aina | Murillo | Nikola Milenkovic | Morgan Gibbs-White | Álex Moreno | Matz Sels | Elliot Anderson | Chris Wood | Anthony Elanga,9,10,1,0,1,1,4,1,13,14,1,1,2.84,1.89,0.16,-0.89,0.59,0.76,3,0,3,2,1.17,1.08,0.88,0.75,-0.23,-0.11,-0.04,0.15,-4,6,-4,0,0,3,-1,-13.27000000000001,0.95,0.08999999999999986,0.13
ENG-Premier League,2425,2024-10-26 Aston Villa-Bournemouth,26684,2024-10-26 14:00:00,1,X,Aston Villa,Bournemouth,1,1,17,11,4,11,1,4,14,8,1,0,0,0,3,1,1,0,1,0,0,0,0,0,5,5,0,0,0,0,4,1,1,1,54,1,2,4,0,1,1,0,2,2,0,1,71.36,56.09,Ollie Watkins | Leon Bailey | Emiliano Martinez | Pau Torres | John McGinn | Jacob Ramsey | Youri Tielemans | Lucas Digne | Ezri Konsa Ngoyo | Amadou Onana | Morgan Rogers,Adam Smith | Marcus Tavernier | Lewis Cook | Evanilson | Marcos Senesi | Ryan Christie | Kepa | Justin Kluivert | Illia Zabarnyi | Antoine Semenyo | Milos Kerkez,10,7,1,3,0,1,7,0,14,14,1,0,1.44,2.18,1.56,-0.18,0.78,0.59,0,3,0,2,1.43,1.13,1.37,0.98,0.0,0.6,0.1,0.49,6,-7,6,1,0,-2,3,15.269999999999996,-0.7400000000000002,0.30000000000000004,0.3900000000000001
ENG-Premier League,2425,2024-10-26 Brentford-Ipswich,26685,2024-10-26 14:00:00,1,1,Brentford,Ipswich,4,3,10,4,13,17,4,4,7,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,2,3,1,0,-8,-7,2,6,0,0,1,1,1,2,2,3,73.0,43.27,Sepp van den Berg | Kristoffer Ajer | Ethan Pinnock | Keane Lewis-Potter | Christian Nørgaard | Kevin Schade | Mikkel Damsgaard | Vitaly Janelt | Mark Flekken | Bryan Mbeumo | Nathan Collins,Axel Tuanzebe | Luke Woolfenden | Liam Delap | Omari Hutchinson | Jacob Greaves | Kalvin Phillips | Wes Burns | Sam Morsy | Leif Davis | Dara O'Shea | Arijanet Muric,9,4,1,3,1,4,2,1,12,15,1,1,0.89,1.17,0.11,-1.17,0.8,0.6,0,0,0,0,1.56,0.5,0.84,0.4,-0.34,0.12,-0.4,0.21,6,-4,6,0,0,-4,5,29.729999999999997,-0.2799999999999999,1.06,0.43999999999999995
ENG-Premier League,2425,2024-10-26 Brighton-Wolverhampton Wanderers,26686,2024-10-26 14:00:00,1,X,Brighton,Wolverhampton Wanderers,2,2,15,1,6,20,3,5,12,-2,0,0,0,0,2,3,0,0,0,0,1,0,0,2,5,4,0,0,0,0,2,1,1,1,53,-13,3,1,0,0,2,0,2,2,1,0,65.82,83.0,Carlos Baleba | Bart Verbruggen | Lewis Dunk | Georginio Rutter | Jan Paul van Hecke | Joël Veltman | João Pedro | Yankuba Minteh | Danny Welbeck | Jack Hinshelwood | Kaoru Mitoma,João Gomes | Rayan Ait Nouri | Matheus Cunha | Mario Lemina | Nélson Semedo | Yerson Mosquera | Jørgen Strand Larsen | Craig Dawson | Sam Johnstone | Jean-Ricner Bellegarde | Toti,7,8,0,1,4,2,4,2,16,14,1,1,1.68,0.76,-0.68,0.24,0.78,0.98,0,0,2,-3,1.44,0.92,0.77,0.73,-0.3,0.01,0.25,0.12,14,-14,14,0,0,2,-1,-17.180000000000007,0.9199999999999999,0.5199999999999999,0.040000000000000036
ENG-Premier League,2425,2024-10-26 Manchester City-Southampton,26683,2024-10-26 14:00:00,1,1,Manchester City,Southampton,1,0,20,1,2,20,1,5,17,-2,1,0,0,0,1,5,0,1,0,1,0,0,0,0,3,5,0,0,0,0,2,2,0,0,5,38,3,2,0,0,1,2,2,1,0,0,66.09,68.18,Josko Gvardiol | Erling Haaland | Rico Lewis | Jéremy Doku | Ederson | Rúben Dias | Bernardo Silva | Ilkay Gündogan | Manuel Akanji | Mateo Kovacic | Sávio,Tyler Dibling | Ben Brereton Díaz | Joe Ayodele-Aribo | Jack Stephens | Aaron Ramsdale | Flynn Downes | Jan Bednarek | Yukinari Sugawara | Mateus Fernandes | Kyle Walker-Peters | Taylor Harwood-Bellis,9,8,1,2,1,1,3,3,15,16,1,1,1.37,2.43,0.63,-0.43,0.35,0.71,1,0,2,-3,1.58,1.14,0.99,0.88,0.37,-0.05,0.17,-0.17,19,-18,19,1,0,1,1,-2.0900000000000034,-1.06,0.44000000000000017,0.10999999999999999
ENG-Premier League,2425,2024-10-26 Everton-Fulham,26687,2024-10-26 16:30:00,1,X,Everton,Fulham,1,1,8,11,16,12,4,4,5,8,0,0,0,0,1,4,0,1,0,1,0,0,0,0,1,4,0,0,0,0,1,2,0,0,25,2,0,1,0,0,0,1,0,0,0,0,89.82,79.09,Vitalii Mykolenko | Idrissa Gueye | Dominic Calvert-Lewin | Dwight McNeil | Ashley Young | Iliman Ndiaye | Jack Harrison | Jordan Pickford | Abdoulaye Doucouré | James Tarkowski | Michael Keane,Alex Iwobi | Sasa Lukic | Bernd Leno | Andreas Pereira | Raúl Jiménez | Adama Traoré | Kenny Tete | Emile Smith-Rowe | Calvin Bassey | Joachim Andersen | Antonee Robinson,11,9,0,0,0,2,1,1,15,12,1,1,1.61,2.63,0.39,-1.63,0.71,0.63,0,0,0,0,1.08,1.8,0.85,1.38,-0.08,-0.1,0.0,0.01,-3,4,-3,0,0,-1,2,10.72999999999999,-1.0199999999999998,-0.72,-0.5299999999999999
ENG-Premier League,2425,2024-10-27 Chelsea-Newcastle United,26688,2024-10-27 14:00:00,1,1,Chelsea,Newcastle United,2,1,14,12,7,10,4,4,11,9,1,0,0,0,3,2,0,0,0,0,0,0,0,2,5,5,0,0,0,0,1,2,1,0,-28,-2,2,2,0,0,1,0,0,0,1,2,71.09,73.64,Jadon Sancho | Enzo Fernández | Wesley Fofana | Malo Gusto | Nicolas Jackson | Noni Madueke | Levi Colwill | Moisés Caicedo | Cole Palmer | Robert Sánchez | Marc Cucurella,Anthony Gordon | Joelinton | Nick Pope | Bruno Guimarães | Alexander Isak | Fabian Schär | Harvey Barnes | Dan Burn | Lewis Hall | Valentino Livramento | Jacob Murphy,8,9,3,1,0,1,0,1,14,13,1,1,1.34,1.94,-0.34,-1.94,0.81,0.49,0,0,0,-3,1.76,1.05,1.43,0.7,0.08,0.1,0.04,0.35,2,-3,2,1,0,0,-1,-2.549999999999997,-0.5999999999999999,0.71,0.73
ENG-Premier League,2425,2024-10-27 Crystal Palace-Tottenham,26689,2024-10-27 14:00:00,1,1,Crystal Palace,Tottenham,1,0,3,13,18,8,5,4,0,10,0,1,0,0,3,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,2,3,0,1,52,-34,3,1,0,0,0,0,2,0,1,1,67.45,76.36,Jefferson Lerma | Daniel Muñoz | Daichi Kamada | Adam Wharton | Jean-Philippe Mateta | Dean Henderson | Eberechi Eze | Maxence Lacroix | Tyrick Mitchell | Eddie Nketiah | Marc Guehi,Pedro Porro | Rodrigo Bentancur | Micky van de Ven | Dejan Kulusevski | Son Heung-Min | James Maddison | Iyenoma Destiny Udogie | Brennan Johnson | Dominic Solanke | Cristian Romero | Guglielmo Vicario,9,9,2,1,0,1,2,0,14,13,1,1,0.84,1.44,-0.84,2.56,0.44,0.49,0,1,-1,2,1.08,2.05,0.95,1.24,-0.05,0.33,-0.07,0.19,-10,10,-10,-1,0,2,0,-8.909999999999997,-0.6,-0.9699999999999998,-0.29000000000000004
ENG-Premier League,2425,2024-10-27 West Ham-Manchester United,26690,2024-10-27 14:00:00,1,1,West Ham,Manchester United,2,1,8,11,16,13,4,4,4,7,0,1,0,0,3,2,1,0,1,0,0,0,0,0,4,4,0,0,0,0,1,1,1,0,-11,32,4,1,1,0,1,1,1,0,2,0,57.27,81.09,Guido Rodríguez | Tomas Soucek | Max Kilman | Michail Antonio | Emerson | Jarrod Bowen | Aaron Wan-Bissaka | Mohammed Kudus | Alphonse Areola | Lucas Paquetá | Konstantinos Mavropanos,André Onana | Joshua Zirkzee | Kobbie Mainoo | Alejandro Garnacho | Diogo Dalot | Noussair Mazraoui | Matthijs de Ligt | Casemiro | Bruno Fernandes | Marcus Rashford | Lisandro Martínez,8,9,2,1,1,1,0,2,11,16,0,1,0.86,1.77,0.14,0.23,0.62,0.47,0,0,0,0,0.87,1.22,0.68,1.14,0.77,-0.14,0.67,0.23,-3,3,-3,-1,0,3,-1,-23.82,-0.91,-0.35,-0.45999999999999985
ENG-Premier League,2425,2024-10-27 Arsenal-Liverpool,26691,2024-10-27 16:30:00,1,X,Arsenal,Liverpool,2,2,17,21,5,2,2,1,13,17,1,1,0,0,1,4,1,0,1,0,0,1,0,0,4,4,2,1,0,0,1,2,1,1,-34,-19,3,3,0,0,2,0,2,1,0,2,65.0,72.36,David Raya | William Saliba | Declan Rice | Thomas Partey | Gabriel Martinelli | Kai Havertz | Jurriën Timber | Bukayo Saka | Ben White | Gabriel | Leandro Trossard,Mohamed Salah | Andrew Robertson | Diogo Jota | Virgil van Dijk | Dominik Szoboszlai | Ryan Gravenberch | Trent Alexander-Arnold | Luis Díaz | Ibrahima Konaté | Alisson | Alexis Mac Allister,10,8,0,1,1,2,4,1,16,15,1,1,0.83,2.23,-0.83,-0.23,1.0,0.87,0,0,-1,0,2.1,1.61,1.9,1.42,-0.41,0.14,-0.04,0.36,-4,3,-4,0,0,0,2,-7.359999999999999,-1.4,0.49,0.48
ENG-Premier League,2425,2024-11-02 Newcastle United-Arsenal,26694,2024-11-02 12:30:00,1,1,Newcastle United,Arsenal,1,0,12,18,12,3,4,1,8,14,0,1,0,0,3,2,0,0,0,0,0,2,2,0,5,4,0,0,0,0,3,3,0,1,9,29,3,1,0,0,0,1,2,0,2,0,68.18,77.82,Anthony Gordon | Joelinton | Nick Pope | Bruno Guimarães | Alexander Isak | Fabian Schär | Harvey Barnes | Dan Burn | Lewis Hall | Valentino Livramento | Jacob Murphy,David Raya | Declan Rice | William Saliba | Thomas Partey | Gabriel Martinelli | Kai Havertz | Jurriën Timber | Bukayo Saka | Ben White | Gabriel | Leandro Trossard,9,10,2,1,0,0,1,4,14,16,1,1,1.75,1.09,-0.75,0.91,0.86,0.67,0,0,0,-2,1.29,2.05,0.88,1.74,-0.24,0.05,0.2,-0.16,-6,9,-6,-1,0,2,-1,-9.639999999999986,0.6599999999999999,-0.7599999999999998,-0.86
ENG-Premier League,2425,2024-11-02 Liverpool-Brighton,26696,2024-11-02 15:00:00,1,1,Liverpool,Brighton,2,1,22,16,2,7,1,4,17,11,1,0,0,0,2,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,4,0,1,38,15,3,1,0,0,1,0,1,1,1,0,69.64,78.82,Mohamed Salah | Andrew Robertson | Diogo Jota | Virgil van Dijk | Dominik Szoboszlai | Ryan Gravenberch | Trent Alexander-Arnold | Luis Díaz | Ibrahima Konaté | Alisson | Alexis Mac Allister,Carlos Baleba | Bart Verbruggen | Lewis Dunk | Georginio Rutter | Yasin Ayari | Jan Paul van Hecke | Joël Veltman | Yankuba Minteh | Danny Welbeck | Jack Hinshelwood | Kaoru Mitoma,7,8,2,1,2,2,1,2,16,16,1,1,1.35,1.51,0.65,0.49,0.85,0.57,0,2,1,-2,1.11,1.39,1.37,0.76,0.5,0.05,0.85,0.16,6,-5,6,1,0,2,-1,-9.179999999999993,-0.15999999999999992,-0.2799999999999998,0.6100000000000001
